position_holder,issuer_name,position_date,net_short_position,isin,source
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-28,5.03,FR0013326246,archive
HBK Investments LP,Fugro N.V.,2020-08-28,1.0,NL0000352565,archive
HBK Investments LP,Koninklijke BAM Groep N.V.,2020-08-28,0.7,NL0000337319,archive
JPMorgan Asset Management (UK) Ltd.,Flow Traders Ltd.,2020-08-28,0.53,NL0011279492,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2020-08-28,1.2,NL0000337319,archive
Parian GP LLC,Eurocommercial Properties N.V.,2020-08-28,0.51,NL0000288876,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-28,0.75,NL0000303709,archive
"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,2020-08-28,0.62,FR0013326246,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2020-08-28,0.79,NL0000226223,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-28,2.1,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-08-28,1.27,NL0000337319,archive
Canada Pension Plan Investment Board,AMG Critical Materials N.V.,2020-08-27,0.67,NL0000888691,archive
Marshall Wace LLP,Fugro N.V.,2020-08-27,0.92,NL0000352565,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-27,0.81,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-08-27,1.38,NL0000337319,archive
Citadel Advisors LLC,Aperam S.A.,2020-08-26,0.69,LU0569974404,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-26,2.02,NL0000352565,archive
Woodline Partners,Pharming Group N.V.,2020-08-26,0.91,NL0010391025,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-08-26,1.48,NL0000337319,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2020-08-25,1.89,NL0000360618,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-25,1.44,NL0000226223,archive
Citadel Europe LLP,BE Semiconductor Industries N.V.,2020-08-25,2.11,NL0012866412,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-25,4.97,FR0013326246,archive
Eleva Capital SAS,Eurocommercial Properties N.V.,2020-08-25,0.5,NL0000288876,archive
Eleva Capital SAS,Wereldhave N.V.,2020-08-25,0.92,NL0000289213,archive
HBK Investments LP,Fugro N.V.,2020-08-25,0.94,NL0000352565,archive
Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,2020-08-25,1.46,FR0013326246,archive
Marshall Wace LLP,Fugro N.V.,2020-08-25,0.86,NL0000352565,archive
Pelham Capital Ltd.,ARCADIS N.V.,2020-08-25,1.47,NL0006237562,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-25,0.77,NL0000352565,archive
Viking Global Investors LP,Unibail-Rodamco-Westfield SE,2020-08-25,0.43,FR0013326246,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-25,1.99,NL0000352565,archive
"WorldQuant, LLC",AMG Critical Materials N.V.,2020-08-25,0.6,NL0000888691,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2020-08-25,0.61,BE0003818359,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-24,1.35,NL0000226223,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-24,0.58,NL0010391025,archive
Marshall Wace LLP,SBM Offshore N.V.,2020-08-24,1.3,NL0000360618,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-24,1.07,FR0013326246,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-24,2.03,NL0000352565,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2020-08-21,0.68,NL0000337319,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-21,4.82,FR0013326246,archive
GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,2020-08-21,0.7,NL0000337319,archive
Marshall Wace LLP,Fugro N.V.,2020-08-21,1.11,NL0000352565,archive
Moore Capital Management LP,Unibail-Rodamco-Westfield SE,2020-08-21,0.42,FR0013326246,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-21,1.9,NL0000352565,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2020-08-21,0.55,BE0003818359,archive
Cigogne Management S.A.,Qiagen N.V.,2020-08-20,0.48,NL0012169213,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2020-08-20,0.76,NL0000337319,archive
"D. E. Shaw & Co., L.P.",Lakefront Biotherapeutics NV,2020-08-20,0.93,BE0003818359,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-08-20,0.49,NL0011279492,archive
TFG Asset Management UK LLP,Fugro N.V.,2020-08-20,1.33,NL0000352565,archive
"WorldQuant, LLC",AMG Critical Materials N.V.,2020-08-20,0.51,NL0000888691,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-19,0.67,NL0010391025,archive
"D. E. Shaw & Co., L.P.",Lakefront Biotherapeutics NV,2020-08-19,0.89,BE0003818359,archive
GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,2020-08-19,0.6,NL0000337319,archive
HBK Investments LP,Fugro N.V.,2020-08-19,1.01,NL0000352565,archive
"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,2020-08-19,0.62,NL0000337319,archive
"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,2020-08-19,1.95,FR0013326246,archive
Parian GP LLC,Wereldhave N.V.,2020-08-19,0.65,NL0000289213,archive
Systematica Investments Limited,AMG Critical Materials N.V.,2020-08-19,1.19,NL0000888691,archive
TFG Asset Management UK LLP,Fugro N.V.,2020-08-19,1.11,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-19,1.8,NL0000352565,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2020-08-18,0.88,NL0000337319,archive
Marshall Wace LLP,ARCADIS N.V.,2020-08-18,2.39,NL0006237562,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-18,1.13,FR0013326246,archive
"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,2020-08-18,1.81,FR0013326246,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-18,0.82,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-18,1.65,NL0000352565,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-08-17,0.59,NL0011279492,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-08-17,0.55,BE0003818359,archive
Moore Capital Management LP,Unibail-Rodamco-Westfield SE,2020-08-17,0.52,FR0013326246,archive
Pictet Asset Management S.A.,Unibail-Rodamco-Westfield SE,2020-08-17,0.4,FR0013326246,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-17,0.6,NL0000303709,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-17,1.5,NL0000352565,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-17,0.49,NL0010391025,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-14,1.46,NL0000226223,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2020-08-14,1.2,NL0000888691,archive
Citadel Advisors LLC,Lakefront Biotherapeutics NV,2020-08-14,0.46,BE0003818359,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-14,4.72,FR0013326246,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-08-14,0.7,BE0003818359,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-14,0.58,NL0000303709,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-14,1.41,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-08-14,1.58,NL0000337319,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-13,1.52,NL0000226223,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-13,0.79,NL0010391025,archive
HBK Investments LP,Fugro N.V.,2020-08-13,0.94,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,AMG Critical Materials N.V.,2020-08-13,1.37,NL0000888691,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,2020-08-13,0.47,NL0013332471,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-08-13,0.68,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,2020-08-13,1.07,NL0000352565,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-08-13,0.69,BE0003818359,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-13,0.49,NL0000303709,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-13,0.57,NL0010391025,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-12,1.46,NL0000226223,archive
Canada Pension Plan Investment Board,AMG Critical Materials N.V.,2020-08-12,0.7,NL0000888691,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2020-08-12,1.13,NL0000888691,archive
GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,2020-08-12,0.5,NL0000337319,archive
HBK Investments LP,Fugro N.V.,2020-08-12,0.84,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,AMG Critical Materials N.V.,2020-08-12,1.46,NL0000888691,archive
Marshall Wace LLP,SBM Offshore N.V.,2020-08-12,1.29,NL0000360618,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-12,1.03,FR0013326246,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-12,0.71,NL0000352565,archive
Voleon Capital Management LP,Pharming Group N.V.,2020-08-12,0.72,NL0010391025,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-12,0.64,NL0010391025,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-11,1.36,NL0000226223,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-11,0.81,NL0010391025,archive
Citadel Europe LLP,Aperam S.A.,2020-08-11,0.89,LU0569974404,archive
HBK Investments LP,Fugro N.V.,2020-08-11,0.78,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,2020-08-11,1.13,NL0000352565,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-11,0.99,FR0013326246,archive
"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,2020-08-11,0.58,FR0013326246,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-11,0.68,NL0000352565,archive
Systematica Investments Limited,AMG Critical Materials N.V.,2020-08-11,1.29,NL0000888691,archive
Systematica Investments Limited,Fugro N.V.,2020-08-11,1.2,NL0000352565,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-11,0.72,NL0010391025,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2020-08-10,1.99,NL0000360618,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-10,0.77,NL0010391025,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-10,4.6,FR0013326246,archive
Marshall Wace LLP,Fugro N.V.,2020-08-10,1.28,NL0000352565,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-10,0.79,NL0000352565,archive
Voleon Capital Management LP,Pharming Group N.V.,2020-08-10,0.67,NL0010391025,archive
Adelphi Capital LLP,Unibail-Rodamco-Westfield SE,2020-08-07,0.52,FR0013326246,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2020-08-07,1.0,NL0000888691,archive
Citadel Advisors LLC,Aperam S.A.,2020-08-07,0.71,LU0569974404,archive
Citadel Advisors LLC,Basic-Fit N.V.,2020-08-07,0.48,NL0011872650,archive
Citadel Advisors LLC,Koninklijke BAM Groep N.V.,2020-08-07,0.99,NL0000337319,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-07,0.84,NL0010391025,archive
Millennium Capital Partners LLP,Signify N.V.,2020-08-07,0.5,NL0011821392,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-07,0.58,NL0000303709,archive
Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,2020-08-07,0.85,FR0013326246,archive
Wellington Management Company LLP,Wereldhave N.V.,2020-08-07,0.6,NL0000289213,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-07,0.87,NL0010391025,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-08-06,1.44,NL0000226223,archive
Citadel Advisors LLC,Aperam S.A.,2020-08-06,0.69,LU0569974404,archive
Marshall Wace LLP,Fugro N.V.,2020-08-06,1.39,NL0000352565,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-06,1.08,FR0013326246,archive
Parian GP LLC,Wereldhave N.V.,2020-08-06,0.8,NL0000289213,archive
Pictet Asset Management S.A.,Unibail-Rodamco-Westfield SE,2020-08-06,0.51,FR0013326246,archive
"Samlyn Capital, LLC",AEGON Ltd.,2020-08-06,0.62,NL0000303709,archive
"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,2020-08-06,0.6,FR0013326246,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2020-08-06,1.65,NL0000289213,archive
Voleon Capital Management LP,Aalberts N.V.,2020-08-06,0.48,NL0000852564,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-06,0.95,NL0010391025,archive
Citadel Advisors LLC,Aperam S.A.,2020-08-05,0.7,LU0569974404,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-05,4.5,FR0013326246,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-08-05,0.79,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,2020-08-05,1.46,NL0000352565,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-08-05,1.11,FR0013326246,archive
SFM UK Management LLP,ARCADIS N.V.,2020-08-05,0.5,NL0006237562,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-08-05,1.67,NL0000337319,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-05,1.02,NL0010391025,archive
Citadel Advisors LLC,Basic-Fit N.V.,2020-08-04,0.55,NL0011872650,archive
"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,2020-08-04,0.99,NL0000289213,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-04,4.29,FR0013326246,archive
Marshall Wace LLP,Fugro N.V.,2020-08-04,1.51,NL0000352565,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-04,0.8,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-04,1.33,NL0000352565,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-04,0.97,NL0010391025,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-08-03,0.99,NL0010391025,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-08-03,4.13,FR0013326246,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,2020-08-03,0.5,NL0013332471,archive
Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,2020-08-03,0.68,FR0013326246,archive
Marshall Wace LLP,ARCADIS N.V.,2020-08-03,2.4,NL0006237562,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-08-03,0.82,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,2020-08-03,1.63,NL0000352565,archive
"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,2020-08-03,1.7,FR0013326246,archive
Parian GP LLC,Wereldhave N.V.,2020-08-03,0.64,NL0000289213,archive
"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,2020-08-03,0.57,FR0013326246,archive
SFM UK Management LLP,ARCADIS N.V.,2020-08-03,0.69,NL0006237562,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-08-03,0.77,NL0000352565,archive
Systematica Investments Limited,Fugro N.V.,2020-08-03,1.1,NL0000352565,archive
Viking Global Investors LP,Unibail-Rodamco-Westfield SE,2020-08-03,0.86,FR0013326246,archive
Voleon Capital Management LP,Fugro N.V.,2020-08-03,1.15,NL0000352565,archive
Voleon Capital Management LP,Pharming Group N.V.,2020-08-03,0.53,NL0010391025,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-08-03,0.79,NL0010391025,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-07-31,4.06,FR0013326246,archive
Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,2020-07-31,1.39,FR0013326246,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-07-31,0.98,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,2020-07-31,1.73,NL0000352565,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-07-31,0.78,BE0003818359,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2020-07-31,0.8,NL0000226223,archive
TFG Asset Management UK LLP,Fugro N.V.,2020-07-31,0.8,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,2020-07-31,1.09,NL0000352565,archive
Woodline Partners,Pharming Group N.V.,2020-07-31,0.87,NL0010391025,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-07-31,1.78,NL0000337319,archive
"WorldQuant, LLC",Pharming Group N.V.,2020-07-31,0.63,NL0010391025,archive
Citadel Advisors LLC,Aperam S.A.,2020-07-30,0.6,LU0569974404,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-07-30,1.03,NL0010391025,archive
Linden Advisors LP,Pharming Group N.V.,2020-07-30,1.05,NL0010391025,archive
Marshall Wace LLP,Fugro N.V.,2020-07-30,1.81,NL0000352565,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-07-30,0.84,BE0003818359,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-07-30,1.0,FR0013326246,archive
"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,2020-07-30,1.59,FR0013326246,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2020-07-30,0.76,NL0000226223,archive
TFG Asset Management UK LLP,Fugro N.V.,2020-07-30,0.79,NL0000352565,archive
The Mangrove Partners Master Fund Limited,Fugro N.V.,2020-07-30,0.38,NL0000352565,archive
Viking Global Investors LP,Unibail-Rodamco-Westfield SE,2020-07-30,0.94,FR0013326246,archive
Voleon Capital Management LP,Fugro N.V.,2020-07-30,0.93,NL0000352565,archive
Woodline Partners,Pharming Group N.V.,2020-07-30,0.79,NL0010391025,archive
"Woodson Capital Master Fund, LP",Unibail-Rodamco-Westfield SE,2020-07-30,0.95,FR0013326246,archive
Citadel Advisors LLC,Aperam S.A.,2020-07-29,0.58,LU0569974404,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-07-29,0.9,NL0010391025,archive
Citadel Europe LLP,BE Semiconductor Industries N.V.,2020-07-29,2.08,NL0012866412,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-07-29,3.96,FR0013326246,archive
"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2020-07-29,1.02,NL0012866412,archive
GSA Capital Partners LLP,Fugro N.V.,2020-07-29,0.26,NL0000352565,archive
GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,2020-07-29,0.47,NL0000337319,archive
"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,2020-07-29,0.5,NL0000337319,archive
Marshall Wace LLP,Fugro N.V.,2020-07-29,1.95,NL0000352565,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2020-07-29,1.0,NL0000337319,archive
"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,2020-07-29,1.16,FR0013326246,archive
Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,2020-07-29,0.55,NL0000226223,archive
Susquehanna International Securities Limited,Fugro N.V.,2020-07-29,0.86,NL0000352565,archive
Voleon Capital Management LP,Aalberts N.V.,2020-07-29,0.5,NL0000852564,archive
Voleon Capital Management LP,Fugro N.V.,2020-07-29,0.89,NL0000352565,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-07-28,1.18,NL0011279492,archive
Marshall Wace LLP,Lakefront Biotherapeutics NV,2020-07-28,0.9,BE0003818359,archive
Voleon Capital Management LP,Fugro N.V.,2020-07-28,0.72,NL0000352565,archive
HBK Investments LP,Koninklijke BAM Groep N.V.,2020-07-27,0.61,NL0000337319,archive
Voleon Capital Management LP,Fugro N.V.,2020-07-27,0.5,NL0000352565,archive
Woodline Partners,Pharming Group N.V.,2020-07-27,0.6,NL0010391025,archive
"Athanor Capital, LP",Wereldhave N.V.,2020-07-24,1.2,NL0000289213,archive
BNP Paribas S.A.,STMicroelectronics N.V.,2020-07-24,0.53,NL0000226223,archive
Citadel Advisors LLC,Pharming Group N.V.,2020-07-24,0.81,NL0010391025,archive
GSA Capital Partners LLP,Fugro N.V.,2020-07-24,0.72,NL0000352565,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2020-07-24,0.25,NL0000352565,archive
Systematica Investments Limited,Fugro N.V.,2020-07-24,1.0,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2020-07-24,1.82,NL0000337319,archive
"AQR Capital Management, LLC",OCI N.V.,2020-07-23,1.69,NL0010558797,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2020-07-23,0.92,NL0000888691,archive
Cigogne Management S.A.,Qiagen N.V.,2020-07-23,0.53,NL0012169213,archive
Citadel Advisors LLC,Aperam S.A.,2020-07-23,0.62,LU0569974404,archive
Citadel Europe LLP,Aperam S.A.,2020-07-23,0.96,LU0569974404,archive
Marshall Wace LLP,Flow Traders Ltd.,2020-07-23,1.29,NL0011279492,archive
Parian GP LLC,Wereldhave N.V.,2020-07-23,0.54,NL0000289213,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2020-07-23,0.55,NL0000352565,archive
"AQR Capital Management, LLC",OCI N.V.,2020-07-22,1.7,NL0010558797,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2020-07-22,2.09,NL0000360618,archive
"Athanor Capital, LP",Wereldhave N.V.,2020-07-22,1.12,NL0000289213,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2020-07-22,0.66,NL0000352565,archive
The Mangrove Partners Master Fund Limited,Fugro N.V.,2020-07-22,0.79,NL0000352565,archive
Whitebox Advisors LLC,Fugro N.V.,2020-07-22,2.9,NL0000352565,archive
"AQR Capital Management, LLC",OCI N.V.,2020-07-21,1.69,NL0010558797,archive
Capital Fund Management S.A.,AMG Critical Materials N.V.,2020-07-21,0.8,NL0000888691,archive
Citadel Advisors LLC,Lakefront Biotherapeutics NV,2020-07-21,0.5,BE0003818359,archive
D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,2020-07-21,3.84,FR0013326246,archive
HBK Investments LP,Koninklijke BAM Groep N.V.,2020-07-21,0.56,NL0000337319,archive
Marshall Wace LLP,Fugro N.V.,2020-07-21,2.27,NL0000352565,archive
Marshall Wace LLP,SBM Offshore N.V.,2020-07-21,1.39,NL0000360618,archive
Marshall Wace LLP,Unibail-Rodamco-Westfield SE,2020-07-21,0.96,FR0013326246,archive
