position_holder,issuer_name,position_date,isin,net_short_position,source
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-12,NL0000352565,0.59,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-12,NL0011279492,1.0,archive
HBK Investments LP,Fugro N.V.,2018-01-12,NL0000352565,1.29,archive
Marshall Wace LLP,Fugro N.V.,2018-01-12,NL0000352565,0.45,archive
Marshall Wace LLP,OCI N.V.,2018-01-12,NL0010558797,0.51,archive
Oxford Asset Management,Galapagos NV,2018-01-12,BE0003818359,0.6,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2018-01-12,NL0000337319,0.78,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2018-01-12,NL0000289213,0.57,archive
"WorldQuant, LLC",Galapagos NV,2018-01-12,BE0003818359,0.51,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-01-12,NL0009432491,0.5,archive
Accent Aigu B.V.,Ease2pay N.V.,2018-01-11,NL0000345627,0.0,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-01-11,NL0011279492,0.5,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-11,NL0000352565,0.6,archive
CQS (UK) LLP,Aperam S.A.,2018-01-11,LU0569974404,0.52,archive
Market Wizards B.V.,Ease2pay N.V.,2018-01-11,NL0000345627,0.0,archive
Marshall Wace LLP,Fugro N.V.,2018-01-11,NL0000352565,0.53,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-11,NL0000337319,2.16,archive
Accent Aigu B.V.,Ease2pay N.V.,2018-01-10,NL0000345627,0.95,archive
All Options International B.V.,Ease2pay N.V.,2018-01-10,NL0000345627,0.43,archive
Market Wizards B.V.,Ease2pay N.V.,2018-01-10,NL0000345627,1.04,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-10,NL0011279492,1.3,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,2018-01-10,NL0011279492,0.62,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2018-01-10,NL0000352565,1.44,archive
Tower House Partners LLP,Signify N.V.,2018-01-10,NL0011821392,0.51,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-09,NL0000337319,0.91,archive
All Options International B.V.,Ease2pay N.V.,2018-01-09,NL0000345627,0.77,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-09,NL0000352565,0.98,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-09,NL0000352565,0.57,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-09,NL0000339760,0.48,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-09,NL0011279492,0.46,archive
HBK Investments LP,Fugro N.V.,2018-01-09,NL0000352565,1.38,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-09,NL0006237562,0.82,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-09,NL0011279492,1.28,archive
AHL Partners LLP,Fugro N.V.,2018-01-08,NL0000352565,0.9,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-08,BE0003818359,1.0,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-08,NL0011279492,0.53,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-01-08,NL0000339760,1.17,archive
Marshall Wace LLP,OCI N.V.,2018-01-08,NL0010558797,0.49,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-08,NL0000337319,2.27,archive
AHL Partners LLP,Fugro N.V.,2018-01-05,NL0000352565,0.89,archive
"AQR Capital Management, LLC",OCI N.V.,2018-01-05,NL0010558797,1.08,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-01-05,NL0000339760,1.22,archive
"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,2018-01-05,NL0000337319,0.61,archive
JPMorgan Asset Management (UK) Ltd.,Sif Holding N.V.,2018-01-05,NL0011660485,0.49,archive
Marshall Wace LLP,Fugro N.V.,2018-01-05,NL0000352565,0.61,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-05,NL0000337319,1.26,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-01-05,NL0009432491,0.57,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-05,NL0000289213,1.19,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2018-01-05,NL0000337319,0.47,archive
AHL Partners LLP,Galapagos NV,2018-01-04,BE0003818359,0.98,archive
"AQR Capital Management, LLC",Galapagos NV,2018-01-04,BE0003818359,0.93,archive
Aravt Global,Signify N.V.,2018-01-04,NL0011821392,0.47,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-04,NL0011279492,0.98,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2018-01-04,NL0000337319,0.68,archive
TT International,Signify N.V.,2018-01-04,NL0011821392,0.5,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-04,NL0000337319,2.33,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-01-04,NL0009432491,0.49,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-03,NL0000337319,0.81,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-03,NL0000352565,1.08,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-03,NL0009432491,0.59,archive
Jupiter Investment Management Limited,Galapagos NV,2018-01-03,BE0003818359,0.38,archive
Marshall Wace LLP,Fugro N.V.,2018-01-03,NL0000352565,0.57,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-03,NL0000337319,1.15,archive
Oxford Asset Management,Galapagos NV,2018-01-03,BE0003818359,0.5,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-01-03,NL0000289213,0.5,archive
Marshall Wace LLP,Fugro N.V.,2018-01-02,NL0000352565,0.66,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2018-01-02,NL0009269109,0.52,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-02,NL0000352565,0.98,archive
"AQR Capital Management, LLC",Galapagos NV,2017-12-29,BE0003818359,0.8,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2017-12-29,NL0011279492,1.0,archive
Marshall Wace LLP,ARCADIS N.V.,2017-12-29,NL0006237562,0.79,archive
Marshall Wace LLP,Fugro N.V.,2017-12-29,NL0000352565,0.78,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2017-12-29,NL0009269109,0.49,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-29,NL0000337319,2.2,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-28,NL0000337319,0.48,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-28,NL0000337319,1.04,archive
Marshall Wace LLP,OCI N.V.,2017-12-28,NL0010558797,0.51,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-28,NL0000337319,2.15,archive
AHL Partners LLP,Fugro N.V.,2017-12-27,NL0000352565,0.99,archive
Arrowgrass Capital Partners LLP,Fugro N.V.,2017-12-27,NL0000352565,0.6,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-27,NL0000337319,0.5,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-27,NL0000337319,1.0,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-27,NL0000337319,0.49,archive
HBK Investments LP,Fugro N.V.,2017-12-27,NL0000352565,1.59,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-27,NL0000337319,0.52,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2017-12-27,NL0009432491,0.5,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-27,NL0009739416,0.48,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,2017-12-25,NL0000009082,0.8,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-22,NL0000337319,0.58,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-22,NL0009739416,0.5,archive
"AQR Capital Management, LLC",Galapagos NV,2017-12-21,BE0003818359,0.71,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-21,NL0000337319,0.49,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-21,NL0000337319,0.91,archive
Marshall Wace LLP,Fugro N.V.,2017-12-21,NL0000352565,0.81,archive
Oxford Asset Management,Fugro N.V.,2017-12-21,NL0000352565,0.43,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-21,NL0000337319,0.49,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-21,NL0000337319,2.02,archive
"AQR Capital Management, LLC",Galapagos NV,2017-12-20,BE0003818359,0.6,archive
BNP Paribas S.A.,Fugro N.V.,2017-12-20,NL0000352565,0.53,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-20,NL0000337319,0.84,archive
Capital Fund Management S.A.,Wereldhave N.V.,2017-12-20,NL0000289213,0.59,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2017-12-20,NL0000339760,0.57,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-20,NL0000337319,0.93,archive
AKO Capital LLP,ARCADIS N.V.,2017-12-19,NL0006237562,0.9,archive
"AQR Capital Management, LLC",Galapagos NV,2017-12-19,BE0003818359,0.52,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,2017-12-19,NL0000360618,0.49,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2017-12-19,NL0000339760,0.52,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-19,NL0000337319,0.68,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-12-19,NL0011279492,1.01,archive
HBK Investments LP,Fugro N.V.,2017-12-19,NL0000352565,1.69,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2017-12-19,NL0000339760,0.47,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-19,NL0000337319,0.87,archive
Oxford Asset Management,Fugro N.V.,2017-12-19,NL0000352565,0.59,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2017-12-18,NL0011872650,0.89,archive
Marshall Wace LLP,Fugro N.V.,2017-12-18,NL0000352565,0.76,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2017-12-18,NL0009432491,0.6,archive
Marshall Wace LLP,OCI N.V.,2017-12-18,NL0010558797,0.44,archive
Marshall Wace LLP,Wereldhave N.V.,2017-12-18,NL0000289213,1.29,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2017-12-18,NL0000352565,1.39,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-18,NL0000337319,1.9,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2017-12-15,NL0000339760,0.5,archive
Millennium International Management LP,Galapagos NV,2017-12-15,BE0003818359,0.55,archive
Scopia Capital Management LP,Signify N.V.,2017-12-15,NL0011821392,2.05,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-15,NL0000337319,1.83,archive
"AQR Capital Management, LLC",OCI N.V.,2017-12-14,NL0010558797,1.19,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2017-12-14,NL0000339760,1.19,archive
Marshall Wace LLP,ARCADIS N.V.,2017-12-14,NL0006237562,0.82,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-14,NL0000337319,0.71,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2017-12-14,NL0000337319,0.56,archive
"AQR Capital Management, LLC",OCI N.V.,2017-12-13,NL0010558797,1.2,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2017-12-13,NL0000360618,1.99,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-12-13,NL0000352565,0.46,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,2017-12-13,NL0000360618,0.5,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,2017-12-13,NL0000009082,0.79,archive
CQS (UK) LLP,Aperam S.A.,2017-12-13,LU0569974404,0.48,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2017-12-13,NL0000339760,1.38,archive
Marshall Wace LLP,Fugro N.V.,2017-12-13,NL0000352565,0.61,archive
Millennium International Management LP,Wereldhave N.V.,2017-12-13,NL0000289213,0.6,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-13,NL0000337319,0.58,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,2017-12-13,NL0011279492,0.5,archive
Scopia Capital Management LP,Signify N.V.,2017-12-13,NL0011821392,1.91,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-13,NL0000337319,1.74,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-13,NL0009739416,0.48,archive
AHL Partners LLP,Galapagos NV,2017-12-12,BE0003818359,1.01,archive
AKO Capital LLP,ARCADIS N.V.,2017-12-12,NL0006237562,0.8,archive
AXA Investment Managers Chorus Limited,PostNL N.V.,2017-12-12,NL0009739416,0.48,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-12,NL0000337319,0.78,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2017-12-12,NL0000339760,1.45,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2017-12-12,NL0009432491,0.51,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-12,NL0009739416,0.55,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2017-12-11,NL0000337319,0.7,archive
Arrowgrass Capital Partners LLP,Fugro N.V.,2017-12-11,NL0000352565,0.48,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-11,NL0000337319,0.8,archive
HBK Investments LP,Fugro N.V.,2017-12-11,NL0000352565,1.77,archive
Marshall Wace LLP,OCI N.V.,2017-12-11,NL0010558797,0.82,archive
Myriad Opportunities Master Fund Limited,Fugro N.V.,2017-12-11,NL0000352565,0.5,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-11,NL0000337319,1.61,archive
B&G Master Fund Plc,NN Group N.V.,2017-12-08,NL0010773842,0.61,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,2017-12-08,NL0000360618,0.49,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,2017-12-08,NL0000009082,0.8,archive
Capital Fund Management S.A.,Fugro N.V.,2017-12-08,NL0000352565,0.8,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-08,NL0000337319,0.76,archive
"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,2017-12-08,NL0000339760,0.61,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-12-08,NL0011279492,0.92,archive
Marshall Wace LLP,Flow Traders Ltd.,2017-12-08,NL0011279492,1.39,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-08,NL0000337319,0.67,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2017-12-08,NL0009432491,0.57,archive
Millennium International Management LP,Wereldhave N.V.,2017-12-08,NL0000289213,0.59,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-08,NL0000337319,0.66,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2017-12-08,NL0009269109,0.5,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-08,NL0000337319,1.54,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-12-07,NL0000352565,0.58,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-07,NL0000337319,0.56,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-07,NL0000337319,0.67,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-12-07,NL0011279492,0.88,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-07,NL0000337319,0.58,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-07,NL0000337319,0.82,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2017-12-07,NL0011279492,1.83,archive
Tybourne Capital Management (HK) Limited,Signify N.V.,2017-12-07,NL0011821392,1.95,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-07,NL0000337319,1.44,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-07,NL0009739416,0.6,archive
AHL Partners LLP,Fugro N.V.,2017-12-06,NL0000352565,1.08,archive
AHL Partners LLP,Galapagos NV,2017-12-06,BE0003818359,0.92,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-12-06,NL0000352565,0.69,archive
AXA Investment Managers Chorus Limited,PostNL N.V.,2017-12-06,NL0009739416,0.58,archive
"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,2017-12-06,NL0000337319,0.57,archive
HBK Investments LP,Fugro N.V.,2017-12-06,NL0000352565,1.82,archive
Marshall Wace LLP,Fugro N.V.,2017-12-06,NL0000352565,0.5,archive
Marshall Wace LLP,Wereldhave N.V.,2017-12-06,NL0000289213,1.38,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-06,NL0000337319,0.64,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2017-12-06,NL0000337319,0.67,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-12-05,NL0000352565,0.78,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-05,NL0000337319,0.61,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-05,NL0000337319,1.26,archive
"AQR Capital Management, LLC",OCI N.V.,2017-12-04,NL0010558797,1.18,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,2017-12-04,NL0000360618,0.59,archive
HBK Investments LP,Fugro N.V.,2017-12-04,NL0000352565,1.79,archive
AHL Partners LLP,Galapagos NV,2017-12-01,BE0003818359,0.83,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-12-01,NL0000352565,0.97,archive
Marshall Wace LLP,Flow Traders Ltd.,2017-12-01,NL0011279492,1.49,archive
Marshall Wace LLP,Fugro N.V.,2017-12-01,NL0000352565,0.45,archive
"WorldQuant, LLC",Fugro N.V.,2017-12-01,NL0000352565,1.08,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2017-11-30,NL0000360618,2.08,archive
Canada Pension Plan Investment Board,PostNL N.V.,2017-11-30,NL0009739416,0.5,archive
Citadel Advisors II LLC,Koninklijke Vopak N.V.,2017-11-30,NL0009432491,0.47,archive
Marshall Wace LLP,Fugro N.V.,2017-11-30,NL0000352565,0.54,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2017-11-30,NL0011279492,1.73,archive
"WorldQuant, LLC",PostNL N.V.,2017-11-30,NL0009739416,0.57,archive
"Arrowstreet Capital, Limited Partnership",Fugro N.V.,2017-11-29,NL0000352565,1.08,archive
GLG Partners LP,Signify N.V.,2017-11-29,NL0011821392,0.09,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-11-29,NL0011279492,0.91,archive
HBK Investments LP,Fugro N.V.,2017-11-29,NL0000352565,1.88,archive
Marshall Wace LLP,Fugro N.V.,2017-11-29,NL0000352565,0.73,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2017-11-29,NL0009432491,0.68,archive
Marshall Wace LLP,Wereldhave N.V.,2017-11-29,NL0000289213,1.4,archive
"WorldQuant, LLC",Fugro N.V.,2017-11-29,NL0000352565,1.1,archive
AHL Partners LLP,Galapagos NV,2017-11-28,BE0003818359,0.7,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,2017-11-28,NL0000360618,0.6,archive
Capital Fund Management S.A.,Fugro N.V.,2017-11-28,NL0000352565,0.7,archive
GLG Partners LP,Signify N.V.,2017-11-28,NL0011821392,0.71,archive
Marshall Wace LLP,Wereldhave N.V.,2017-11-28,NL0000289213,1.39,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-11-28,NL0000337319,1.32,archive
"WorldQuant, LLC",PostNL N.V.,2017-11-28,NL0009739416,0.63,archive
Argonaut Capital Partners,Flow Traders Ltd.,2017-11-27,NL0011279492,0.52,archive
Lone Pine Capital LLC,Koninklijke Ahold Delhaize N.V.,2017-11-27,NL0011794037,0.46,archive
Marshall Wace LLP,Fugro N.V.,2017-11-27,NL0000352565,0.89,archive
Marshall Wace LLP,OCI N.V.,2017-11-27,NL0010558797,0.71,archive
Marshall Wace LLP,Wereldhave N.V.,2017-11-27,NL0000289213,1.4,archive
"WorldQuant, LLC",Wereldhave N.V.,2017-11-27,NL0000289213,0.49,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2017-11-24,NL0009432491,0.6,archive
GLG Partners LP,Signify N.V.,2017-11-24,NL0011821392,0.69,archive
HBK Investments LP,Fugro N.V.,2017-11-24,NL0000352565,1.92,archive
Marshall Wace LLP,ArcelorMittal S.A.,2017-11-24,LU1598757687,0.49,archive
AHL Partners LLP,Galapagos NV,2017-11-23,BE0003818359,0.61,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-11-23,NL0011279492,0.81,archive
Jupiter Investment Management Limited,Galapagos NV,2017-11-23,BE0003818359,0.58,archive
Marshall Wace LLP,Fugro N.V.,2017-11-23,NL0000352565,0.99,archive
"WorldQuant, LLC",PostNL N.V.,2017-11-23,NL0009739416,0.51,archive
AHL Partners LLP,Fugro N.V.,2017-11-22,NL0000352565,1.15,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2017-11-22,NL0011279492,0.9,archive
CQS (UK) LLP,Aperam S.A.,2017-11-22,LU0569974404,0.51,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2017-11-22,NL0011279492,0.79,archive
HBK Investments LP,Fugro N.V.,2017-11-22,NL0000352565,1.89,archive
Jupiter Investment Management Limited,Galapagos NV,2017-11-22,BE0003818359,0.6,archive
Marshall Wace LLP,Flow Traders Ltd.,2017-11-22,NL0011279492,1.59,archive
Marshall Wace LLP,Fugro N.V.,2017-11-22,NL0000352565,1.02,archive
Marshall Wace LLP,Wereldhave N.V.,2017-11-22,NL0000289213,1.39,archive
Marshall Wace LLP,Flow Traders Ltd.,2017-11-21,NL0011279492,1.6,archive
Marshall Wace LLP,Fugro N.V.,2017-11-21,NL0000352565,1.14,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2017-11-21,NL0009432491,0.79,archive
Marshall Wace LLP,Wereldhave N.V.,2017-11-21,NL0000289213,1.4,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-11-21,NL0000337319,1.22,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-11-20,NL0000337319,0.58,archive
Marshall Wace LLP,Fugro N.V.,2017-11-20,NL0000352565,1.25,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2017-11-20,NL0011279492,1.59,archive
"WorldQuant, LLC",Fugro N.V.,2017-11-20,NL0000352565,1.05,archive
