issuer_name,position_holder,position_date,isin,net_short_position,source
Basic-Fit N.V.,Marshall Wace LLP,2020-11-11,NL0011872650,0.65,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-11-11,NL0000352565,0.65,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-11,NL0000352565,0.84,archive
Aperam S.A.,Citadel Advisors LLC,2020-11-10,LU0569974404,0.7,archive
Unibail-Rodamco-Westfield SE,Gladstone Capital Management LLP,2020-11-10,FR0013326246,1.03,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-11-10,NL0000337319,1.03,archive
AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,2020-11-10,NL0000888691,1.19,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-11-10,NL0011872650,0.56,archive
Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2020-11-10,FR0013326246,1.47,archive
AEGON Ltd.,"Samlyn Capital, LLC",2020-11-10,NL0000303709,1.1,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-11-10,FR0013326246,0.8,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-11-10,NL0000352565,0.74,archive
Fugro N.V.,Systematica Investments Limited,2020-11-10,NL0000352565,1.39,archive
Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,2020-11-10,FR0013326246,0.6,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-10,NL0000352565,0.95,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-11-10,NL0000337319,1.18,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-11-10,NL0010391025,0.71,archive
PostNL N.V.,Voleon Capital Management LP,2020-11-10,NL0009739416,0.59,archive
Wereldhave N.V.,Wellington Management Company LLP,2020-11-10,NL0000289213,0.49,archive
Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",2020-11-10,FR0013326246,0.93,archive
Flow Traders Ltd.,"WorldQuant, LLC",2020-11-10,NL0011279492,0.49,archive
Wereldhave N.V.,"WorldQuant, LLC",2020-11-10,NL0000289213,0.7,archive
Koninklijke BAM Groep N.V.,Citadel Advisors LLC,2020-11-09,NL0000337319,0.4,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-11-09,FR0013326246,4.17,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-11-09,NL0000337319,1.1,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-11-09,NL0000337319,0.48,archive
Flow Traders Ltd.,JPMorgan Asset Management (UK) Ltd.,2020-11-09,NL0011279492,0.48,archive
ARCADIS N.V.,Lansdowne Partners (UK) LLP,2020-11-09,NL0006237562,1.69,archive
Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2020-11-09,FR0013326246,1.96,archive
Aperam S.A.,"Luxor Capital Group, LP",2020-11-09,LU0569974404,0.25,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-11-09,NL0011872650,0.49,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-11-09,NL0000226223,0.61,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-09,NL0000352565,1.08,archive
PostNL N.V.,Voleon Capital Management LP,2020-11-09,NL0009739416,0.6,archive
Fugro N.V.,Whitebox Advisors LLC,2020-11-09,NL0000352565,1.0,archive
Wereldhave N.V.,"WorldQuant, LLC",2020-11-09,NL0000289213,0.62,archive
Koninklijke BAM Groep N.V.,Citadel Advisors LLC,2020-11-06,NL0000337319,0.54,archive
TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,2020-11-06,NL0013332471,0.52,archive
Fugro N.V.,Marshall Wace LLP,2020-11-06,NL0000352565,2.3,archive
ARCADIS N.V.,Pelham Capital Ltd.,2020-11-06,NL0006237562,1.16,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-11-06,FR0013326246,2.01,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-06,NL0000352565,1.27,archive
Wereldhave N.V.,"WorldQuant, LLC",2020-11-06,NL0000289213,0.54,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-11-05,FR0013326246,4.4,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-11-05,NL0000337319,1.07,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-11-05,NL0000337319,0.5,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-05,NL0000352565,1.35,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-11-05,NL0000337319,1.29,archive
PostNL N.V.,Voleon Capital Management LP,2020-11-05,NL0009739416,0.52,archive
Flow Traders Ltd.,"WorldQuant, LLC",2020-11-05,NL0011279492,0.59,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2020-11-04,NL0000360618,1.59,archive
Aperam S.A.,Citadel Advisors LLC,2020-11-04,LU0569974404,0.6,archive
Aperam S.A.,Citadel Europe LLP,2020-11-04,LU0569974404,0.95,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-11-04,FR0013326246,4.68,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-11-04,NL0000337319,0.91,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-11-04,NL0000337319,0.49,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-11-04,NL0000226223,0.59,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-04,NL0000352565,1.43,archive
Flow Traders Ltd.,"WorldQuant, LLC",2020-11-04,NL0011279492,0.6,archive
ARCADIS N.V.,Lansdowne Partners (UK) LLP,2020-11-03,NL0006237562,1.79,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-11-03,FR0013326246,1.9,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-11-03,NL0000226223,0.6,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-03,NL0000352565,1.55,archive
Fugro N.V.,"WorldQuant, LLC",2020-11-03,NL0000352565,1.48,archive
Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",2020-11-02,BE0003818359,0.79,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-11-02,FR0013326246,4.86,archive
Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,2020-11-02,FR0013326246,0.61,archive
Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2020-11-02,FR0013326246,2.0,archive
Fugro N.V.,Marshall Wace LLP,2020-11-02,NL0000352565,2.2,archive
Fugro N.V.,Voleon Capital Management LP,2020-11-02,NL0000352565,1.68,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-11-02,NL0000337319,1.35,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-11-02,NL0010391025,0.67,archive
Flow Traders Ltd.,"WorldQuant, LLC",2020-11-02,NL0011279492,0.5,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-10-30,NL0011872650,0.82,archive
Fugro N.V.,Marshall Wace LLP,2020-10-30,NL0000352565,2.16,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-30,NL0010391025,1.4,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-30,NL0000337319,1.4,archive
ARCADIS N.V.,AKO Capital LLP,2020-10-29,NL0006237562,0.56,archive
Flow Traders Ltd.,Citadel Advisors LLC,2020-10-29,NL0011279492,0.48,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-29,FR0013326246,5.04,archive
Aperam S.A.,"Luxor Capital Group, LP",2020-10-29,LU0569974404,0.5,archive
AEGON Ltd.,"Samlyn Capital, LLC",2020-10-29,NL0000303709,1.22,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-10-29,FR0013326246,1.83,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-29,NL0000337319,1.33,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-29,NL0000352565,1.27,archive
ARCADIS N.V.,AKO Capital LLP,2020-10-28,NL0006237562,0.69,archive
Aperam S.A.,Citadel Europe LLP,2020-10-28,LU0569974404,0.89,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-28,FR0013326246,5.53,archive
Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2020-10-28,FR0013326246,1.99,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-10-28,NL0011872650,0.78,archive
Fugro N.V.,Marshall Wace LLP,2020-10-28,NL0000352565,2.01,archive
AEGON Ltd.,"Samlyn Capital, LLC",2020-10-28,NL0000303709,1.15,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-10-28,NL0000226223,0.58,archive
AMG Critical Materials N.V.,Systematica Investments Limited,2020-10-28,NL0000888691,0.89,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-28,NL0000352565,1.79,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-28,NL0000337319,1.21,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-10-28,NL0010391025,0.71,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-28,NL0000352565,1.35,archive
Flow Traders Ltd.,Citadel Advisors LLC,2020-10-27,NL0011279492,0.56,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-27,FR0013326246,5.9,archive
SBM Offshore N.V.,Marshall Wace LLP,2020-10-27,NL0000360618,1.5,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-27,NL0010391025,1.39,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-27,NL0000337319,1.1,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-10-27,NL0010391025,0.69,archive
ARCADIS N.V.,AKO Capital LLP,2020-10-26,NL0006237562,0.84,archive
Aperam S.A.,Citadel Europe LLP,2020-10-26,LU0569974404,0.9,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-10-26,NL0000337319,0.5,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-10-26,NL0011872650,0.62,archive
Fugro N.V.,Marshall Wace LLP,2020-10-26,NL0000352565,1.91,archive
SBM Offshore N.V.,Marshall Wace LLP,2020-10-26,NL0000360618,1.49,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-26,NL0010391025,0.95,archive
AEGON Ltd.,Viking Global Investors LP,2020-10-26,NL0000303709,0.6,archive
Pharming Group N.V.,Woodline Partners,2020-10-26,NL0010391025,0.59,archive
Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2020-10-23,FR0013326246,2.0,archive
Basic-Fit N.V.,Marshall Wace LLP,2020-10-23,NL0011872650,0.5,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-10-23,NL0011279492,0.45,archive
Fugro N.V.,Marshall Wace LLP,2020-10-23,NL0000352565,1.83,archive
Signify N.V.,Millennium Capital Partners LLP,2020-10-23,NL0011821392,0.86,archive
Signify N.V.,Millennium International Management LP,2020-10-23,NL0011821392,0.52,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,2020-10-23,NL0012866412,0.96,archive
Unibail-Rodamco-Westfield SE,Steadfast Capital Management LP,2020-10-23,FR0013326246,0.7,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-23,NL0000352565,1.86,archive
Wereldhave N.V.,"Woodson Capital Master Fund, LP",2020-10-23,NL0000289213,4.17,archive
ARCADIS N.V.,AKO Capital LLP,2020-10-22,NL0006237562,0.98,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-10-22,NL0000337319,0.49,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-10-22,NL0011279492,0.53,archive
Signify N.V.,Millennium Capital Partners LLP,2020-10-22,NL0011821392,0.79,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-22,NL0010391025,1.3,archive
AEGON Ltd.,"Samlyn Capital, LLC",2020-10-22,NL0000303709,1.03,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-10-22,NL0000226223,0.61,archive
Unibail-Rodamco-Westfield SE,Steadfast Capital Management LP,2020-10-22,FR0013326246,0.6,archive
Fugro N.V.,TFG Asset Management UK LLP,2020-10-22,NL0000352565,0.44,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-10-22,NL0010391025,0.7,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-22,NL0000352565,1.7,archive
ARCADIS N.V.,AKO Capital LLP,2020-10-21,NL0006237562,1.19,archive
Fugro N.V.,Astaris Capital Management LLP,2020-10-21,NL0000352565,0.34,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-10-21,NL0000337319,0.8,archive
Fugro N.V.,HBK Investments LP,2020-10-21,NL0000352565,0.02,archive
Fugro N.V.,Marshall Wace LLP,2020-10-21,NL0000352565,1.7,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-21,NL0000352565,1.81,archive
Fugro N.V.,Astaris Capital Management LLP,2020-10-20,NL0000352565,0.53,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-10-20,NL0000337319,0.72,archive
Fugro N.V.,HBK Investments LP,2020-10-20,NL0000352565,1.06,archive
Fugro N.V.,Marshall Wace LLP,2020-10-20,NL0000352565,1.58,archive
SBM Offshore N.V.,Marshall Wace LLP,2020-10-20,NL0000360618,1.5,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-20,FR0013326246,0.46,archive
Unibail-Rodamco-Westfield SE,"SCGE Fund, LP",2020-10-20,FR0013326246,0.57,archive
Fugro N.V.,TFG Asset Management UK LLP,2020-10-20,NL0000352565,0.82,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-20,NL0000352565,2.15,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-19,FR0013326246,0.59,archive
Fugro N.V.,Susquehanna International Holdings LLC,2020-10-19,NL0000352565,0.49,archive
AMG Critical Materials N.V.,Systematica Investments Limited,2020-10-19,NL0000888691,0.99,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-19,NL0000352565,1.91,archive
Pharming Group N.V.,Woodline Partners,2020-10-19,NL0010391025,0.68,archive
OCI N.V.,"AQR Capital Management, LLC",2020-10-16,NL0010558797,1.49,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2020-10-16,NL0000360618,1.69,archive
Fugro N.V.,Astaris Capital Management LLP,2020-10-16,NL0000352565,0.64,archive
Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,2020-10-16,NL0000337319,0.65,archive
Fugro N.V.,HBK Investments LP,2020-10-16,NL0000352565,1.18,archive
Fugro N.V.,Marshall Wace LLP,2020-10-16,NL0000352565,1.32,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-16,NL0010391025,1.1,archive
Fugro N.V.,Susquehanna International Holdings LLC,2020-10-16,NL0000352565,0.52,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-16,NL0000352565,1.87,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-16,NL0000337319,1.01,archive
Fugro N.V.,Astaris Capital Management LLP,2020-10-15,NL0000352565,0.51,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2020-10-15,NL0000888691,1.16,archive
Fugro N.V.,HBK Investments LP,2020-10-15,NL0000352565,1.3,archive
Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2020-10-15,FR0013326246,1.98,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-10-15,NL0011279492,0.88,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-15,FR0013326246,0.6,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-15,NL0000352565,1.77,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-15,NL0000337319,0.88,archive
Fugro N.V.,Whitebox Advisors LLC,2020-10-15,NL0000352565,2.8,archive
Unibail-Rodamco-Westfield SE,Gladstone Capital Management LLP,2020-10-14,FR0013326246,1.1,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",2020-10-14,NL0000337319,1.77,archive
SBM Offshore N.V.,Renaissance Technologies LLC,2020-10-14,NL0000360618,0.48,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-10-14,FR0013326246,1.7,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-10-14,NL0000226223,0.56,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-14,NL0000352565,1.63,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-14,NL0000337319,0.78,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-10-14,NL0010391025,0.61,archive
Fugro N.V.,HBK Investments LP,2020-10-13,NL0000352565,1.23,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-10-13,NL0000337319,0.5,archive
SBM Offshore N.V.,Marshall Wace LLP,2020-10-13,NL0000360618,1.42,archive
Unibail-Rodamco-Westfield SE,Moore Capital Management LP,2020-10-13,FR0013326246,0.46,archive
SBM Offshore N.V.,Renaissance Technologies LLC,2020-10-13,NL0000360618,0.5,archive
ARCADIS N.V.,SFM UK Management LLP,2020-10-13,NL0006237562,0.49,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-10-13,NL0000352565,0.0,archive
BE Semiconductor Industries N.V.,Verde Serviços Internacionais S.A.,2020-10-13,NL0012866412,0.65,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-13,NL0000352565,1.53,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-13,NL0000337319,0.62,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2020-10-12,NL0000360618,1.73,archive
AMG Critical Materials N.V.,Capital Fund Management S.A.,2020-10-12,NL0000888691,1.28,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2020-10-12,NL0000289213,0.89,archive
ARCADIS N.V.,Oceanwood Capital Management LLP,2020-10-12,NL0006237562,0.29,archive
Pharming Group N.V.,Pictet Asset Management Limited,2020-10-12,NL0010391025,1.05,archive
AEGON Ltd.,"Samlyn Capital, LLC",2020-10-12,NL0000303709,0.93,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-10-12,FR0013326246,1.64,archive
STMicroelectronics N.V.,Sculptor Capital Management Europe Limited,2020-10-12,NL0000226223,0.6,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-12,NL0000337319,0.53,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-10-09,NL0000352565,0.81,archive
AMG Critical Materials N.V.,"WorldQuant, LLC",2020-10-09,NL0000888691,0.46,archive
Koninklijke BAM Groep N.V.,Citadel Advisors LLC,2020-10-08,NL0000337319,0.38,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-08,FR0013326246,6.1,archive
Unibail-Rodamco-Westfield SE,Gladstone Capital Management LLP,2020-10-08,FR0013326246,1.04,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-08,FR0013326246,0.97,archive
Signify N.V.,Millennium Capital Partners LLP,2020-10-08,NL0011821392,0.8,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-08,NL0000352565,1.48,archive
AMG Critical Materials N.V.,"WorldQuant, LLC",2020-10-08,NL0000888691,0.5,archive
Fugro N.V.,"WorldQuant, LLC",2020-10-08,NL0000352565,1.59,archive
Fugro N.V.,HBK Investments LP,2020-10-07,NL0000352565,1.1,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-07,NL0000352565,1.56,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-07,NL0000337319,0.49,archive
Pharming Group N.V.,Voleon Capital Management LP,2020-10-07,NL0010391025,0.5,archive
BE Semiconductor Industries N.V.,Citadel Europe LLP,2020-10-06,NL0012866412,2.2,archive
Fugro N.V.,HBK Investments LP,2020-10-06,NL0000352565,1.07,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-10-06,NL0011279492,0.91,archive
Unibail-Rodamco-Westfield SE,"Samlyn Capital, LLC",2020-10-06,FR0013326246,1.5,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,2020-10-06,NL0012866412,1.06,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-10-06,NL0000352565,0.73,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-06,NL0000352565,1.68,archive
Koninklijke BAM Groep N.V.,Citadel Advisors LLC,2020-10-05,NL0000337319,0.57,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-05,FR0013326246,5.94,archive
Fugro N.V.,Marshall Wace LLP,2020-10-05,NL0000352565,1.22,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-05,FR0013326246,1.07,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-05,NL0000352565,1.96,archive
Pharming Group N.V.,Woodline Partners,2020-10-05,NL0010391025,0.78,archive
Fugro N.V.,"WorldQuant, LLC",2020-10-05,NL0000352565,1.6,archive
Koninklijke BAM Groep N.V.,Citadel Advisors LLC,2020-10-02,NL0000337319,0.62,archive
Lakefront Biotherapeutics NV,"D. E. Shaw & Co., L.P.",2020-10-02,BE0003818359,0.89,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-10-02,FR0013326246,5.83,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-10-02,NL0000337319,0.49,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-02,FR0013326246,0.97,archive
Fugro N.V.,Susquehanna International Securities Limited,2020-10-02,NL0000352565,0.89,archive
Fugro N.V.,Voleon Capital Management LP,2020-10-02,NL0000352565,2.07,archive
Koninklijke BAM Groep N.V.,Voleon Capital Management LP,2020-10-02,NL0000337319,0.59,archive
Fugro N.V.,"WorldQuant, LLC",2020-10-02,NL0000352565,1.73,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2020-10-01,NL0000360618,1.69,archive
STMicroelectronics N.V.,BNP Paribas S.A.,2020-10-01,NL0000226223,0.0,archive
Unibail-Rodamco-Westfield SE,Gladstone Capital Management LLP,2020-10-01,FR0013326246,0.94,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-10-01,NL0011279492,0.8,archive
Fugro N.V.,Marshall Wace LLP,2020-10-01,NL0000352565,1.13,archive
Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2020-10-01,FR0013326246,0.86,archive
Fugro N.V.,"WorldQuant, LLC",2020-10-01,NL0000352565,1.85,archive
Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-09-30,FR0013326246,5.63,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-09-30,NL0000337319,0.51,archive
Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",2020-09-30,NL0000337319,1.64,archive
Flow Traders Ltd.,Marshall Wace LLP,2020-09-30,NL0011279492,0.74,archive
Fugro N.V.,"WorldQuant, LLC",2020-09-30,NL0000352565,1.97,archive
Koninklijke BAM Groep N.V.,HBK Investments LP,2020-09-29,NL0000337319,0.63,archive
Unibail-Rodamco-Westfield SE,Oceanwood Capital Management LLP,2020-09-29,FR0013326246,0.43,archive
