position_holder,net_short_position,position_date,isin,issuer_name,source
"D. E. Shaw & Co., L.P.",0.52,2018-02-02,NL0000289213,Wereldhave N.V.,archive
Marshall Wace LLP,0.52,2018-02-02,NL0010558797,OCI N.V.,archive
Marshall Wace LLP,1.24,2018-02-02,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,1.46,2018-02-02,NL0000289213,Wereldhave N.V.,archive
Millennium International Management LP,0.63,2018-02-02,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.49,2018-02-02,NL0009432491,Koninklijke Vopak N.V.,archive
"WorldQuant, LLC",0.7,2018-02-02,NL0009739416,PostNL N.V.,archive
"AQR Capital Management, LLC",0.89,2018-02-01,NL0000009082,Koninklijke KPN N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.0,2018-02-01,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.6,2018-02-01,NL0011540547,ABN AMRO Bank NV,archive
AHL Partners LLP,0.79,2018-01-31,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",1.62,2018-01-31,BE0003818359,Galapagos NV,archive
BlackRock Investment Management (UK) Limited,0.79,2018-01-31,NL0011872650,Basic-Fit N.V.,archive
BlackRock Investment Management (UK) Limited,0.49,2018-01-31,NL0009432491,Koninklijke Vopak N.V.,archive
"Bridgewater Associates, LP",0.52,2018-01-31,NL0011821202,ING Groep N.V.,archive
"Bridgewater Associates, LP",0.52,2018-01-31,NL0000009538,Koninklijke Philips N.V.,archive
CQS (UK) LLP,0.66,2018-01-31,LU0569974404,Aperam S.A.,archive
Marshall Wace LLP,1.11,2018-01-31,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.12,2018-01-31,NL0010391025,Pharming Group N.V.,archive
Oxford Asset Management,0.58,2018-01-31,BE0003818359,Galapagos NV,archive
"WorldQuant, LLC",0.5,2018-01-31,NL0010558797,OCI N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.66,2018-01-30,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.49,2018-01-30,NL0010558797,OCI N.V.,archive
Marshall Wace LLP,1.03,2018-01-30,NL0010391025,Pharming Group N.V.,archive
Millennium International Management LP,0.71,2018-01-30,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.49,2018-01-30,NL0000289213,Wereldhave N.V.,archive
AHL Partners LLP,0.79,2018-01-29,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,0.77,2018-01-29,NL0000337319,Koninklijke BAM Groep N.V.,archive
AXA Investment Managers Chorus Limited,0.48,2018-01-29,NL0000352565,Fugro N.V.,archive
CapeView Capital LLP,0.46,2018-01-29,NL0009432491,Koninklijke Vopak N.V.,archive
HBK Investments LP,1.03,2018-01-29,NL0000352565,Fugro N.V.,archive
Jupiter Investment Management Limited,0.59,2018-01-29,NL0009432491,Koninklijke Vopak N.V.,archive
Marshall Wace LLP,1.14,2018-01-29,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.96,2018-01-29,NL0010391025,Pharming Group N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",1.93,2018-01-29,NL0011279492,Flow Traders Ltd.,archive
Susquehanna International Holdings LLC,0.44,2018-01-29,NL0009269109,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",0.7,2018-01-29,BE0003818359,Galapagos NV,archive
"WorldQuant, LLC",0.63,2018-01-29,NL0009739416,PostNL N.V.,archive
BNP Paribas S.A.,0.42,2018-01-26,NL0000339760,BE Semiconductor Industries N.V.,archive
CapeView Capital LLP,0.5,2018-01-26,NL0009432491,Koninklijke Vopak N.V.,archive
HBK Investments LP,1.19,2018-01-26,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.7,2018-01-26,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,1.08,2018-01-26,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.55,2018-01-26,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.57,2018-01-26,NL0009739416,PostNL N.V.,archive
AHL Partners LLP,0.88,2018-01-25,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",1.5,2018-01-25,BE0003818359,Galapagos NV,archive
B&G Master Fund Plc,0.5,2018-01-25,NL0000303709,AEGON Ltd.,archive
HBK Investments LP,1.2,2018-01-25,NL0000352565,Fugro N.V.,archive
Jupiter Investment Management Limited,0.6,2018-01-25,NL0009432491,Koninklijke Vopak N.V.,archive
Marshall Wace LLP,1.28,2018-01-25,NL0011279492,Flow Traders Ltd.,archive
Renaissance Technologies LLC,0.79,2018-01-25,NL0011660485,Sif Holding N.V.,archive
"WorldQuant, LLC",0.6,2018-01-25,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,0.87,2018-01-24,NL0000337319,Koninklijke BAM Groep N.V.,archive
AXA Investment Managers Chorus Limited,0.59,2018-01-24,NL0000352565,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,0.5,2018-01-24,NL0009432491,Koninklijke Vopak N.V.,archive
HBK Investments LP,1.19,2018-01-24,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.51,2018-01-24,NL0011540547,ABN AMRO Bank NV,archive
Marshall Wace LLP,0.81,2018-01-24,NL0010391025,Pharming Group N.V.,archive
"PDT Partners, LLC",0.5,2018-01-24,NL0010391025,Pharming Group N.V.,archive
"WorldQuant, LLC",0.7,2018-01-24,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",1.88,2018-01-24,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.89,2018-01-23,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.41,2018-01-23,BE0003818359,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.99,2018-01-23,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.09,2018-01-23,NL0000352565,Fugro N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.39,2018-01-23,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.69,2018-01-23,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,1.13,2018-01-23,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.77,2018-01-23,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.87,2018-01-23,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.83,2018-01-23,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.34,2018-01-22,BE0003818359,Galapagos NV,archive
BlackRock Investment Management (UK) Limited,0.49,2018-01-22,NL0009432491,Koninklijke Vopak N.V.,archive
GSA Capital Partners LLP,1.2,2018-01-22,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.62,2018-01-22,NL0010391025,Pharming Group N.V.,archive
"WorldQuant, LLC",0.92,2018-01-22,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",1.98,2018-01-22,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.99,2018-01-19,NL0000352565,Fugro N.V.,archive
AKO Capital LLP,1.0,2018-01-19,NL0006237562,ARCADIS N.V.,archive
"AQR Capital Management, LLC",1.26,2018-01-19,BE0003818359,Galapagos NV,archive
AXA Investment Managers Chorus Limited,0.69,2018-01-19,NL0000352565,Fugro N.V.,archive
Citadel Advisors II LLC,0.49,2018-01-19,NL0011279492,Flow Traders Ltd.,archive
Highbridge Capital Management LLC,0.61,2018-01-19,NL0000339760,BE Semiconductor Industries N.V.,archive
Citadel Advisors II LLC,0.5,2018-01-18,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.28,2018-01-18,NL0000352565,Fugro N.V.,archive
Oxford Asset Management,0.49,2018-01-18,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,0.99,2018-01-17,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",1.88,2018-01-17,NL0000360618,SBM Offshore N.V.,archive
AXA Investment Managers Chorus Limited,0.78,2018-01-17,NL0000352565,Fugro N.V.,archive
Linden Advisors LP,0.63,2018-01-17,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.6,2018-01-17,NL0009432491,Koninklijke Vopak N.V.,archive
Oxford Asset Management,0.5,2018-01-17,NL0000352565,Fugro N.V.,archive
AHL Partners LLP,1.01,2018-01-16,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",1.9,2018-01-16,NL0000360618,SBM Offshore N.V.,archive
Argonaut Capital Partners,0.48,2018-01-16,NL0011279492,Flow Traders Ltd.,archive
BlueCrest Capital Management Limited,0.65,2018-01-16,NL0000352565,Fugro N.V.,archive
BNP Paribas S.A.,0.56,2018-01-16,NL0000339760,BE Semiconductor Industries N.V.,archive
GSA Capital Partners LLP,1.0,2018-01-16,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.31,2018-01-16,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.78,2018-01-16,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,0.95,2018-01-16,NL0000289213,Wereldhave N.V.,archive
Myriad Opportunities Master Fund Limited,0.62,2018-01-16,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",0.62,2018-01-16,BE0003818359,Galapagos NV,archive
GSA Capital Partners LLP,0.99,2018-01-15,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,1.03,2018-01-15,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.88,2018-01-15,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",2.07,2018-01-15,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,1.01,2018-01-12,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.1,2018-01-12,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",1.89,2018-01-12,NL0000360618,SBM Offshore N.V.,archive
AXA Investment Managers Chorus Limited,0.88,2018-01-12,NL0000352565,Fugro N.V.,archive
BlueCrest Capital Management Limited,0.59,2018-01-12,NL0000352565,Fugro N.V.,archive
GSA Capital Partners LLP,1.0,2018-01-12,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.29,2018-01-12,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.45,2018-01-12,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.51,2018-01-12,NL0010558797,OCI N.V.,archive
Oxford Asset Management,0.6,2018-01-12,BE0003818359,Galapagos NV,archive
RAM Active Investments SA,0.78,2018-01-12,NL0000337319,Koninklijke BAM Groep N.V.,archive
Toscafund Asset Management LLP,0.57,2018-01-12,NL0000289213,Wereldhave N.V.,archive
"WorldQuant, LLC",0.51,2018-01-12,BE0003818359,Galapagos NV,archive
"WorldQuant, LLC",0.5,2018-01-12,NL0009432491,Koninklijke Vopak N.V.,archive
Accent Aigu B.V.,0.0,2018-01-11,NL0000345627,Ease2pay N.V.,archive
Balyasny Asset Management LP,0.5,2018-01-11,NL0011279492,Flow Traders Ltd.,archive
BlueCrest Capital Management Limited,0.6,2018-01-11,NL0000352565,Fugro N.V.,archive
CQS (UK) LLP,0.52,2018-01-11,LU0569974404,Aperam S.A.,archive
Market Wizards B.V.,0.0,2018-01-11,NL0000345627,Ease2pay N.V.,archive
Marshall Wace LLP,0.53,2018-01-11,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",2.16,2018-01-11,NL0000337319,Koninklijke BAM Groep N.V.,archive
Accent Aigu B.V.,0.95,2018-01-10,NL0000345627,Ease2pay N.V.,archive
All Options International B.V.,0.43,2018-01-10,NL0000345627,Ease2pay N.V.,archive
Market Wizards B.V.,1.04,2018-01-10,NL0000345627,Ease2pay N.V.,archive
Marshall Wace LLP,1.3,2018-01-10,NL0011279492,Flow Traders Ltd.,archive
Pelham Global Financials Master Fund Ltd.,0.62,2018-01-10,NL0011279492,Flow Traders Ltd.,archive
Sculptor Capital Management Europe Limited,1.44,2018-01-10,NL0000352565,Fugro N.V.,archive
Tower House Partners LLP,0.51,2018-01-10,NL0011821392,Signify N.V.,archive
AHL Partners LLP,0.91,2018-01-09,NL0000337319,Koninklijke BAM Groep N.V.,archive
All Options International B.V.,0.77,2018-01-09,NL0000345627,Ease2pay N.V.,archive
AXA Investment Managers Chorus Limited,0.98,2018-01-09,NL0000352565,Fugro N.V.,archive
BlueCrest Capital Management Limited,0.57,2018-01-09,NL0000352565,Fugro N.V.,archive
BNP Paribas S.A.,0.48,2018-01-09,NL0000339760,BE Semiconductor Industries N.V.,archive
Citadel Advisors II LLC,0.46,2018-01-09,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.38,2018-01-09,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.82,2018-01-09,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,1.28,2018-01-09,NL0011279492,Flow Traders Ltd.,archive
AHL Partners LLP,0.9,2018-01-08,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.0,2018-01-08,BE0003818359,Galapagos NV,archive
Citadel Advisors II LLC,0.53,2018-01-08,NL0011279492,Flow Traders Ltd.,archive
CQS (UK) LLP,1.17,2018-01-08,NL0000339760,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.49,2018-01-08,NL0010558797,OCI N.V.,archive
"WorldQuant, LLC",2.27,2018-01-08,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.89,2018-01-05,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",1.08,2018-01-05,NL0010558797,OCI N.V.,archive
CQS (UK) LLP,1.22,2018-01-05,NL0000339760,BE Semiconductor Industries N.V.,archive
"Davidson Kempner European Partners, LLP",0.61,2018-01-05,NL0000337319,Koninklijke BAM Groep N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.49,2018-01-05,NL0011660485,Sif Holding N.V.,archive
Marshall Wace LLP,0.61,2018-01-05,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,1.26,2018-01-05,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.57,2018-01-05,NL0009432491,Koninklijke Vopak N.V.,archive
Marshall Wace LLP,1.19,2018-01-05,NL0000289213,Wereldhave N.V.,archive
"PDT Partners, LLC",0.47,2018-01-05,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.98,2018-01-04,BE0003818359,Galapagos NV,archive
"AQR Capital Management, LLC",0.93,2018-01-04,BE0003818359,Galapagos NV,archive
Aravt Global,0.47,2018-01-04,NL0011821392,Signify N.V.,archive
GSA Capital Partners LLP,0.98,2018-01-04,NL0011279492,Flow Traders Ltd.,archive
RAM Active Investments SA,0.68,2018-01-04,NL0000337319,Koninklijke BAM Groep N.V.,archive
TT International,0.5,2018-01-04,NL0011821392,Signify N.V.,archive
"WorldQuant, LLC",2.33,2018-01-04,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.49,2018-01-04,NL0009432491,Koninklijke Vopak N.V.,archive
AHL Partners LLP,0.81,2018-01-03,NL0000337319,Koninklijke BAM Groep N.V.,archive
AXA Investment Managers Chorus Limited,1.08,2018-01-03,NL0000352565,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,0.59,2018-01-03,NL0009432491,Koninklijke Vopak N.V.,archive
Jupiter Investment Management Limited,0.38,2018-01-03,BE0003818359,Galapagos NV,archive
Marshall Wace LLP,0.57,2018-01-03,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,1.15,2018-01-03,NL0000337319,Koninklijke BAM Groep N.V.,archive
Oxford Asset Management,0.5,2018-01-03,BE0003818359,Galapagos NV,archive
"WorldQuant, LLC",0.5,2018-01-03,NL0000289213,Wereldhave N.V.,archive
Marshall Wace LLP,0.66,2018-01-02,NL0000352565,Fugro N.V.,archive
Susquehanna International Holdings LLC,0.52,2018-01-02,NL0009269109,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",0.98,2018-01-02,NL0000352565,Fugro N.V.,archive
"AQR Capital Management, LLC",0.8,2017-12-29,BE0003818359,Galapagos NV,archive
"Connor, Clark & Lunn Investment Management Ltd.",1.0,2017-12-29,NL0011279492,Flow Traders Ltd.,archive
Marshall Wace LLP,0.79,2017-12-29,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,0.78,2017-12-29,NL0000352565,Fugro N.V.,archive
Susquehanna International Holdings LLC,0.49,2017-12-29,NL0009269109,Koninklijke Heijmans N.V.,archive
"WorldQuant, LLC",2.2,2017-12-29,NL0000337319,Koninklijke BAM Groep N.V.,archive
BlackRock Investment Management (UK) Limited,0.48,2017-12-28,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.04,2017-12-28,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.51,2017-12-28,NL0010558797,OCI N.V.,archive
"WorldQuant, LLC",2.15,2017-12-28,NL0000337319,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,0.99,2017-12-27,NL0000352565,Fugro N.V.,archive
Arrowgrass Capital Partners LLP,0.6,2017-12-27,NL0000352565,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,0.5,2017-12-27,NL0000337319,Koninklijke BAM Groep N.V.,archive
Canada Pension Plan Investment Board,1.0,2017-12-27,NL0000337319,Koninklijke BAM Groep N.V.,archive
Citadel Advisors II LLC,0.49,2017-12-27,NL0000337319,Koninklijke BAM Groep N.V.,archive
HBK Investments LP,1.59,2017-12-27,NL0000352565,Fugro N.V.,archive
"PDT Partners, LLC",0.52,2017-12-27,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.5,2017-12-27,NL0009432491,Koninklijke Vopak N.V.,archive
"WorldQuant, LLC",0.48,2017-12-27,NL0009739416,PostNL N.V.,archive
BNP Paribas S.A.,0.8,2017-12-25,NL0000009082,Koninklijke KPN N.V.,archive
Citadel Advisors II LLC,0.58,2017-12-22,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.5,2017-12-22,NL0009739416,PostNL N.V.,archive
"AQR Capital Management, LLC",0.71,2017-12-21,BE0003818359,Galapagos NV,archive
BlackRock Investment Management (UK) Limited,0.49,2017-12-21,NL0000337319,Koninklijke BAM Groep N.V.,archive
Canada Pension Plan Investment Board,0.91,2017-12-21,NL0000337319,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.81,2017-12-21,NL0000352565,Fugro N.V.,archive
Oxford Asset Management,0.43,2017-12-21,NL0000352565,Fugro N.V.,archive
"PDT Partners, LLC",0.49,2017-12-21,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2.02,2017-12-21,NL0000337319,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",0.6,2017-12-20,BE0003818359,Galapagos NV,archive
BNP Paribas S.A.,0.53,2017-12-20,NL0000352565,Fugro N.V.,archive
Canada Pension Plan Investment Board,0.84,2017-12-20,NL0000337319,Koninklijke BAM Groep N.V.,archive
Capital Fund Management S.A.,0.59,2017-12-20,NL0000289213,Wereldhave N.V.,archive
Highbridge Capital Management LLC,0.57,2017-12-20,NL0000339760,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.93,2017-12-20,NL0000337319,Koninklijke BAM Groep N.V.,archive
AKO Capital LLP,0.9,2017-12-19,NL0006237562,ARCADIS N.V.,archive
"AQR Capital Management, LLC",0.52,2017-12-19,BE0003818359,Galapagos NV,archive
"BlackRock Institutional Trust Company, National Association",0.49,2017-12-19,NL0000360618,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.52,2017-12-19,NL0000339760,BE Semiconductor Industries N.V.,archive
Citadel Advisors II LLC,0.68,2017-12-19,NL0000337319,Koninklijke BAM Groep N.V.,archive
GSA Capital Partners LLP,1.01,2017-12-19,NL0011279492,Flow Traders Ltd.,archive
HBK Investments LP,1.69,2017-12-19,NL0000352565,Fugro N.V.,archive
Highbridge Capital Management LLC,0.47,2017-12-19,NL0000339760,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.87,2017-12-19,NL0000337319,Koninklijke BAM Groep N.V.,archive
Oxford Asset Management,0.59,2017-12-19,NL0000352565,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,0.89,2017-12-18,NL0011872650,Basic-Fit N.V.,archive
Marshall Wace LLP,0.76,2017-12-18,NL0000352565,Fugro N.V.,archive
Marshall Wace LLP,0.6,2017-12-18,NL0009432491,Koninklijke Vopak N.V.,archive
Marshall Wace LLP,0.44,2017-12-18,NL0010558797,OCI N.V.,archive
Marshall Wace LLP,1.29,2017-12-18,NL0000289213,Wereldhave N.V.,archive
Sculptor Capital Management Europe Limited,1.39,2017-12-18,NL0000352565,Fugro N.V.,archive
"WorldQuant, LLC",1.9,2017-12-18,NL0000337319,Koninklijke BAM Groep N.V.,archive
Highbridge Capital Management LLC,0.5,2017-12-15,NL0000339760,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,0.55,2017-12-15,BE0003818359,Galapagos NV,archive
Scopia Capital Management LP,2.05,2017-12-15,NL0011821392,Signify N.V.,archive
"WorldQuant, LLC",1.83,2017-12-15,NL0000337319,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",1.19,2017-12-14,NL0010558797,OCI N.V.,archive
CQS (UK) LLP,1.19,2017-12-14,NL0000339760,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.82,2017-12-14,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,0.71,2017-12-14,NL0000337319,Koninklijke BAM Groep N.V.,archive
RAM Active Investments SA,0.56,2017-12-14,NL0000337319,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",1.2,2017-12-13,NL0010558797,OCI N.V.,archive
"AQR Capital Management, LLC",1.99,2017-12-13,NL0000360618,SBM Offshore N.V.,archive
"Arrowstreet Capital, Limited Partnership",0.46,2017-12-13,NL0000352565,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,2017-12-13,NL0000360618,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.79,2017-12-13,NL0000009082,Koninklijke KPN N.V.,archive
CQS (UK) LLP,0.48,2017-12-13,LU0569974404,Aperam S.A.,archive
CQS (UK) LLP,1.38,2017-12-13,NL0000339760,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,0.61,2017-12-13,NL0000352565,Fugro N.V.,archive
Millennium International Management LP,0.6,2017-12-13,NL0000289213,Wereldhave N.V.,archive
"PDT Partners, LLC",0.58,2017-12-13,NL0000337319,Koninklijke BAM Groep N.V.,archive
Pelham Global Financials Master Fund Ltd.,0.5,2017-12-13,NL0011279492,Flow Traders Ltd.,archive
Scopia Capital Management LP,1.91,2017-12-13,NL0011821392,Signify N.V.,archive
"WorldQuant, LLC",1.74,2017-12-13,NL0000337319,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",0.48,2017-12-13,NL0009739416,PostNL N.V.,archive
AHL Partners LLP,1.01,2017-12-12,BE0003818359,Galapagos NV,archive
AKO Capital LLP,0.8,2017-12-12,NL0006237562,ARCADIS N.V.,archive
AXA Investment Managers Chorus Limited,0.48,2017-12-12,NL0009739416,PostNL N.V.,archive
