position_holder,issuer_name,net_short_position,position_date,isin,source
"WorldQuant, LLC",Fugro N.V.,0.53,2019-02-22,NL0000352565,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.67,2019-02-21,NL0000888691,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.69,2019-02-21,BE0003818359,archive
"AQR Capital Management, LLC",OCI N.V.,0.8,2019-02-21,NL0010558797,archive
AXA Investment Managers Chorus Limited,PostNL N.V.,0.58,2019-02-21,NL0009739416,archive
Canada Pension Plan Investment Board,Pharming Group N.V.,0.77,2019-02-21,NL0010391025,archive
Capital Fund Management S.A.,PostNL N.V.,1.11,2019-02-21,NL0009739416,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.9,2019-02-21,NL0000289213,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.3,2019-02-21,NL0000337319,archive
"Great Point Partners, LLC",Pharming Group N.V.,0.8,2019-02-21,NL0010391025,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.68,2019-02-21,NL0012866412,archive
Marshall Wace LLP,Signify N.V.,1.19,2019-02-21,NL0011821392,archive
Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.8,2019-02-21,NL0000888691,archive
Voleon Capital Management LP,Fugro N.V.,0.82,2019-02-21,NL0000352565,archive
"WorldQuant, LLC",ASM International N.V.,0.52,2019-02-21,NL0000334118,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.7,2019-02-20,BE0003818359,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.47,2019-02-20,NL0006237562,archive
Canada Pension Plan Investment Board,Pharming Group N.V.,0.91,2019-02-20,NL0010391025,archive
Citadel Europe LLP,Fugro N.V.,2.7,2019-02-20,NL0000352565,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.48,2019-02-20,NL0000337319,archive
HBK Investments LP,Fugro N.V.,1.56,2019-02-20,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,Koninklijke BAM Groep N.V.,0.57,2019-02-20,NL0000337319,archive
Linden Advisors LP,Koninklijke BAM Groep N.V.,0.35,2019-02-20,NL0000337319,archive
Marshall Wace LLP,Fugro N.V.,0.98,2019-02-20,NL0000352565,archive
Millennium International Management LP,AMG Critical Materials N.V.,1.1,2019-02-20,NL0000888691,archive
Numeric Investors LLC,Fugro N.V.,0.78,2019-02-20,NL0000352565,archive
Polar Capital LLP,ARCADIS N.V.,0.81,2019-02-20,NL0006237562,archive
SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.11,2019-02-20,NL0000337319,archive
Systematica Investments Limited,Fugro N.V.,1.2,2019-02-20,NL0000352565,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.44,2019-02-20,NL0012866412,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.53,2019-02-20,NL0000337319,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.59,2019-02-19,NL0006237562,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.77,2019-02-19,NL0012866412,archive
Marshall Wace LLP,PostNL N.V.,2.11,2019-02-19,NL0009739416,archive
"PDT Partners, LLC",AMG Critical Materials N.V.,0.51,2019-02-19,NL0000888691,archive
SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.21,2019-02-19,NL0000337319,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.56,2019-02-19,NL0012866412,archive
"WorldQuant, LLC",PostNL N.V.,0.45,2019-02-19,NL0009739416,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.6,2019-02-18,NL0006237562,archive
Millennium International Management LP,Wereldhave N.V.,1.09,2019-02-18,NL0000289213,archive
SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.41,2019-02-18,NL0000337319,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.73,2019-02-15,NL0006237562,archive
Citadel Advisors LLC,Fugro N.V.,0.9,2019-02-15,NL0000352565,archive
Citadel Europe LLP,Fugro N.V.,2.61,2019-02-15,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,1.09,2019-02-15,NL0000352565,archive
Marshall Wace LLP,Wereldhave N.V.,1.6,2019-02-15,NL0000289213,archive
Numeric Investors LLC,Fugro N.V.,0.81,2019-02-15,NL0000352565,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.57,2019-02-15,NL0000352565,archive
"WorldQuant, LLC",PostNL N.V.,0.55,2019-02-15,NL0009739416,archive
AKO Capital LLP,ARCADIS N.V.,0.3,2019-02-14,NL0006237562,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.89,2019-02-14,NL0006237562,archive
Boldhaven Management LLP,Koninklijke BAM Groep N.V.,0.49,2019-02-14,NL0000337319,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.77,2019-02-14,NL0012866412,archive
Engadine Partners LLP,ARCADIS N.V.,0.91,2019-02-14,NL0006237562,archive
Marshall Wace LLP,Signify N.V.,1.28,2019-02-14,NL0011821392,archive
Pelham Capital Ltd.,ARCADIS N.V.,1.56,2019-02-14,NL0006237562,archive
Polar Capital LLP,ARCADIS N.V.,0.7,2019-02-14,NL0006237562,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.46,2019-02-13,LU0569974404,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.8,2019-02-13,NL0012866412,archive
HBK Investments LP,Fugro N.V.,1.67,2019-02-13,NL0000352565,archive
Jupiter Investment Management Limited,Fugro N.V.,0.47,2019-02-13,NL0000352565,archive
Marshall Wace LLP,Flow Traders Ltd.,0.73,2019-02-13,NL0011279492,archive
Marshall Wace LLP,Signify N.V.,1.3,2019-02-13,NL0011821392,archive
Systematica Investments Limited,Fugro N.V.,1.1,2019-02-13,NL0000352565,archive
Citadel Europe LLP,Fugro N.V.,2.56,2019-02-12,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.79,2019-02-12,NL0012866412,archive
Marshall Wace LLP,Fugro N.V.,1.15,2019-02-12,NL0000352565,archive
Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.72,2019-02-12,NL0000888691,archive
Millennium International Management LP,AMG Critical Materials N.V.,1.01,2019-02-12,NL0000888691,archive
"WorldQuant, LLC",PostNL N.V.,0.68,2019-02-12,NL0009739416,archive
AKO Capital LLP,ARCADIS N.V.,0.85,2019-02-11,NL0006237562,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.8,2019-02-11,NL0000289213,archive
Lansdowne Partners (UK) LLP,Signify N.V.,0.54,2019-02-11,NL0011821392,archive
Marshall Wace Asia Limited,ARCADIS N.V.,1.3,2019-02-11,NL0006237562,archive
Marshall Wace LLP,Flow Traders Ltd.,0.63,2019-02-11,NL0011279492,archive
Marshall Wace LLP,Wereldhave N.V.,1.53,2019-02-11,NL0000289213,archive
Millennium International Management LP,Wereldhave N.V.,1.12,2019-02-11,NL0000289213,archive
ShadowFall Fund Limited,ARCADIS N.V.,0.5,2019-02-11,NL0006237562,archive
Wellington Management Company LLP,Wereldhave N.V.,0.76,2019-02-11,NL0000289213,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.88,2019-02-09,NL0012866412,archive
Jupiter Investment Management Limited,Fugro N.V.,0.57,2019-02-09,NL0000352565,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.57,2019-02-08,LU0569974404,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.92,2019-02-08,NL0000289213,archive
Marshall Wace LLP,Flow Traders Ltd.,0.54,2019-02-08,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,1.25,2019-02-08,NL0000352565,archive
Systematica Investments Limited,Fugro N.V.,1.01,2019-02-08,NL0000352565,archive
TT International,ARCADIS N.V.,0.49,2019-02-08,NL0006237562,archive
Wellington Management Company LLP,Wereldhave N.V.,0.67,2019-02-08,NL0000289213,archive
Capital Fund Management S.A.,Fugro N.V.,1.29,2019-02-07,NL0000352565,archive
Citadel Europe LLP,Fugro N.V.,2.64,2019-02-07,NL0000352565,archive
HBK Investments LP,Fugro N.V.,1.74,2019-02-07,NL0000352565,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.94,2019-02-07,NL0000888691,archive
TT International,ARCADIS N.V.,0.5,2019-02-07,NL0006237562,archive
"WorldQuant, LLC",PostNL N.V.,0.79,2019-02-07,NL0009739416,archive
"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.61,2019-02-06,NL0010391025,archive
Jupiter Investment Management Limited,Fugro N.V.,0.66,2019-02-06,NL0000352565,archive
Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.64,2019-02-06,NL0000888691,archive
Numeric Investors LLC,Fugro N.V.,0.7,2019-02-06,NL0000352565,archive
Abaco Asset Management LLP,Flow Traders Ltd.,0.49,2019-02-05,NL0011279492,archive
AHL Partners LLP,PostNL N.V.,1.03,2019-02-05,NL0009739416,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.28,2019-02-05,NL0009432491,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.4,2019-02-05,NL0000360618,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.69,2019-02-05,LU0569974404,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.97,2019-02-05,NL0012866412,archive
Marshall Wace LLP,Fugro N.V.,1.39,2019-02-05,NL0000352565,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.89,2019-02-05,NL0000888691,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.6,2019-02-05,NL0012866412,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.79,2019-02-04,NL0000888691,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.3,2019-02-04,NL0009432491,archive
Balyasny Asset Management LP,Wereldhave N.V.,0.44,2019-02-04,NL0000289213,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.89,2019-02-04,NL0012866412,archive
GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,0.61,2019-02-04,NL0000289213,archive
Marshall Wace LLP,Signify N.V.,1.25,2019-02-04,NL0011821392,archive
Systematica Investments Limited,Fugro N.V.,0.9,2019-02-04,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,0.71,2019-02-04,NL0000352565,archive
Citadel Europe LLP,Fugro N.V.,2.51,2019-02-01,NL0000352565,archive
GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,Wereldhave N.V.,0.57,2019-02-01,NL0000289213,archive
Marshall Wace Asia Limited,ARCADIS N.V.,1.28,2019-02-01,NL0006237562,archive
Marshall Wace LLP,Fugro N.V.,1.48,2019-02-01,NL0000352565,archive
Marshall Wace LLP,PostNL N.V.,2.08,2019-02-01,NL0009739416,archive
Marshall Wace LLP,Wereldhave N.V.,1.61,2019-02-01,NL0000289213,archive
SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.51,2019-02-01,NL0000337319,archive
"WorldQuant, LLC",Wereldhave N.V.,0.48,2019-02-01,NL0000289213,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.88,2019-01-31,NL0000888691,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.29,2019-01-31,NL0009432491,archive
Balyasny Asset Management LP,Wereldhave N.V.,0.56,2019-01-31,NL0000289213,archive
Citadel Advisors LLC,Fugro N.V.,0.8,2019-01-31,NL0000352565,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.64,2019-01-31,NL0000289213,archive
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.81,2019-01-31,NL0000352565,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,2.05,2019-01-31,NL0012866412,archive
Jupiter Investment Management Limited,Fugro N.V.,0.78,2019-01-31,NL0000352565,archive
SFM UK Management LLP,Koninklijke BAM Groep N.V.,1.45,2019-01-31,NL0000337319,archive
AHL Partners LLP,PostNL N.V.,0.91,2019-01-30,NL0009739416,archive
Balyasny Asset Management LP,Wereldhave N.V.,0.71,2019-01-30,NL0000289213,archive
Capital Fund Management S.A.,PostNL N.V.,1.0,2019-01-30,NL0009739416,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.55,2019-01-30,NL0000289213,archive
HBK Investments LP,Fugro N.V.,1.68,2019-01-30,NL0000352565,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.92,2019-01-30,NL0012866412,archive
Marshall Wace LLP,PostNL N.V.,2.1,2019-01-30,NL0009739416,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.78,2019-01-29,LU0569974404,archive
"BlueMountain Capital Management, LLC",AMG Critical Materials N.V.,0.49,2019-01-29,NL0000888691,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.6,2019-01-29,NL0000289213,archive
Jupiter Investment Management Limited,Fugro N.V.,0.86,2019-01-29,NL0000352565,archive
Lansdowne Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,0.78,2019-01-29,NL0011794037,archive
Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.7,2019-01-29,NL0009269109,archive
"WorldQuant, LLC",PostNL N.V.,0.82,2019-01-29,NL0009739416,archive
"WorldQuant, LLC",Wereldhave N.V.,0.56,2019-01-29,NL0000289213,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.99,2019-01-28,NL0012866412,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.58,2019-01-28,NL0000289213,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.9,2019-01-28,NL0011279492,archive
Lansdowne Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,0.8,2019-01-28,NL0011794037,archive
Marshall Wace LLP,Fugro N.V.,1.59,2019-01-28,NL0000352565,archive
Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.51,2019-01-28,NL0000888691,archive
"PDT Partners, LLC",PostNL N.V.,0.5,2019-01-28,NL0009739416,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.57,2019-01-28,NL0012866412,archive
Systematica Investments Limited,Fugro N.V.,0.81,2019-01-28,NL0000352565,archive
Capital Fund Management S.A.,Fugro N.V.,1.38,2019-01-25,NL0000352565,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.67,2019-01-25,NL0000289213,archive
Engadine Partners LLP,Signify N.V.,0.64,2019-01-25,NL0011821392,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.88,2019-01-25,NL0012866412,archive
Marshall Wace LLP,Signify N.V.,1.39,2019-01-25,NL0011821392,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.93,2019-01-25,NL0000888691,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.46,2019-01-25,NL0012866412,archive
TT International,ARCADIS N.V.,0.64,2019-01-25,NL0006237562,archive
TT International,Pharming Group N.V.,0.48,2019-01-25,NL0010391025,archive
AHL Partners LLP,PostNL N.V.,0.8,2019-01-24,NL0009739416,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.31,2019-01-24,NL0000360618,archive
"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.51,2019-01-24,NL0010391025,archive
HBK Investments LP,Fugro N.V.,1.79,2019-01-24,NL0000352565,archive
Jupiter Investment Management Limited,Fugro N.V.,0.99,2019-01-24,NL0000352565,archive
Marshall Wace LLP,PostNL N.V.,2.09,2019-01-24,NL0009739416,archive
TT International,Pharming Group N.V.,0.69,2019-01-24,NL0010391025,archive
Voleon Capital Management LP,Fugro N.V.,0.68,2019-01-24,NL0000352565,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.59,2019-01-24,NL0012866412,archive
HBK Investments LP,Fugro N.V.,1.8,2019-01-23,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,1.67,2019-01-23,NL0000352565,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.6,2019-01-23,NL0012866412,archive
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.79,2019-01-22,NL0000352565,archive
Jupiter Investment Management Limited,Fugro N.V.,1.09,2019-01-22,NL0000352565,archive
Jupiter Investment Management Limited,PostNL N.V.,0.79,2019-01-22,NL0009739416,archive
TT International,ARCADIS N.V.,0.7,2019-01-22,NL0006237562,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.59,2019-01-22,NL0012866412,archive
Marshall Wace LLP,Wereldhave N.V.,1.59,2019-01-21,NL0000289213,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.82,2019-01-21,NL0000888691,archive
Systematica Investments Limited,Fugro N.V.,0.71,2019-01-21,NL0000352565,archive
Capital Fund Management S.A.,PostNL N.V.,0.9,2019-01-18,NL0009739416,archive
Jupiter Investment Management Limited,Fugro N.V.,1.15,2019-01-18,NL0000352565,archive
Marshall Wace LLP,PostNL N.V.,2.17,2019-01-18,NL0009739416,archive
Millennium International Management LP,Wereldhave N.V.,1.09,2019-01-18,NL0000289213,archive
Numeric Investors LLC,Fugro N.V.,0.6,2019-01-18,NL0000352565,archive
TT International,IMCD N.V.,0.48,2019-01-18,NL0010801007,archive
Jupiter Investment Management Limited,Fugro N.V.,1.23,2019-01-17,NL0000352565,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.8,2019-01-17,NL0011279492,archive
Marshall Wace LLP,PostNL N.V.,2.28,2019-01-17,NL0009739416,archive
"AQR Capital Management, LLC",OCI N.V.,0.79,2019-01-16,NL0010558797,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.28,2019-01-16,NL0000360618,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.74,2019-01-16,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,1.79,2019-01-16,NL0000352565,archive
Millennium International Management LP,Wereldhave N.V.,1.1,2019-01-16,NL0000289213,archive
Systematica Investments Limited,Fugro N.V.,0.62,2019-01-16,NL0000352565,archive
Jupiter Investment Management Limited,BE Semiconductor Industries N.V.,1.99,2019-01-15,NL0012866412,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.68,2019-01-15,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,1.85,2019-01-15,NL0000352565,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.72,2019-01-15,NL0000888691,archive
Millennium International Management LP,Wereldhave N.V.,1.09,2019-01-15,NL0000289213,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.69,2019-01-15,NL0012866412,archive
"WorldQuant, LLC",PostNL N.V.,0.73,2019-01-15,NL0009739416,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.89,2019-01-14,LU0569974404,archive
Capital Fund Management S.A.,Fugro N.V.,1.49,2019-01-14,NL0000352565,archive
Citadel Advisors II LLC,BE Semiconductor Industries N.V.,0.49,2019-01-14,NL0012866412,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.77,2019-01-14,NL0000289213,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.58,2019-01-14,NL0011279492,archive
Marshall Wace LLP,Fugro N.V.,1.95,2019-01-14,NL0000352565,archive
Marshall Wace LLP,Wereldhave N.V.,1.61,2019-01-14,NL0000289213,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.66,2019-01-14,NL0000888691,archive
Abaco Asset Management LLP,Flow Traders Ltd.,0.58,2019-01-11,NL0011279492,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.69,2019-01-11,BE0003818359,archive
Citadel Europe LLP,Fugro N.V.,2.41,2019-01-11,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,1.09,2019-01-11,NL0012866412,archive
Engadine Partners LLP,ARCADIS N.V.,0.73,2019-01-11,NL0006237562,archive
HBK Investments LP,Fugro N.V.,1.7,2019-01-11,NL0000352565,archive
Jupiter Investment Management Limited,Fugro N.V.,1.37,2019-01-11,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,2.02,2019-01-11,NL0000352565,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.53,2019-01-11,NL0000888691,archive
"PDT Partners, LLC",Pharming Group N.V.,0.68,2019-01-11,NL0010391025,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.42,2019-01-11,NL0000352565,archive
TT International,ARCADIS N.V.,0.8,2019-01-11,NL0006237562,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.7,2019-01-10,BE0003818359,archive
"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.92,2019-01-10,NL0009739416,archive
Citadel Europe LLP,Fugro N.V.,2.34,2019-01-10,NL0000352565,archive
HBK Investments LP,Fugro N.V.,1.69,2019-01-10,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,2.14,2019-01-10,NL0000352565,archive
Systematica Investments Limited,Fugro N.V.,0.79,2019-01-10,NL0000352565,archive
Voleon Capital Management LP,Fugro N.V.,0.71,2019-01-10,NL0000352565,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.74,2019-01-10,NL0012866412,archive
"WorldQuant, LLC",PostNL N.V.,0.61,2019-01-10,NL0009739416,archive
AHL Partners LLP,PostNL N.V.,0.78,2019-01-09,NL0009739416,archive
