net_short_position,issuer_name,position_holder,isin,position_date,source
1.1,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-03-14,archive
0.79,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2019-03-14,archive
2.2,Fugro N.V.,AHL Partners LLP,NL0000352565,2019-03-13,archive
2.07,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2019-03-13,archive
1.31,Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,NL0000337319,2019-03-13,archive
0.54,AMG Critical Materials N.V.,Jupiter Investment Management Limited,NL0000888691,2019-03-13,archive
1.32,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-03-13,archive
0.61,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-03-13,archive
1.59,Fugro N.V.,HBK Investments LP,NL0000352565,2019-03-12,archive
1.2,AMG Critical Materials N.V.,"Hound Partners, LLC",NL0000888691,2019-03-12,archive
1.25,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-03-12,archive
1.82,Wereldhave N.V.,Marshall Wace LLP,NL0000289213,2019-03-12,archive
0.56,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-03-12,archive
1.62,Fugro N.V.,HBK Investments LP,NL0000352565,2019-03-11,archive
1.12,AMG Critical Materials N.V.,"Hound Partners, LLC",NL0000888691,2019-03-11,archive
1.09,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-03-11,archive
0.71,Wereldhave N.V.,Toscafund Asset Management LLP,NL0000289213,2019-03-11,archive
2.14,Fugro N.V.,AHL Partners LLP,NL0000352565,2019-03-08,archive
0.48,PostNL N.V.,"BlackRock Institutional Trust Company, National Association",NL0009739416,2019-03-08,archive
1.21,PostNL N.V.,Capital Fund Management S.A.,NL0009739416,2019-03-08,archive
1.72,Fugro N.V.,HBK Investments LP,NL0000352565,2019-03-08,archive
0.94,AMG Critical Materials N.V.,"Hound Partners, LLC",NL0000888691,2019-03-08,archive
1.13,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-03-08,archive
2.31,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-03-08,archive
0.57,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-03-08,archive
2.04,Fugro N.V.,AHL Partners LLP,NL0000352565,2019-03-07,archive
2.18,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2019-03-07,archive
0.71,AMG Critical Materials N.V.,"Hound Partners, LLC",NL0000888691,2019-03-07,archive
1.03,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-03-07,archive
0.64,AMG Critical Materials N.V.,Millennium Capital Partners LLP,NL0000888691,2019-03-07,archive
0.67,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,2019-03-07,archive
0.75,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-03-07,archive
0.8,Fugro N.V.,Voleon Capital Management LP,NL0000352565,2019-03-07,archive
1.31,PostNL N.V.,AHL Partners LLP,NL0009739416,2019-03-06,archive
0.54,PostNL N.V.,"BlackRock Institutional Trust Company, National Association",NL0009739416,2019-03-06,archive
1.6,Fugro N.V.,HBK Investments LP,NL0000352565,2019-03-06,archive
0.54,AMG Critical Materials N.V.,"Hound Partners, LLC",NL0000888691,2019-03-06,archive
0.44,PostNL N.V.,Jupiter Investment Management Limited,NL0009739416,2019-03-06,archive
2.22,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-03-06,archive
0.93,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-03-05,archive
2.78,AMG Critical Materials N.V.,"Eminence Capital, LP",NL0000888691,2019-03-05,archive
0.42,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-03-05,archive
0.54,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,2019-03-05,archive
0.98,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-03-05,archive
1.06,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-03-05,archive
0.49,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-03-05,archive
1.19,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",NL0009432491,2019-03-04,archive
0.49,PostNL N.V.,AXA Investment Managers Chorus Limited,NL0009739416,2019-03-04,archive
0.61,PostNL N.V.,"BlackRock Institutional Trust Company, National Association",NL0009739416,2019-03-04,archive
2.54,AMG Critical Materials N.V.,"Eminence Capital, LP",NL0000888691,2019-03-04,archive
1.31,Pharming Group N.V.,"Great Point Partners, LLC",NL0010391025,2019-03-04,archive
1.58,Fugro N.V.,HBK Investments LP,NL0000352565,2019-03-04,archive
0.58,PostNL N.V.,Jupiter Investment Management Limited,NL0009739416,2019-03-04,archive
1.17,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-03-04,archive
0.51,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-03-04,archive
1.08,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-03-04,archive
0.79,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2019-03-01,archive
1.4,Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,NL0000337319,2019-03-01,archive
1.02,Pharming Group N.V.,"Great Point Partners, LLC",NL0010391025,2019-03-01,archive
0.65,PostNL N.V.,Jupiter Investment Management Limited,NL0009739416,2019-03-01,archive
2.11,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-03-01,archive
1.19,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-03-01,archive
1.7,Wereldhave N.V.,Marshall Wace LLP,NL0000289213,2019-03-01,archive
0.84,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2019-03-01,archive
1.29,PostNL N.V.,AHL Partners LLP,NL0009739416,2019-02-28,archive
2.29,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2019-02-28,archive
0.76,PostNL N.V.,"BlackRock Institutional Trust Company, National Association",NL0009739416,2019-02-28,archive
0.98,Pharming Group N.V.,"Great Point Partners, LLC",NL0010391025,2019-02-28,archive
1.61,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-28,archive
0.99,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-28,archive
0.73,AMG Critical Materials N.V.,Millennium Capital Partners LLP,NL0000888691,2019-02-28,archive
1.27,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-28,archive
0.76,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2019-02-28,archive
1.31,PostNL N.V.,AHL Partners LLP,NL0009739416,2019-02-27,archive
0.38,Pharming Group N.V.,Canada Pension Plan Investment Board,NL0010391025,2019-02-27,archive
1.57,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-27,archive
1.21,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-02-27,archive
0.67,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2019-02-27,archive
0.86,PostNL N.V.,"BlackRock Institutional Trust Company, National Association",NL0009739416,2019-02-26,archive
0.55,Pharming Group N.V.,Canada Pension Plan Investment Board,NL0010391025,2019-02-26,archive
1.6,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-26,archive
0.79,Fugro N.V.,Voleon Capital Management LP,NL0000352565,2019-02-26,archive
0.81,Koninklijke Heijmans N.V.,Voleon Capital Management LP,NL0009269109,2019-02-26,archive
1.59,AMG Critical Materials N.V.,AHL Partners LLP,NL0000888691,2019-02-25,archive
1.2,PostNL N.V.,AHL Partners LLP,NL0009739416,2019-02-25,archive
0.8,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2019-02-25,archive
1.76,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-25,archive
1.05,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-25,archive
2.23,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-02-25,archive
0.69,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-02-25,archive
1.17,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-02-25,archive
0.44,ASM International N.V.,"WorldQuant, LLC",NL0000334118,2019-02-25,archive
0.45,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",NL0000337319,2019-02-25,archive
1.7,Galapagos NV,"AQR Capital Management, LLC",BE0003818359,2019-02-22,archive
2.37,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2019-02-22,archive
0.69,Pharming Group N.V.,Canada Pension Plan Investment Board,NL0010391025,2019-02-22,archive
1.01,Fugro N.V.,Citadel Advisors LLC,NL0000352565,2019-02-22,archive
2.84,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-22,archive
0.89,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-02-22,archive
1.03,ARCADIS N.V.,Engadine Partners LLP,NL0006237562,2019-02-22,archive
0.53,Wereldhave N.V.,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,NL0000289213,2019-02-22,archive
0.46,Koninklijke BAM Groep N.V.,JPMorgan Asset Management (UK) Ltd.,NL0000337319,2019-02-22,archive
1.3,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-22,archive
0.99,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2019-02-22,archive
0.51,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-02-22,archive
0.53,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2019-02-22,archive
1.67,AMG Critical Materials N.V.,AHL Partners LLP,NL0000888691,2019-02-21,archive
1.69,Galapagos NV,"AQR Capital Management, LLC",BE0003818359,2019-02-21,archive
0.8,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2019-02-21,archive
0.58,PostNL N.V.,AXA Investment Managers Chorus Limited,NL0009739416,2019-02-21,archive
0.77,Pharming Group N.V.,Canada Pension Plan Investment Board,NL0010391025,2019-02-21,archive
1.11,PostNL N.V.,Capital Fund Management S.A.,NL0009739416,2019-02-21,archive
0.9,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-02-21,archive
1.3,Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,NL0000337319,2019-02-21,archive
0.8,Pharming Group N.V.,"Great Point Partners, LLC",NL0010391025,2019-02-21,archive
1.68,BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,NL0012866412,2019-02-21,archive
1.19,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-02-21,archive
0.8,AMG Critical Materials N.V.,Millennium Capital Partners LLP,NL0000888691,2019-02-21,archive
0.82,Fugro N.V.,Voleon Capital Management LP,NL0000352565,2019-02-21,archive
0.52,ASM International N.V.,"WorldQuant, LLC",NL0000334118,2019-02-21,archive
1.7,Galapagos NV,"AQR Capital Management, LLC",BE0003818359,2019-02-20,archive
0.47,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2019-02-20,archive
0.91,Pharming Group N.V.,Canada Pension Plan Investment Board,NL0010391025,2019-02-20,archive
2.7,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-20,archive
1.48,Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,NL0000337319,2019-02-20,archive
1.56,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-20,archive
0.57,Koninklijke BAM Groep N.V.,JPMorgan Asset Management (UK) Ltd.,NL0000337319,2019-02-20,archive
0.35,Koninklijke BAM Groep N.V.,Linden Advisors LP,NL0000337319,2019-02-20,archive
0.98,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-20,archive
1.1,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-20,archive
0.78,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-02-20,archive
0.81,ARCADIS N.V.,Polar Capital LLP,NL0006237562,2019-02-20,archive
1.11,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-02-20,archive
1.2,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-02-20,archive
0.44,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-02-20,archive
0.53,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",NL0000337319,2019-02-20,archive
0.59,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2019-02-19,archive
1.77,BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,NL0012866412,2019-02-19,archive
2.11,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-02-19,archive
0.51,AMG Critical Materials N.V.,"PDT Partners, LLC",NL0000888691,2019-02-19,archive
1.21,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-02-19,archive
0.56,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-02-19,archive
0.45,PostNL N.V.,"WorldQuant, LLC",NL0009739416,2019-02-19,archive
0.6,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2019-02-18,archive
1.09,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2019-02-18,archive
1.41,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-02-18,archive
0.73,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2019-02-15,archive
0.9,Fugro N.V.,Citadel Advisors LLC,NL0000352565,2019-02-15,archive
2.61,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-15,archive
1.09,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-15,archive
1.6,Wereldhave N.V.,Marshall Wace LLP,NL0000289213,2019-02-15,archive
0.81,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-02-15,archive
1.57,Fugro N.V.,Sculptor Capital Management Europe Limited,NL0000352565,2019-02-15,archive
0.55,PostNL N.V.,"WorldQuant, LLC",NL0009739416,2019-02-15,archive
0.3,ARCADIS N.V.,AKO Capital LLP,NL0006237562,2019-02-14,archive
0.89,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2019-02-14,archive
0.49,Koninklijke BAM Groep N.V.,Boldhaven Management LLP,NL0000337319,2019-02-14,archive
0.77,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2019-02-14,archive
0.91,ARCADIS N.V.,Engadine Partners LLP,NL0006237562,2019-02-14,archive
1.28,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-02-14,archive
1.56,ARCADIS N.V.,Pelham Capital Ltd.,NL0006237562,2019-02-14,archive
0.7,ARCADIS N.V.,Polar Capital LLP,NL0006237562,2019-02-14,archive
0.46,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",LU0569974404,2019-02-13,archive
0.8,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2019-02-13,archive
1.67,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-13,archive
0.47,Fugro N.V.,Jupiter Investment Management Limited,NL0000352565,2019-02-13,archive
0.73,Flow Traders Ltd.,Marshall Wace LLP,NL0011279492,2019-02-13,archive
1.3,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-02-13,archive
1.1,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-02-13,archive
2.56,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-12,archive
0.79,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2019-02-12,archive
1.15,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-12,archive
0.72,AMG Critical Materials N.V.,Millennium Capital Partners LLP,NL0000888691,2019-02-12,archive
1.01,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-12,archive
0.68,PostNL N.V.,"WorldQuant, LLC",NL0009739416,2019-02-12,archive
0.85,ARCADIS N.V.,AKO Capital LLP,NL0006237562,2019-02-11,archive
0.8,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-02-11,archive
0.54,Signify N.V.,Lansdowne Partners (UK) LLP,NL0011821392,2019-02-11,archive
1.3,ARCADIS N.V.,Marshall Wace Asia Limited,NL0006237562,2019-02-11,archive
0.63,Flow Traders Ltd.,Marshall Wace LLP,NL0011279492,2019-02-11,archive
1.53,Wereldhave N.V.,Marshall Wace LLP,NL0000289213,2019-02-11,archive
1.12,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2019-02-11,archive
0.5,ARCADIS N.V.,ShadowFall Fund Limited,NL0006237562,2019-02-11,archive
0.76,Wereldhave N.V.,Wellington Management Company LLP,NL0000289213,2019-02-11,archive
1.88,BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,NL0012866412,2019-02-09,archive
0.57,Fugro N.V.,Jupiter Investment Management Limited,NL0000352565,2019-02-09,archive
0.57,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",LU0569974404,2019-02-08,archive
0.92,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-02-08,archive
0.54,Flow Traders Ltd.,Marshall Wace LLP,NL0011279492,2019-02-08,archive
1.25,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-08,archive
1.01,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-02-08,archive
0.49,ARCADIS N.V.,TT International,NL0006237562,2019-02-08,archive
0.67,Wereldhave N.V.,Wellington Management Company LLP,NL0000289213,2019-02-08,archive
1.29,Fugro N.V.,Capital Fund Management S.A.,NL0000352565,2019-02-07,archive
2.64,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-07,archive
1.74,Fugro N.V.,HBK Investments LP,NL0000352565,2019-02-07,archive
0.94,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-07,archive
0.5,ARCADIS N.V.,TT International,NL0006237562,2019-02-07,archive
0.79,PostNL N.V.,"WorldQuant, LLC",NL0009739416,2019-02-07,archive
0.61,Pharming Group N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0010391025,2019-02-06,archive
0.66,Fugro N.V.,Jupiter Investment Management Limited,NL0000352565,2019-02-06,archive
0.64,AMG Critical Materials N.V.,Millennium Capital Partners LLP,NL0000888691,2019-02-06,archive
0.7,Fugro N.V.,Numeric Investors LLC,NL0000352565,2019-02-06,archive
0.49,Flow Traders Ltd.,Abaco Asset Management LLP,NL0011279492,2019-02-05,archive
1.03,PostNL N.V.,AHL Partners LLP,NL0009739416,2019-02-05,archive
1.28,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",NL0009432491,2019-02-05,archive
2.4,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2019-02-05,archive
0.69,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",LU0569974404,2019-02-05,archive
1.97,BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,NL0012866412,2019-02-05,archive
1.39,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-05,archive
0.89,AMG Critical Materials N.V.,Millennium International Management LP,NL0000888691,2019-02-05,archive
0.6,BE Semiconductor Industries N.V.,"WorldQuant, LLC",NL0012866412,2019-02-05,archive
1.79,AMG Critical Materials N.V.,AHL Partners LLP,NL0000888691,2019-02-04,archive
1.3,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",NL0009432491,2019-02-04,archive
0.44,Wereldhave N.V.,Balyasny Asset Management LP,NL0000289213,2019-02-04,archive
0.89,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2019-02-04,archive
0.61,Wereldhave N.V.,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,NL0000289213,2019-02-04,archive
1.25,Signify N.V.,Marshall Wace LLP,NL0011821392,2019-02-04,archive
0.9,Fugro N.V.,Systematica Investments Limited,NL0000352565,2019-02-04,archive
0.71,Fugro N.V.,Voleon Capital Management LP,NL0000352565,2019-02-04,archive
2.51,Fugro N.V.,Citadel Europe LLP,NL0000352565,2019-02-01,archive
0.57,Wereldhave N.V.,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,NL0000289213,2019-02-01,archive
1.28,ARCADIS N.V.,Marshall Wace Asia Limited,NL0006237562,2019-02-01,archive
1.48,Fugro N.V.,Marshall Wace LLP,NL0000352565,2019-02-01,archive
2.08,PostNL N.V.,Marshall Wace LLP,NL0009739416,2019-02-01,archive
1.61,Wereldhave N.V.,Marshall Wace LLP,NL0000289213,2019-02-01,archive
1.51,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-02-01,archive
0.48,Wereldhave N.V.,"WorldQuant, LLC",NL0000289213,2019-02-01,archive
1.88,AMG Critical Materials N.V.,AHL Partners LLP,NL0000888691,2019-01-31,archive
1.29,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",NL0009432491,2019-01-31,archive
0.56,Wereldhave N.V.,Balyasny Asset Management LP,NL0000289213,2019-01-31,archive
0.8,Fugro N.V.,Citadel Advisors LLC,NL0000352565,2019-01-31,archive
0.64,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",NL0000289213,2019-01-31,archive
1.81,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2019-01-31,archive
2.05,BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,NL0012866412,2019-01-31,archive
0.78,Fugro N.V.,Jupiter Investment Management Limited,NL0000352565,2019-01-31,archive
1.45,Koninklijke BAM Groep N.V.,SFM UK Management LLP,NL0000337319,2019-01-31,archive
