position_holder,position_date,issuer_name,net_short_position,isin,source
"PDT Partners, LLC",2024-05-23,Alfen N.V.,1.07,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-23,Alfen N.V.,2.03,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-23,OCI N.V.,0.59,NL0010558797,archive
Voleon Capital Management LP,2024-05-23,Alfen N.V.,0.89,NL0012817175,archive
Balyasny Asset Management (UK) LLP,2024-05-22,Fugro N.V.,0.89,NL00150003E1,archive
Franklin Templeton Investment Management Limited,2024-05-22,Basic-Fit N.V.,0.53,NL0011872650,archive
Marshall Wace LLP,2024-05-22,Wolters Kluwer N.V.,0.59,NL0000395903,archive
Millennium International Management LP,2024-05-22,Alfen N.V.,1.01,NL0012817175,archive
Millennium International Management LP,2024-05-22,Pharming Group N.V.,1.33,NL0010391025,archive
Millennium International Management LP,2024-05-22,Vivoryon Therapeutics N.V.,1.17,NL00150002Q7,archive
"BlackRock Advisors, LLC",2024-05-21,Alfen N.V.,0.71,NL0012817175,archive
Citadel Advisors LLC,2024-05-21,Alfen N.V.,0.92,NL0012817175,archive
JPMorgan Asset Management (UK) Ltd.,2024-05-21,Alfen N.V.,0.9,NL0012817175,archive
Marshall Wace LLP,2024-05-21,Alfen N.V.,0.72,NL0012817175,archive
Millennium International Management LP,2024-05-21,Alfen N.V.,0.87,NL0012817175,archive
Millennium International Management LP,2024-05-21,Flow Traders Ltd.,0.46,NL0011279492,archive
"PDT Partners, LLC",2024-05-21,Alfen N.V.,1.15,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-21,Alfen N.V.,2.23,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-21,Flow Traders Ltd.,1.01,BMG3602E1084,archive
Qube Research & Technologies Ltd.,2024-05-21,OCI N.V.,0.6,NL0010558797,archive
Voleon Capital Management LP,2024-05-21,Alfen N.V.,0.95,NL0012817175,archive
Wellington Management International Ltd.,2024-05-21,Alfen N.V.,0.48,NL0012817175,archive
Balyasny Asset Management (UK) LLP,2024-05-20,SBM Offshore N.V.,0.55,NL0000360618,archive
"BlackRock Advisors, LLC",2024-05-20,AMG Critical Materials N.V.,0.62,NL0000888691,archive
Citadel Advisors LLC,2024-05-20,Pharming Group N.V.,0.88,NL0010391025,archive
Millennium International Management LP,2024-05-20,Alfen N.V.,0.73,NL0012817175,archive
"WorldQuant, LLC",2024-05-20,TomTom N.V.,0.69,NL0013332471,archive
Citadel Advisors LLC,2024-05-17,Alfen N.V.,0.51,NL0012817175,archive
Millennium International Management LP,2024-05-17,Alfen N.V.,0.86,NL0012817175,archive
Millennium International Management LP,2024-05-17,Flow Traders Ltd.,0.73,NL0011279492,archive
"PDT Partners, LLC",2024-05-17,Alfen N.V.,1.09,NL0012817175,archive
"AQR Capital Management, LLC",2024-05-16,DSM-Firmenich AG,0.49,CH1216478797,archive
"BlackRock Advisors, LLC",2024-05-16,Alfen N.V.,0.61,NL0012817175,archive
Citadel Advisors LLC,2024-05-16,Basic-Fit N.V.,0.47,NL0011872650,archive
JPMorgan Asset Management (UK) Ltd.,2024-05-16,Aperam S.A.,0.67,LU0569974404,archive
"WorldQuant, LLC",2024-05-16,TomTom N.V.,0.71,NL0013332471,archive
Millennium International Management LP,2024-05-15,Flow Traders Ltd.,0.62,NL0011279492,archive
Millennium International Management LP,2024-05-15,Pharming Group N.V.,1.23,NL0010391025,archive
Millennium International Management LP,2024-05-15,Vivoryon Therapeutics N.V.,1.29,NL00150002Q7,archive
Qube Research & Technologies Ltd.,2024-05-15,Alfen N.V.,1.56,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-15,Flow Traders Ltd.,0.99,BMG3602E1084,archive
Qube Research & Technologies Ltd.,2024-05-15,OCI N.V.,0.59,NL0010558797,archive
Voleon Capital Management LP,2024-05-15,Alfen N.V.,0.8,NL0012817175,archive
"WorldQuant, LLC",2024-05-15,AMG Critical Materials N.V.,0.51,NL0000888691,archive
"BlackRock Advisors, LLC",2024-05-14,Alfen N.V.,0.53,NL0012817175,archive
"BlackRock Advisors, LLC",2024-05-14,AMG Critical Materials N.V.,0.52,NL0000888691,archive
Capital Fund Management S.A.,2024-05-14,Flow Traders Ltd.,0.48,BMG3602E1084,archive
Marshall Wace LLP,2024-05-14,PostNL N.V.,1.49,NL0009739416,archive
Millennium International Management LP,2024-05-14,Alfen N.V.,0.74,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-14,Alfen N.V.,1.43,NL0012817175,archive
Wellington Management International Ltd.,2024-05-14,Basic-Fit N.V.,0.47,NL0011872650,archive
"AQR Capital Management, LLC",2024-05-13,IMCD N.V.,0.61,NL0010801007,archive
Marshall Wace LLP,2024-05-13,Alfen N.V.,0.61,NL0012817175,archive
Marshall Wace LLP,2024-05-13,ArcelorMittal S.A.,0.9,LU1598757687,archive
Marshall Wace LLP,2024-05-13,Flow Traders Ltd.,0.46,BMG3602E1084,archive
Millennium International Management LP,2024-05-13,Vivoryon Therapeutics N.V.,1.35,NL00150002Q7,archive
Voleon Capital Management LP,2024-05-13,Alfen N.V.,0.79,NL0012817175,archive
Citadel Advisors LLC,2024-05-10,Pharming Group N.V.,0.99,NL0010391025,archive
Marshall Wace LLP,2024-05-10,AMG Critical Materials N.V.,1.61,NL0000888691,archive
Millennium International Management LP,2024-05-10,Alfen N.V.,0.88,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-10,Alfen N.V.,1.27,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-10,Flow Traders Ltd.,1.09,BMG3602E1084,archive
Citadel Advisors LLC,2024-05-09,Koninklijke Philips N.V.,0.45,NL0000009538,archive
Citadel Advisors LLC,2024-05-09,Pharming Group N.V.,1.01,NL0010391025,archive
Marshall Wace LLP,2024-05-09,Flow Traders Ltd.,0.56,BMG3602E1084,archive
Marshall Wace LLP,2024-05-09,PostNL N.V.,1.51,NL0009739416,archive
Qube Research & Technologies Ltd.,2024-05-09,Basic-Fit N.V.,0.49,NL0011872650,archive
Qube Research & Technologies Ltd.,2024-05-09,Ebusco Holding N.V.,0.49,NL0015000CZ2,archive
Voleon Capital Management LP,2024-05-09,Alfen N.V.,0.89,NL0012817175,archive
"WorldQuant, LLC",2024-05-09,TomTom N.V.,0.6,NL0013332471,archive
Citadel Advisors LLC,2024-05-08,Pharming Group N.V.,0.95,NL0010391025,archive
Marshall Wace LLP,2024-05-08,ASR Nederland N.V.,0.68,NL0011872643,archive
Marshall Wace LLP,2024-05-08,NEPI Rockcastle N.V.,0.47,NL0015000RT3,archive
Marshall Wace LLP,2024-05-08,TomTom N.V.,1.1,NL0013332471,archive
Millennium International Management LP,2024-05-08,Pharming Group N.V.,1.11,NL0010391025,archive
Qube Research & Technologies Ltd.,2024-05-08,Alfen N.V.,1.3,NL0012817175,archive
Citadel Advisors LLC,2024-05-07,Basic-Fit N.V.,0.58,NL0011872650,archive
Citadel Advisors LLC,2024-05-07,Pharming Group N.V.,0.85,NL0010391025,archive
JPMorgan Asset Management (UK) Ltd.,2024-05-07,PostNL N.V.,0.37,NL0009739416,archive
Marshall Wace LLP,2024-05-07,Flow Traders Ltd.,0.64,BMG3602E1084,archive
Millennium International Management LP,2024-05-07,Alfen N.V.,0.95,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-07,OCI N.V.,0.69,NL0010558797,archive
Wellington Management International Ltd.,2024-05-07,Alfen N.V.,0.52,NL0012817175,archive
Wellington Management International Ltd.,2024-05-07,Basic-Fit N.V.,0.51,NL0011872650,archive
Citadel Advisors LLC,2024-05-06,Koninklijke Philips N.V.,0.58,NL0000009538,archive
Citadel Securities (Europe) Limited,2024-05-06,Pharming Group N.V.,0.53,NL0010391025,archive
Marshall Wace LLP,2024-05-06,Koninklijke Philips N.V.,0.57,NL0000009538,archive
Qube Research & Technologies Ltd.,2024-05-06,Alfen N.V.,1.27,NL0012817175,archive
Citadel Advisors LLC,2024-05-03,ArcelorMittal S.A.,0.49,LU1598757687,archive
Citadel Advisors LLC,2024-05-03,Pharming Group N.V.,0.99,NL0010391025,archive
Marshall Wace LLP,2024-05-03,AMG Critical Materials N.V.,1.57,NL0000888691,archive
Millennium International Management LP,2024-05-03,Alfen N.V.,1.08,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-05-03,OCI N.V.,0.7,NL0010558797,archive
Citadel Advisors LLC,2024-05-02,Alfen N.V.,0.48,NL0012817175,archive
Citadel Advisors LLC,2024-05-02,ArcelorMittal S.A.,0.5,LU1598757687,archive
Citadel Advisors LLC,2024-05-02,Basic-Fit N.V.,0.61,NL0011872650,archive
Marshall Wace LLP,2024-05-02,ArcelorMittal S.A.,0.82,LU1598757687,archive
Marshall Wace LLP,2024-05-02,Flow Traders Ltd.,0.79,BMG3602E1084,archive
Otus Capital Management Ltd.,2024-05-02,TomTom N.V.,0.66,NL0013332471,archive
"WorldQuant, LLC",2024-05-02,TomTom N.V.,0.5,NL0013332471,archive
AKO Capital LLP,2024-04-30,Signify N.V.,1.33,NL0011821392,archive
"Arrowstreet Capital, Limited Partnership",2024-04-30,OCI N.V.,0.5,NL0010558797,archive
Citadel Advisors LLC,2024-04-30,Alfen N.V.,0.55,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",2024-04-30,Alfen N.V.,0.61,NL0012817175,archive
Marshall Wace LLP,2024-04-30,Alfen N.V.,0.59,NL0012817175,archive
Marshall Wace LLP,2024-04-30,Koninklijke Philips N.V.,0.62,NL0000009538,archive
Millennium International Management LP,2024-04-30,Alfen N.V.,1.1,NL0012817175,archive
Otus Capital Management Ltd.,2024-04-30,TomTom N.V.,0.72,NL0013332471,archive
Qube Research & Technologies Ltd.,2024-04-30,Alfen N.V.,1.11,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-30,Ebusco Holding N.V.,0.59,NL0015000CZ2,archive
Qube Research & Technologies Ltd.,2024-04-30,Flow Traders Ltd.,1.19,BMG3602E1084,archive
Voleon Capital Management LP,2024-04-30,Alfen N.V.,0.93,NL0012817175,archive
BlackRock Investment Management (UK) Limited,2024-04-29,Corbion N.V.,0.81,NL0010583399,archive
Citadel Advisors LLC,2024-04-29,Alfen N.V.,0.43,NL0012817175,archive
Citadel Advisors LLC,2024-04-29,Koninklijke Philips N.V.,0.66,NL0000009538,archive
Citadel Advisors LLC,2024-04-29,Pharming Group N.V.,1.17,NL0010391025,archive
Citadel Securities (Europe) Limited,2024-04-29,Alfen N.V.,0.48,NL0012817175,archive
"D. E. Shaw & Co., L.P.",2024-04-29,AMG Critical Materials N.V.,0.77,NL0000888691,archive
Greenvale Capital LLP,2024-04-29,Koninklijke Philips N.V.,0.44,NL0000009538,archive
Ilex Capital Partners (UK) LLP,2024-04-29,Koninklijke Philips N.V.,0.37,NL0000009538,archive
Marshall Wace LLP,2024-04-29,Alfen N.V.,0.64,NL0012817175,archive
Marshall Wace LLP,2024-04-29,Flow Traders Ltd.,0.89,BMG3602E1084,archive
Marshall Wace LLP,2024-04-29,Koninklijke Philips N.V.,0.72,NL0000009538,archive
Marshall Wace LLP,2024-04-29,NEPI Rockcastle N.V.,0.59,NL0015000RT3,archive
Marshall Wace LLP,2024-04-29,TomTom N.V.,1.08,NL0013332471,archive
Millennium International Management LP,2024-04-29,Alfen N.V.,1.33,NL0012817175,archive
Otus Capital Management Ltd.,2024-04-29,TomTom N.V.,0.86,NL0013332471,archive
"PDT Partners, LLC",2024-04-29,Alfen N.V.,1.15,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-29,Alfen N.V.,0.99,NL0012817175,archive
AKO Capital LLP,2024-04-26,Signify N.V.,1.22,NL0011821392,archive
BlackRock Investment Management (UK) Limited,2024-04-26,Basic-Fit N.V.,2.7,NL0011872650,archive
BlackRock Investment Management (UK) Limited,2024-04-26,Corbion N.V.,0.61,NL0010583399,archive
Citadel Advisors LLC,2024-04-26,Alfen N.V.,0.59,NL0012817175,archive
Citadel Advisors LLC,2024-04-26,Basic-Fit N.V.,0.51,NL0011872650,archive
Citadel Securities (Europe) Limited,2024-04-26,Alfen N.V.,0.5,NL0012817175,archive
"D. E. Shaw & Co., L.P.",2024-04-26,AMG Critical Materials N.V.,0.8,NL0000888691,archive
Highbridge Capital Management LLC,2024-04-26,Pharming Group N.V.,1.14,NL0010391025,archive
Ilex Capital Partners (UK) LLP,2024-04-26,Koninklijke Philips N.V.,0.51,NL0000009538,archive
Marshall Wace LLP,2024-04-26,AMG Critical Materials N.V.,1.69,NL0000888691,archive
Millennium International Management LP,2024-04-26,Pharming Group N.V.,1.09,NL0010391025,archive
Qube Research & Technologies Ltd.,2024-04-26,Alfen N.V.,0.73,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-26,Basic-Fit N.V.,0.57,NL0011872650,archive
Qube Research & Technologies Ltd.,2024-04-26,SBM Offshore N.V.,0.48,NL0000360618,archive
Citadel Advisors LLC,2024-04-25,Alfen N.V.,0.6,NL0012817175,archive
Citadel Advisors LLC,2024-04-25,TomTom N.V.,0.49,NL0013332471,archive
Citadel Securities (Europe) Limited,2024-04-25,Alfen N.V.,0.6,NL0012817175,archive
Marshall Wace LLP,2024-04-25,Flow Traders Ltd.,0.98,BMG3602E1084,archive
Marshall Wace LLP,2024-04-25,TomTom N.V.,1.1,NL0013332471,archive
Millennium International Management LP,2024-04-25,Pharming Group N.V.,1.1,NL0010391025,archive
Otus Capital Management Ltd.,2024-04-25,TomTom N.V.,0.97,NL0013332471,archive
Qube Research & Technologies Ltd.,2024-04-25,Alfen N.V.,0.84,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-25,Flow Traders Ltd.,1.28,BMG3602E1084,archive
AKO Capital LLP,2024-04-24,Akzo Nobel N.V.,0.92,NL0013267909,archive
AKO Capital LLP,2024-04-24,Signify N.V.,1.43,NL0011821392,archive
Citadel Advisors LLC,2024-04-24,Pharming Group N.V.,1.28,NL0010391025,archive
Citadel Securities (Europe) Limited,2024-04-24,Alfen N.V.,0.59,NL0012817175,archive
GLG Partners LP,2024-04-24,BE Semiconductor Industries N.V.,0.26,NL0012866412,archive
GSA Capital Partners LLP,2024-04-24,Vivoryon Therapeutics N.V.,0.33,NL00150002Q7,archive
Marshall Wace LLP,2024-04-24,AMG Critical Materials N.V.,1.71,NL0000888691,archive
Marshall Wace LLP,2024-04-24,PostNL N.V.,1.41,NL0009739416,archive
Otus Capital Management Ltd.,2024-04-24,NX Filtration N.V.,0.48,NL0015000D50,archive
Otus Capital Management Ltd.,2024-04-24,TomTom N.V.,1.06,NL0013332471,archive
Palmerston Capital Management LLP,2024-04-24,Pharming Group N.V.,0.49,NL0010391025,archive
Qube Research & Technologies Ltd.,2024-04-24,Flow Traders Ltd.,1.13,BMG3602E1084,archive
Systematica Investments Limited,2024-04-24,Alfen N.V.,0.5,NL0012817175,archive
Viking Global Investors LP,2024-04-24,Koninklijke Philips N.V.,0.44,NL0000009538,archive
AKO Capital LLP,2024-04-23,Randstad N.V.,0.98,NL0000379121,archive
BlackRock Investment Management (UK) Limited,2024-04-23,Corbion N.V.,0.51,NL0010583399,archive
Citadel Advisors LLC,2024-04-23,Alfen N.V.,0.51,NL0012817175,archive
Citadel Advisors LLC,2024-04-23,Koninklijke Philips N.V.,1.08,NL0000009538,archive
Citadel Securities (Europe) Limited,2024-04-23,Alfen N.V.,0.6,NL0012817175,archive
Citadel Securities (Europe) Limited,2024-04-23,Pharming Group N.V.,0.6,NL0010391025,archive
"Davidson Kempner European Partners, LLP",2024-04-23,BE Semiconductor Industries N.V.,0.16,NL0012866412,archive
Highbridge Capital Management LLC,2024-04-23,Pharming Group N.V.,1.0,NL0010391025,archive
Marshall Wace LLP,2024-04-23,Flow Traders Ltd.,1.08,BMG3602E1084,archive
Marshall Wace LLP,2024-04-23,Koninklijke Philips N.V.,0.83,NL0000009538,archive
Marshall Wace LLP,2024-04-23,NEPI Rockcastle N.V.,0.65,NL0015000RT3,archive
Millennium International Management LP,2024-04-23,Pharming Group N.V.,1.09,NL0010391025,archive
Otus Capital Management Ltd.,2024-04-23,TomTom N.V.,1.21,NL0013332471,archive
Qube Research & Technologies Ltd.,2024-04-23,Alfen N.V.,0.78,NL0012817175,archive
Viking Global Investors LP,2024-04-23,Koninklijke Philips N.V.,0.54,NL0000009538,archive
Canada Pension Plan Investment Board,2024-04-22,Flow Traders Ltd.,0.57,BMG3602E1084,archive
Citadel Advisors LLC,2024-04-22,TomTom N.V.,0.53,NL0013332471,archive
Marshall Wace LLP,2024-04-22,ASR Nederland N.V.,0.79,NL0011872643,archive
Marshall Wace LLP,2024-04-22,NEPI Rockcastle N.V.,0.59,NL0015000RT3,archive
Millennium International Management LP,2024-04-22,Alfen N.V.,1.68,NL0012817175,archive
Millennium International Management LP,2024-04-22,Pharming Group N.V.,1.1,NL0010391025,archive
Citadel Advisors LLC,2024-04-19,Pharming Group N.V.,1.33,NL0010391025,archive
Citadel Securities (Europe) Limited,2024-04-19,Alfen N.V.,0.53,NL0012817175,archive
Marshall Wace LLP,2024-04-19,Alfen N.V.,0.71,NL0012817175,archive
Marshall Wace LLP,2024-04-19,Flow Traders Ltd.,1.11,BMG3602E1084,archive
Millennium International Management LP,2024-04-19,Alfen N.V.,1.75,NL0012817175,archive
Millennium International Management LP,2024-04-19,Pharming Group N.V.,1.07,NL0010391025,archive
Palmerston Capital Management LLP,2024-04-19,Pharming Group N.V.,0.5,NL0010391025,archive
Qube Research & Technologies Ltd.,2024-04-19,Alfen N.V.,0.87,NL0012817175,archive
Highbridge Capital Management LLC,2024-04-18,Pharming Group N.V.,0.94,NL0010391025,archive
Jupiter Investment Management Limited,2024-04-18,Alfen N.V.,0.49,NL0012817175,archive
Millennium International Management LP,2024-04-18,Alfen N.V.,1.8,NL0012817175,archive
Millennium International Management LP,2024-04-18,Pharming Group N.V.,1.18,NL0010391025,archive
"PDT Partners, LLC",2024-04-18,Alfen N.V.,1.01,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-18,Alfen N.V.,0.95,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-18,Flow Traders Ltd.,1.01,BMG3602E1084,archive
Qube Research & Technologies Ltd.,2024-04-18,SBM Offshore N.V.,0.5,NL0000360618,archive
TFG Asset Management UK LLP,2024-04-18,Fugro N.V.,0.62,NL0000352565,archive
Canada Pension Plan Investment Board,2024-04-17,Alfen N.V.,0.45,NL0012817175,archive
Citadel Advisors LLC,2024-04-17,Alfen N.V.,0.46,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",2024-04-17,Alfen N.V.,0.54,NL0012817175,archive
Marshall Wace LLP,2024-04-17,Alfen N.V.,0.6,NL0012817175,archive
Marshall Wace LLP,2024-04-17,ArcelorMittal S.A.,0.77,LU1598757687,archive
Marshall Wace LLP,2024-04-17,NEPI Rockcastle N.V.,0.68,NL0015000RT3,archive
Marshall Wace LLP,2024-04-17,TomTom N.V.,1.02,NL0013332471,archive
Marshall Wace LLP,2024-04-17,Wolters Kluwer N.V.,0.6,NL0000395903,archive
Millennium International Management LP,2024-04-17,Alfen N.V.,1.75,NL0012817175,archive
Millennium International Management LP,2024-04-17,Vivoryon Therapeutics N.V.,1.47,NL00150002Q7,archive
"PDT Partners, LLC",2024-04-17,Alfen N.V.,0.95,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-17,Alfen N.V.,1.01,NL0012817175,archive
Voleon Capital Management LP,2024-04-17,Alfen N.V.,0.87,NL0012817175,archive
Wellington Management International Ltd.,2024-04-17,Alfen N.V.,0.48,NL0012817175,archive
Balyasny Asset Management (UK) LLP,2024-04-16,SBM Offshore N.V.,0.16,NL0000360618,archive
Citadel Advisors LLC,2024-04-16,Alfen N.V.,0.67,NL0012817175,archive
Citadel Securities (Europe) Limited,2024-04-16,Alfen N.V.,0.44,NL0012817175,archive
Citadel Securities (Europe) Limited,2024-04-16,Pharming Group N.V.,0.5,NL0010391025,archive
"Connor, Clark & Lunn Investment Management Ltd.",2024-04-16,Alfen N.V.,0.49,NL0012817175,archive
Marshall Wace LLP,2024-04-16,AMG Critical Materials N.V.,1.68,NL0000888691,archive
Millennium International Management LP,2024-04-16,Vivoryon Therapeutics N.V.,1.35,NL00150002Q7,archive
"PDT Partners, LLC",2024-04-16,Alfen N.V.,1.0,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-16,Alfen N.V.,1.25,NL0012817175,archive
AKO Capital LLP,2024-04-15,Akzo Nobel N.V.,0.8,NL0013267909,archive
Balyasny Asset Management (UK) LLP,2024-04-15,SBM Offshore N.V.,0.53,NL0000360618,archive
Citadel Advisors LLC,2024-04-15,Alfen N.V.,0.76,NL0012817175,archive
Citadel Securities (Europe) Limited,2024-04-15,Alfen N.V.,0.57,NL0012817175,archive
Franklin Templeton Investment Management Limited,2024-04-15,TomTom N.V.,0.7,NL0013332471,archive
Marshall Wace LLP,2024-04-15,Koninklijke Philips N.V.,0.78,NL0000009538,archive
Millennium International Management LP,2024-04-15,Alfen N.V.,1.87,NL0012817175,archive
Millennium International Management LP,2024-04-15,Vivoryon Therapeutics N.V.,1.23,NL00150002Q7,archive
"PDT Partners, LLC",2024-04-15,Alfen N.V.,0.98,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-15,Alfen N.V.,1.47,NL0012817175,archive
Qube Research & Technologies Ltd.,2024-04-15,Basic-Fit N.V.,0.6,NL0011872650,archive
Citadel Advisors LLC,2024-04-12,Alfen N.V.,0.8,NL0012817175,archive
Citadel Advisors LLC,2024-04-12,Pharming Group N.V.,1.47,NL0010391025,archive
Marshall Wace LLP,2024-04-12,AMG Critical Materials N.V.,1.7,NL0000888691,archive
Marshall Wace LLP,2024-04-12,ASR Nederland N.V.,0.86,NL0011872643,archive
