net_short_position,position_holder,isin,position_date,issuer_name,source
0.69,BNP Paribas S.A.,LU0569974404,2017-03-08,Aperam S.A.,archive
0.9,Marshall Wace LLP,NL0000337319,2017-03-08,Koninklijke BAM Groep N.V.,archive
0.48,Marshall Wace LLP,NL0000360618,2017-03-08,SBM Offshore N.V.,archive
0.61,Systematica Investments Limited,NL0000387058,2017-03-08,TomTom N.V.,archive
0.89,"AQR Capital Management, LLC",NL0000009082,2017-03-07,Koninklijke KPN N.V.,archive
2.59,"AQR Capital Management, LLC",NL0000360618,2017-03-07,SBM Offshore N.V.,archive
0.49,BlackRock Investment Management (UK) Limited,NL0000289213,2017-03-07,Wereldhave N.V.,archive
0.88,Marshall Wace LLP,NL0000337319,2017-03-07,Koninklijke BAM Groep N.V.,archive
0.56,Marshall Wace LLP,NL0009739416,2017-03-07,PostNL N.V.,archive
1.31,Millennium International Management LP,NL0000289213,2017-03-07,Wereldhave N.V.,archive
0.69,Oxford Asset Management,BE0003818359,2017-03-07,Galapagos NV,archive
0.51,"WorldQuant, LLC",NL0006237562,2017-03-07,ARCADIS N.V.,archive
0.53,BlackRock Investment Management (UK) Limited,NL0000289213,2017-03-06,Wereldhave N.V.,archive
0.52,Dalton Strategic Partnership LLP,NL0006237562,2017-03-06,ARCADIS N.V.,archive
0.63,BlackRock Investment Management (UK) Limited,NL0000289213,2017-03-03,Wereldhave N.V.,archive
0.97,Marshall Wace LLP,NL0000337319,2017-03-03,Koninklijke BAM Groep N.V.,archive
0.67,Marshall Wace LLP,NL0009739416,2017-03-03,PostNL N.V.,archive
0.61,Canada Pension Plan Investment Board,NL0000337319,2017-03-02,Koninklijke BAM Groep N.V.,archive
0.8,Citadel Europe LLP,NL0000009132,2017-03-02,Akzo Nobel N.V.,archive
0.5,Jupiter Investment Management Limited,NL0000009082,2017-03-02,Koninklijke KPN N.V.,archive
0.49,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-03-02,Brunel International N.V.,archive
0.8,Marshall Wace LLP,NL0006237562,2017-03-02,ARCADIS N.V.,archive
0.76,Marshall Wace LLP,NL0009739416,2017-03-02,PostNL N.V.,archive
1.41,Marshall Wace LLP,NL0000289213,2017-03-02,Wereldhave N.V.,archive
0.61,Millennium International Management LP,BE0003818359,2017-03-02,Galapagos NV,archive
0.59,BlackRock Investment Management (UK) Limited,NL0000292324,2017-03-01,NSI N.V.,archive
0.94,Kuvari Partners LLP,NL0006237562,2017-03-01,ARCADIS N.V.,archive
1.09,Marshall Wace LLP,NL0000337319,2017-03-01,Koninklijke BAM Groep N.V.,archive
0.85,Marshall Wace LLP,NL0009739416,2017-03-01,PostNL N.V.,archive
0.5,Marshall Wace LLP,NL0000360618,2017-03-01,SBM Offshore N.V.,archive
1.39,Marshall Wace LLP,NL0000289213,2017-03-01,Wereldhave N.V.,archive
0.52,Systematica Investments Limited,NL0000387058,2017-03-01,TomTom N.V.,archive
0.28,UBS Asset Management (UK) Ltd.,NL0000352565,2017-03-01,Fugro N.V.,archive
0.79,BlackRock Investment Management (UK) Limited,NL0000289213,2017-02-28,Wereldhave N.V.,archive
0.97,Marshall Wace LLP,NL0009739416,2017-02-28,PostNL N.V.,archive
0.88,"WorldQuant, LLC",NL0000289213,2017-02-28,Wereldhave N.V.,archive
0.48,JPMorgan Asset Management (UK) Ltd.,NL0010776944,2017-02-27,Brunel International N.V.,archive
0.92,Marshall Wace LLP,NL0000337319,2017-02-27,Koninklijke BAM Groep N.V.,archive
1.03,Marshall Wace LLP,NL0009739416,2017-02-27,PostNL N.V.,archive
0.55,UBS Asset Management (UK) Ltd.,NL0000352565,2017-02-27,Fugro N.V.,archive
0.84,"AQR Capital Management, LLC",LU0323134006,2017-02-24,ArcelorMittal S.A.,archive
0.86,BlackRock Investment Management (UK) Limited,NL0000289213,2017-02-24,Wereldhave N.V.,archive
1.02,Kuvari Partners LLP,NL0006237562,2017-02-24,ARCADIS N.V.,archive
1.0,Lansdowne Partners (UK) LLP,NL0006237562,2017-02-24,ARCADIS N.V.,archive
0.85,Marshall Wace LLP,NL0000337319,2017-02-24,Koninklijke BAM Groep N.V.,archive
0.95,"WorldQuant, LLC",NL0000289213,2017-02-24,Wereldhave N.V.,archive
0.42,AHL Partners LLP,BE0003818359,2017-02-23,Galapagos NV,archive
0.48,Capital Fund Management S.A.,NL0000360618,2017-02-23,SBM Offshore N.V.,archive
0.74,Marshall Wace LLP,NL0000337319,2017-02-23,Koninklijke BAM Groep N.V.,archive
0.48,Marshall Wace LLP,NL0000360618,2017-02-23,SBM Offshore N.V.,archive
0.7,BNP Paribas S.A.,LU0569974404,2017-02-22,Aperam S.A.,archive
0.7,Marshall Wace LLP,NL0006237562,2017-02-22,ARCADIS N.V.,archive
0.98,Marshall Wace LLP,NL0009739416,2017-02-22,PostNL N.V.,archive
0.5,Marshall Wace LLP,NL0000360618,2017-02-22,SBM Offshore N.V.,archive
0.7,Oxford Asset Management,BE0003818359,2017-02-22,Galapagos NV,archive
0.57,CapeView Capital LLP,NL0006237562,2017-02-21,ARCADIS N.V.,archive
0.49,CapeView Capital LLP,NL0009432491,2017-02-21,Koninklijke Vopak N.V.,archive
0.69,GSA Capital Partners LLP,NL0009269109,2017-02-21,Koninklijke Heijmans N.V.,archive
0.69,Marshall Wace LLP,NL0006237562,2017-02-21,ARCADIS N.V.,archive
0.6,Marshall Wace LLP,NL0000337319,2017-02-21,Koninklijke BAM Groep N.V.,archive
0.0,TT International,NL0006237562,2017-02-21,ARCADIS N.V.,archive
0.63,UBS Asset Management (UK) Ltd.,NL0000352565,2017-02-21,Fugro N.V.,archive
0.5,CapeView Capital LLP,NL0009432491,2017-02-20,Koninklijke Vopak N.V.,archive
0.7,Marshall Wace LLP,NL0006237562,2017-02-20,ARCADIS N.V.,archive
0.52,AHL Partners LLP,BE0003818359,2017-02-17,Galapagos NV,archive
0.59,"AQR Capital Management, LLC",NL0010558797,2017-02-17,OCI N.V.,archive
2.68,"AQR Capital Management, LLC",NL0000360618,2017-02-17,SBM Offshore N.V.,archive
0.99,BlackRock Investment Management (UK) Limited,NL0000289213,2017-02-17,Wereldhave N.V.,archive
0.59,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-02-17,Brunel International N.V.,archive
0.0,Susquehanna International Securities Limited,NL0009269109,2017-02-17,Koninklijke Heijmans N.V.,archive
1.09,"WorldQuant, LLC",NL0000289213,2017-02-17,Wereldhave N.V.,archive
0.89,"AQR Capital Management, LLC",LU0323134006,2017-02-16,ArcelorMittal S.A.,archive
0.77,GSA Capital Partners LLP,NL0009269109,2017-02-16,Koninklijke Heijmans N.V.,archive
1.16,Kuvari Partners LLP,NL0006237562,2017-02-16,ARCADIS N.V.,archive
0.65,Marshall Wace LLP,NL0006237562,2017-02-16,ARCADIS N.V.,archive
1.2,Millennium International Management LP,NL0000289213,2017-02-16,Wereldhave N.V.,archive
0.59,Susquehanna International Securities Limited,NL0009269109,2017-02-16,Koninklijke Heijmans N.V.,archive
0.7,UBS Asset Management (UK) Ltd.,NL0000352565,2017-02-16,Fugro N.V.,archive
0.4,"WorldQuant, LLC",NL0000387058,2017-02-16,TomTom N.V.,archive
1.64,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-02-15,Aperam S.A.,archive
0.63,BNP Paribas S.A.,LU0569974404,2017-02-15,Aperam S.A.,archive
0.61,Oxford Asset Management,BE0003818359,2017-02-15,Galapagos NV,archive
0.54,"WorldQuant, LLC",NL0000387058,2017-02-15,TomTom N.V.,archive
1.11,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2017-02-14,TomTom N.V.,archive
1.08,Marshall Wace LLP,NL0009739416,2017-02-14,PostNL N.V.,archive
0.62,AHL Partners LLP,BE0003818359,2017-02-13,Galapagos NV,archive
0.48,"AQR Capital Management, LLC",NL0000303709,2017-02-13,AEGON Ltd.,archive
0.72,BNP Paribas S.A.,LU0569974404,2017-02-13,Aperam S.A.,archive
1.1,Millennium International Management LP,NL0000289213,2017-02-13,Wereldhave N.V.,archive
0.58,"PDT Partners, LLC",NL0000387058,2017-02-13,TomTom N.V.,archive
0.87,UBS Asset Management (UK) Ltd.,NL0000352565,2017-02-13,Fugro N.V.,archive
0.61,"WorldQuant, LLC",NL0000387058,2017-02-13,TomTom N.V.,archive
0.57,Canada Pension Plan Investment Board,NL0000337319,2017-02-10,Koninklijke BAM Groep N.V.,archive
0.59,Capital Fund Management S.A.,NL0000360618,2017-02-10,SBM Offshore N.V.,archive
0.7,"Davidson Kempner European Partners, LLP",NL0000337319,2017-02-10,Koninklijke BAM Groep N.V.,archive
0.88,GSA Capital Partners LLP,NL0009269109,2017-02-10,Koninklijke Heijmans N.V.,archive
0.59,Oxford Asset Management,BE0003818359,2017-02-10,Galapagos NV,archive
0.59,"WorldQuant, LLC",NL0000387058,2017-02-10,TomTom N.V.,archive
0.83,"AQR Capital Management, LLC",LU0323134006,2017-02-09,ArcelorMittal S.A.,archive
0.9,"AQR Capital Management, LLC",NL0000009082,2017-02-09,Koninklijke KPN N.V.,archive
2.71,"AQR Capital Management, LLC",NL0000360618,2017-02-09,SBM Offshore N.V.,archive
0.71,Citadel Europe LLP,NL0000009132,2017-02-09,Akzo Nobel N.V.,archive
1.48,Marshall Wace LLP,NL0000289213,2017-02-09,Wereldhave N.V.,archive
0.68,"PDT Partners, LLC",NL0000387058,2017-02-09,TomTom N.V.,archive
0.48,"BlackRock Institutional Trust Company, National Association",NL0000289213,2017-02-08,Wereldhave N.V.,archive
0.5,BlackRock Investment Management (UK) Limited,NL0010776944,2017-02-08,Brunel International N.V.,archive
0.69,Citadel Europe LLP,NL0000009132,2017-02-08,Akzo Nobel N.V.,archive
0.77,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2017-02-08,TomTom N.V.,archive
0.73,"PDT Partners, LLC",NL0000387058,2017-02-08,TomTom N.V.,archive
1.18,"WorldQuant, LLC",NL0000289213,2017-02-08,Wereldhave N.V.,archive
0.65,AHL Partners LLP,BE0003818359,2017-02-07,Galapagos NV,archive
0.88,"AQR Capital Management, LLC",LU0323134006,2017-02-07,ArcelorMittal S.A.,archive
0.5,"AQR Capital Management, LLC",NL0009432491,2017-02-07,Koninklijke Vopak N.V.,archive
1.08,BlackRock Investment Management (UK) Limited,NL0000289213,2017-02-07,Wereldhave N.V.,archive
0.61,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-02-07,Brunel International N.V.,archive
0.59,Oxford Asset Management,NL0000360618,2017-02-07,SBM Offshore N.V.,archive
1.14,Marshall Wace LLP,NL0009739416,2017-02-06,PostNL N.V.,archive
0.5,Millennium International Management LP,BE0003818359,2017-02-06,Galapagos NV,archive
1.2,"WorldQuant, LLC",NL0000289213,2017-02-06,Wereldhave N.V.,archive
1.03,Millennium International Management LP,NL0000289213,2017-02-03,Wereldhave N.V.,archive
0.6,Oxford Asset Management,NL0000360618,2017-02-03,SBM Offshore N.V.,archive
1.5,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-02-02,Aperam S.A.,archive
0.6,"AQR Capital Management, LLC",NL0010558797,2017-02-02,OCI N.V.,archive
2.61,"AQR Capital Management, LLC",NL0000360618,2017-02-02,SBM Offshore N.V.,archive
0.7,Capital Fund Management S.A.,NL0000289213,2017-02-02,Wereldhave N.V.,archive
0.55,AHL Partners LLP,BE0003818359,2017-02-01,Galapagos NV,archive
0.7,Citadel Europe LLP,NL0000009132,2017-02-01,Akzo Nobel N.V.,archive
1.52,Marshall Wace LLP,NL0000289213,2017-02-01,Wereldhave N.V.,archive
0.6,Oxford Asset Management,BE0003818359,2017-02-01,Galapagos NV,archive
0.49,"AQR Capital Management, LLC",NL0009432491,2017-01-31,Koninklijke Vopak N.V.,archive
1.19,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-31,Wereldhave N.V.,archive
0.92,Millennium International Management LP,NL0000289213,2017-01-31,Wereldhave N.V.,archive
0.59,Oxford Asset Management,BE0003818359,2017-01-31,Galapagos NV,archive
1.18,"WorldQuant, LLC",NL0000289213,2017-01-31,Wereldhave N.V.,archive
0.5,"AQR Capital Management, LLC",NL0009432491,2017-01-30,Koninklijke Vopak N.V.,archive
1.25,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-30,Wereldhave N.V.,archive
0.6,Oxford Asset Management,BE0003818359,2017-01-30,Galapagos NV,archive
1.3,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-27,Wereldhave N.V.,archive
1.41,Marshall Wace LLP,NL0000289213,2017-01-27,Wereldhave N.V.,archive
0.59,Oxford Asset Management,BE0003818359,2017-01-27,Galapagos NV,archive
1.25,"WorldQuant, LLC",NL0000289213,2017-01-27,Wereldhave N.V.,archive
1.0,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2017-01-26,Fugro N.V.,archive
0.6,Oxford Asset Management,BE0003818359,2017-01-26,Galapagos NV,archive
0.59,"AQR Capital Management, LLC",NL0010558797,2017-01-25,OCI N.V.,archive
0.59,"BlackRock Institutional Trust Company, National Association",NL0000289213,2017-01-25,Wereldhave N.V.,archive
0.9,GSA Capital Partners LLP,NL0009269109,2017-01-25,Koninklijke Heijmans N.V.,archive
1.21,Marshall Wace LLP,NL0009739416,2017-01-25,PostNL N.V.,archive
1.34,Marshall Wace LLP,NL0000289213,2017-01-25,Wereldhave N.V.,archive
0.49,GSA Capital Partners LLP,NL0011279492,2017-01-24,Flow Traders Ltd.,archive
0.86,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2017-01-24,TomTom N.V.,archive
0.93,Kuvari Partners LLP,NL0006237562,2017-01-24,ARCADIS N.V.,archive
0.9,Lansdowne Partners (UK) LLP,NL0006237562,2017-01-24,ARCADIS N.V.,archive
0.81,Millennium International Management LP,NL0000289213,2017-01-24,Wereldhave N.V.,archive
0.71,Millennium International Management LP,NL0000289213,2017-01-23,Wereldhave N.V.,archive
0.63,Citadel Europe LLP,NL0000009132,2017-01-20,Akzo Nobel N.V.,archive
0.5,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-01-19,Brunel International N.V.,archive
1.19,Marshall Wace LLP,NL0009739416,2017-01-19,PostNL N.V.,archive
1.21,Marshall Wace LLP,NL0000289213,2017-01-19,Wereldhave N.V.,archive
0.59,Oxford Asset Management,NL0000360618,2017-01-19,SBM Offshore N.V.,archive
0.36,Susquehanna International Securities Limited,NL0009269109,2017-01-19,Koninklijke Heijmans N.V.,archive
0.42,BNP Paribas S.A.,NL0000352565,2017-01-18,Fugro N.V.,archive
1.29,Marshall Wace LLP,NL0009739416,2017-01-18,PostNL N.V.,archive
0.57,Susquehanna International Securities Limited,NL0009269109,2017-01-18,Koninklijke Heijmans N.V.,archive
0.53,BNP Paribas S.A.,NL0000352565,2017-01-17,Fugro N.V.,archive
0.83,Kuvari Partners LLP,NL0006237562,2017-01-17,ARCADIS N.V.,archive
0.6,Susquehanna International Securities Limited,NL0009269109,2017-01-17,Koninklijke Heijmans N.V.,archive
0.51,Citadel Europe LLP,NL0000009132,2017-01-16,Akzo Nobel N.V.,archive
0.71,Oxford Asset Management,NL0000387058,2017-01-16,TomTom N.V.,archive
1.32,"WorldQuant, LLC",NL0000289213,2017-01-16,Wereldhave N.V.,archive
0.48,"AQR Capital Management, LLC",NL0000352565,2017-01-13,Fugro N.V.,archive
1.23,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-13,Wereldhave N.V.,archive
0.49,Citadel Advisors LLC,NL0000289213,2017-01-13,Wereldhave N.V.,archive
1.04,HBK Investments LP,NL0000352565,2017-01-13,Fugro N.V.,archive
0.59,Marshall Wace LLP,NL0006237562,2017-01-13,ARCADIS N.V.,archive
1.1,Marshall Wace LLP,NL0000289213,2017-01-13,Wereldhave N.V.,archive
0.48,Millennium International Management LP,BE0003818359,2017-01-13,Galapagos NV,archive
0.59,Oxford Asset Management,BE0003818359,2017-01-13,Galapagos NV,archive
0.54,Susquehanna International Securities Limited,NL0009269109,2017-01-13,Koninklijke Heijmans N.V.,archive
0.74,TT International,NL0006237562,2017-01-13,ARCADIS N.V.,archive
1.27,"WorldQuant, LLC",NL0000289213,2017-01-13,Wereldhave N.V.,archive
1.48,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-01-12,Aperam S.A.,archive
0.59,"AQR Capital Management, LLC",NL0000303709,2017-01-12,AEGON Ltd.,archive
0.69,BNP Paribas S.A.,LU0569974404,2017-01-12,Aperam S.A.,archive
0.54,Citadel Advisors LLC,NL0000289213,2017-01-12,Wereldhave N.V.,archive
2.84,CQS (UK) LLP,LU0569974404,2017-01-12,Aperam S.A.,archive
0.5,GSA Capital Partners LLP,NL0011279492,2017-01-12,Flow Traders Ltd.,archive
0.8,Lansdowne Partners (UK) LLP,NL0006237562,2017-01-12,ARCADIS N.V.,archive
0.49,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-01-12,Brunel International N.V.,archive
1.39,Marshall Wace LLP,NL0009739416,2017-01-12,PostNL N.V.,archive
1.02,Marshall Wace LLP,NL0000289213,2017-01-12,Wereldhave N.V.,archive
0.62,Millennium International Management LP,NL0000289213,2017-01-12,Wereldhave N.V.,archive
0.62,Susquehanna International Securities Limited,NL0009269109,2017-01-12,Koninklijke Heijmans N.V.,archive
1.76,"Angelo, Gordon & Co. L.P.",LU0569974404,2017-01-11,Aperam S.A.,archive
1.11,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-11,Wereldhave N.V.,archive
2.76,CQS (UK) LLP,LU0569974404,2017-01-11,Aperam S.A.,archive
0.5,Millennium International Management LP,BE0003818359,2017-01-11,Galapagos NV,archive
0.49,"BlackRock Institutional Trust Company, National Association",NL0000360618,2017-01-10,SBM Offshore N.V.,archive
0.68,"BlackRock Institutional Trust Company, National Association",NL0000289213,2017-01-10,Wereldhave N.V.,archive
0.68,Citadel Advisors LLC,NL0000289213,2017-01-10,Wereldhave N.V.,archive
0.5,Macquarie Funds Management Hong Kong Limited,NL0010776944,2017-01-10,Brunel International N.V.,archive
0.68,Marshall Wace LLP,NL0006237562,2017-01-10,ARCADIS N.V.,archive
0.59,Susquehanna International Securities Limited,NL0009269109,2017-01-10,Koninklijke Heijmans N.V.,archive
1.12,"WorldQuant, LLC",NL0000289213,2017-01-10,Wereldhave N.V.,archive
0.7,Kuvari Partners LLP,NL0006237562,2017-01-09,ARCADIS N.V.,archive
0.74,Marshall Wace LLP,NL0006237562,2017-01-09,ARCADIS N.V.,archive
1.49,Marshall Wace LLP,NL0009739416,2017-01-06,PostNL N.V.,archive
0.59,TT International,NL0006237562,2017-01-06,ARCADIS N.V.,archive
0.49,"Algert Global, LLC",NL0000337319,2017-01-05,Koninklijke BAM Groep N.V.,archive
1.01,BlackRock Investment Management (UK) Limited,NL0000289213,2017-01-05,Wereldhave N.V.,archive
0.69,Capital Fund Management S.A.,NL0000360618,2017-01-05,SBM Offshore N.V.,archive
0.8,GSA Capital Partners LLP,NL0009269109,2017-01-05,Koninklijke Heijmans N.V.,archive
1.61,Marshall Wace LLP,NL0009739416,2017-01-05,PostNL N.V.,archive
0.48,Millennium International Management LP,BE0003818359,2017-01-05,Galapagos NV,archive
0.79,GSA Capital Partners LLP,NL0009269109,2017-01-04,Koninklijke Heijmans N.V.,archive
0.71,Lansdowne Partners (UK) LLP,NL0006237562,2017-01-04,ARCADIS N.V.,archive
0.88,Marshall Wace LLP,NL0006237562,2017-01-04,ARCADIS N.V.,archive
1.72,Marshall Wace LLP,NL0009739416,2017-01-04,PostNL N.V.,archive
0.64,Susquehanna International Securities Limited,NL0009269109,2017-01-04,Koninklijke Heijmans N.V.,archive
0.46,BNP Paribas S.A.,NL0000352565,2017-01-03,Fugro N.V.,archive
0.63,Lansdowne Partners (UK) LLP,NL0006237562,2017-01-03,ARCADIS N.V.,archive
0.5,Marshall Wace LLP,NL0000337319,2017-01-03,Koninklijke BAM Groep N.V.,archive
1.82,Marshall Wace LLP,NL0009739416,2017-01-03,PostNL N.V.,archive
0.55,Susquehanna International Securities Limited,NL0009269109,2017-01-03,Koninklijke Heijmans N.V.,archive
0.63,Kuvari Partners LLP,NL0006237562,2017-01-02,ARCADIS N.V.,archive
0.57,Lansdowne Partners (UK) LLP,NL0006237562,2017-01-02,ARCADIS N.V.,archive
0.49,Marshall Wace LLP,NL0000337319,2017-01-02,Koninklijke BAM Groep N.V.,archive
0.42,TT International,NL0006237562,2017-01-02,ARCADIS N.V.,archive
0.8,GSA Capital Partners LLP,NL0009269109,2016-12-30,Koninklijke Heijmans N.V.,archive
0.99,Marshall Wace LLP,NL0006237562,2016-12-30,ARCADIS N.V.,archive
1.09,"WorldQuant, LLC",NL0000289213,2016-12-29,Wereldhave N.V.,archive
1.0,Marshall Wace LLP,NL0006237562,2016-12-28,ARCADIS N.V.,archive
0.5,Marshall Wace LLP,NL0000337319,2016-12-28,Koninklijke BAM Groep N.V.,archive
0.45,Marshall Wace LLP,NL0000387058,2016-12-28,TomTom N.V.,archive
0.9,Marshall Wace LLP,NL0000289213,2016-12-27,Wereldhave N.V.,archive
0.6,Oxford Asset Management,BE0003818359,2016-12-27,Galapagos NV,archive
0.69,Capital Fund Management S.A.,NL0000289213,2016-12-22,Wereldhave N.V.,archive
0.49,Marshall Wace LLP,NL0009432491,2016-12-22,Koninklijke Vopak N.V.,archive
1.9,Marshall Wace LLP,NL0009739416,2016-12-22,PostNL N.V.,archive
0.52,Marshall Wace LLP,NL0000387058,2016-12-22,TomTom N.V.,archive
0.98,UBS Asset Management (UK) Ltd.,NL0000352565,2016-12-22,Fugro N.V.,archive
0.49,GSA Capital Partners LLP,NL0011279492,2016-12-21,Flow Traders Ltd.,archive
0.84,"AQR Capital Management, LLC",LU0323134006,2016-12-20,ArcelorMittal S.A.,archive
0.54,"AQR Capital Management, LLC",NL0000352565,2016-12-20,Fugro N.V.,archive
0.9,BlackRock Investment Management (UK) Limited,NL0000289213,2016-12-20,Wereldhave N.V.,archive
0.5,BNP Paribas S.A.,NL0000352565,2016-12-20,Fugro N.V.,archive
0.78,GSA Capital Partners LLP,NL0009269109,2016-12-20,Koninklijke Heijmans N.V.,archive
0.81,Marshall Wace LLP,NL0000289213,2016-12-20,Wereldhave N.V.,archive
0.51,Millennium International Management LP,BE0003818359,2016-12-20,Galapagos NV,archive
0.8,GSA Capital Partners LLP,NL0009269109,2016-12-19,Koninklijke Heijmans N.V.,archive
