position_holder,isin,issuer_name,position_date,net_short_position,source
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-02-01,1.45,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2024-02-01,0.74,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2024-02-01,0.91,archive
Otus Capital Management Ltd.,NL0013332471,TomTom N.V.,2024-02-01,1.2,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-02-01,0.99,archive
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-01-31,0.79,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-31,0.69,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2024-01-31,1.55,archive
Millennium Capital Management (Hong Kong) Limited,NL0012047823,Avantium N.V.,2024-01-31,0.75,archive
Pentwater Capital Management LP,NL0012047823,Avantium N.V.,2024-01-31,1.28,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-31,2.0,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2024-01-31,1.03,archive
Qube Research & Technologies Ltd.,NL0009739416,PostNL N.V.,2024-01-31,0.63,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-31,0.92,archive
Canada Pension Plan Investment Board,BMG3602E1084,Flow Traders Ltd.,2024-01-30,0.6,archive
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-01-30,0.64,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2024-01-30,0.91,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-30,1.02,archive
Marshall Wace LLP,NL0012817175,Alfen N.V.,2024-01-30,0.41,archive
Marshall Wace LLP,NL0000009538,Koninklijke Philips N.V.,2024-01-30,0.73,archive
Millennium Capital Management (Hong Kong) Limited,NL0012047823,Avantium N.V.,2024-01-30,0.66,archive
Pentwater Capital Management LP,NL0012047823,Avantium N.V.,2024-01-30,0.77,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-30,0.86,archive
Walleye Capital LLC,NL0012817175,Alfen N.V.,2024-01-30,0.58,archive
AKO Capital LLP,NL0011821392,Signify N.V.,2024-01-29,1.11,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2024-01-29,0.44,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2024-01-29,0.8,archive
Marshall Wace LLP,NL0012817175,Alfen N.V.,2024-01-29,0.56,archive
Marshall Wace LLP,NL0000009538,Koninklijke Philips N.V.,2024-01-29,0.67,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2024-01-29,0.89,archive
Millennium Capital Management (Hong Kong) Limited,NL0012047823,Avantium N.V.,2024-01-29,0.57,archive
Pentwater Capital Management LP,NL0012047823,Avantium N.V.,2024-01-29,0.65,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2024-01-29,1.1,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2024-01-29,0.98,archive
AKO Capital LLP,NL0011821392,Signify N.V.,2024-01-26,0.99,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2024-01-26,0.51,archive
Capital Fund Management S.A.,BMG3602E1084,Flow Traders Ltd.,2024-01-26,0.5,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-26,0.75,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-26,0.97,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2024-01-26,0.93,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2024-01-26,1.09,archive
Qube Research & Technologies Ltd.,NL0009739416,PostNL N.V.,2024-01-26,0.52,archive
Systematica Investments Limited,NL0000360618,SBM Offshore N.V.,2024-01-26,0.5,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,Fugro N.V.,2024-01-25,0.92,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0012817175,Alfen N.V.,2024-01-25,0.51,archive
Marshall Wace LLP,BMG3602E1084,Flow Traders Ltd.,2024-01-25,0.6,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,2024-01-25,0.49,archive
Marshall Wace LLP,NL0000009538,Koninklijke Philips N.V.,2024-01-25,0.51,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2024-01-25,1.1,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-25,1.0,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-01-25,1.07,archive
Whitebox Advisors LLC,NL0012747059,CM.com N.V.,2024-01-25,0.94,archive
Balyasny Asset Management (UK) LLP,NL0000360618,SBM Offshore N.V.,2024-01-24,0.7,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2024-01-24,0.71,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-24,1.04,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2024-01-24,1.4,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2024-01-24,0.8,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-24,1.2,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,2024-01-24,0.6,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-24,0.99,archive
AKO Capital LLP,NL0000379121,Randstad N.V.,2024-01-23,0.83,archive
Highbridge Capital Management LLC,NL0012747059,CM.com N.V.,2024-01-23,0.49,archive
Millennium International Management LP,NL0009739416,PostNL N.V.,2024-01-23,0.7,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-23,1.94,archive
Whitebox Advisors LLC,NL0012747059,CM.com N.V.,2024-01-23,0.88,archive
AKO Capital LLP,NL0000379121,Randstad N.V.,2024-01-22,0.76,archive
Capital Fund Management S.A.,NL0011540547,ABN AMRO Bank NV,2024-01-22,0.52,archive
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-01-22,0.57,archive
Janus Henderson Investors UK Limited,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-22,2.23,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2024-01-22,1.31,archive
Marshall Wace LLP,BMG3602E1084,Flow Traders Ltd.,2024-01-22,0.59,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2024-01-22,1.0,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,2024-01-22,0.83,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-22,2.0,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-22,1.01,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,Fugro N.V.,2024-01-19,0.81,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2024-01-19,0.61,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-19,1.13,archive
JPMorgan Asset Management (UK) Ltd.,NL0010583399,Corbion N.V.,2024-01-19,0.48,archive
Marshall Wace LLP,NL0012817175,Alfen N.V.,2024-01-19,0.69,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2024-01-18,0.86,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-18,0.62,archive
Janus Henderson Investors UK Limited,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-18,2.1,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2024-01-18,1.2,archive
Marshall Wace LLP,NL0011821202,ING Groep N.V.,2024-01-18,0.71,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,2024-01-18,0.72,archive
Millennium International Management LP,NL0009739416,PostNL N.V.,2024-01-18,0.6,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2024-01-18,1.04,archive
Janus Henderson Investors UK Limited,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-17,2.02,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-17,0.81,archive
Adage Capital Management L.P.,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-16,0.61,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2024-01-16,0.46,archive
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-01-16,0.61,archive
Marshall Wace LLP,NL0010801007,IMCD N.V.,2024-01-16,0.5,archive
Millennium International Management LP,NL0009739416,PostNL N.V.,2024-01-16,0.52,archive
Otus Capital Management Ltd.,NL0013332471,TomTom N.V.,2024-01-16,1.1,archive
BNP Paribas S.A.,NL0000009082,Koninklijke KPN N.V.,2024-01-15,0.54,archive
Citadel Advisors Europe Limited,NL0000009082,Koninklijke KPN N.V.,2024-01-15,0.55,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2024-01-15,0.7,archive
"ExodusPoint Capital Management, LP",LU0569974404,Aperam S.A.,2024-01-15,0.5,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-15,1.1,archive
Millennium International Management LP,NL0010391025,Pharming Group N.V.,2024-01-15,0.51,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,Fugro N.V.,2024-01-12,0.71,archive
Citadel Advisors LLC,NL0010558797,OCI N.V.,2024-01-12,0.5,archive
Marshall Wace LLP,NL0012817175,Alfen N.V.,2024-01-12,0.73,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-12,1.07,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2024-01-12,1.19,archive
Marshall Wace LLP,NL0011821202,ING Groep N.V.,2024-01-11,0.63,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2024-01-11,0.99,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2024-01-11,0.7,archive
Otus Capital Management Ltd.,NL0013332471,TomTom N.V.,2024-01-11,1.03,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-11,0.7,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-10,0.58,archive
"ExodusPoint Capital Management, LP",LU0569974404,Aperam S.A.,2024-01-10,0.47,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-10,0.95,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,2024-01-10,0.5,archive
Viking Global Investors LP,NL0000009538,Koninklijke Philips N.V.,2024-01-10,0.7,archive
Adage Capital Management L.P.,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-09,0.54,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,Fugro N.V.,2024-01-09,0.63,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2024-01-09,0.62,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2024-01-09,0.5,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-09,1.01,archive
Janus Henderson Investors UK Limited,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-01-09,1.9,archive
Marshall Wace LLP,NL0012817175,Alfen N.V.,2024-01-09,0.65,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-09,1.05,archive
AKO Capital LLP,NL0011821392,Signify N.V.,2024-01-08,0.83,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-08,0.6,archive
"ExodusPoint Capital Management, LP",LU0569974404,Aperam S.A.,2024-01-08,0.5,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-01-08,1.19,archive
AKO Capital LLP,NL0011821392,Signify N.V.,2024-01-05,0.71,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,Fugro N.V.,2024-01-05,0.51,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2024-01-05,0.59,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2024-01-05,0.49,archive
"ExodusPoint Capital Management, LP",LU0569974404,Aperam S.A.,2024-01-05,0.49,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2024-01-05,1.11,archive
Millennium International Management LP,NL0012866412,BE Semiconductor Industries N.V.,2024-01-05,0.49,archive
Otus Capital Management Ltd.,NL0015000D50,NX Filtration N.V.,2024-01-05,0.71,archive
Marshall Wace LLP,NL0000009538,Koninklijke Philips N.V.,2024-01-04,0.49,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2024-01-04,0.61,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-04,2.16,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2024-01-04,0.65,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-01-04,1.2,archive
AKO Capital LLP,NL0011821392,Signify N.V.,2024-01-03,0.53,archive
BlackRock Investment Management (UK) Limited,NL0011872650,Basic-Fit N.V.,2024-01-03,2.59,archive
Capital Fund Management S.A.,NL0012817175,Alfen N.V.,2024-01-03,0.4,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2024-01-03,0.72,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-03,0.95,archive
Marshall Wace LLP,NL0011821202,ING Groep N.V.,2024-01-03,0.51,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-03,1.13,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,2024-01-03,0.48,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-03,2.26,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-01-03,1.19,archive
Capital Fund Management S.A.,NL0012817175,Alfen N.V.,2024-01-02,0.52,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2024-01-02,0.89,archive
Marshall Wace LLP,NL0013267909,Akzo Nobel N.V.,2024-01-02,0.61,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2024-01-02,1.02,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2024-01-02,2.3,archive
Qube Research & Technologies Ltd.,LU0569974404,Aperam S.A.,2024-01-02,0.49,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2024-01-02,1.21,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2023-12-29,0.5,archive
"Arrowstreet Capital, Limited Partnership",NL0010391025,Pharming Group N.V.,2023-12-29,0.46,archive
Balyasny Asset Management (UK) LLP,NL0000360618,SBM Offshore N.V.,2023-12-29,0.61,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2023-12-29,1.36,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-28,0.9,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2023-12-28,0.49,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,2023-12-28,0.51,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-28,0.81,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2023-12-27,0.58,archive
Citadel Advisors LLC,NL0013332471,TomTom N.V.,2023-12-27,0.5,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-27,0.88,archive
Greenvale Capital LLP,NL0000009538,Koninklijke Philips N.V.,2023-12-27,0.81,archive
Janus Henderson Investors UK Limited,NL00150002Q7,Vivoryon Therapeutics N.V.,2023-12-27,1.8,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-27,0.79,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2023-12-27,0.48,archive
Balyasny Asset Management (UK) LLP,NL0000360618,SBM Offshore N.V.,2023-12-22,0.5,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2023-12-22,0.6,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2023-12-22,0.5,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-21,1.07,archive
Millennium International Management LP,NL0012866412,BE Semiconductor Industries N.V.,2023-12-21,0.57,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2023-12-21,0.51,archive
Otus Capital Management Ltd.,NL0015000D50,NX Filtration N.V.,2023-12-20,0.61,archive
"Point72 Asset Management, L.P.",NL0012866412,BE Semiconductor Industries N.V.,2023-12-20,1.29,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-20,0.81,archive
"AQR Capital Management, LLC",CH1216478797,DSM-Firmenich AG,2023-12-19,0.59,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-19,0.96,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-19,1.19,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2023-12-19,0.59,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-19,0.8,archive
Qube Research & Technologies Ltd.,NL0011872643,ASR Nederland N.V.,2023-12-19,0.48,archive
Citadel Advisors LLC,NL0012817175,Alfen N.V.,2023-12-18,0.5,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-18,1.28,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2023-12-18,1.01,archive
Otus Capital Management Ltd.,NL0013332471,TomTom N.V.,2023-12-18,0.9,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-18,0.75,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2023-12-15,0.64,archive
Marshall Wace LLP,NL0000009538,Koninklijke Philips N.V.,2023-12-15,0.54,archive
Millennium Capital Management France SAS,NL0012866412,BE Semiconductor Industries N.V.,2023-12-15,0.63,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-15,0.74,archive
Millennium International Management LP,NL0012866412,BE Semiconductor Industries N.V.,2023-12-15,0.62,archive
Otus Capital Management Ltd.,NL0013332471,TomTom N.V.,2023-12-15,0.88,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2023-12-15,2.21,archive
Qube Research & Technologies Ltd.,NL0011872643,ASR Nederland N.V.,2023-12-15,0.58,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-15,0.69,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2023-12-15,0.48,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2023-12-15,1.4,archive
"AQR Capital Management, LLC",CH1216478797,DSM-Firmenich AG,2023-12-14,0.6,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-14,1.01,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-14,1.39,archive
Marshall Wace LLP,NL0010391025,Pharming Group N.V.,2023-12-14,0.66,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2023-12-14,0.93,archive
Millennium Capital Management France SAS,NL0012866412,BE Semiconductor Industries N.V.,2023-12-14,0.4,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-14,0.65,archive
Qube Research & Technologies Ltd.,NL0011872643,ASR Nederland N.V.,2023-12-14,0.67,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2023-12-14,0.51,archive
"ExodusPoint Capital Management, LP",LU0569974404,Aperam S.A.,2023-12-13,0.57,archive
"PDT Partners, LLC",NL0012817175,Alfen N.V.,2023-12-13,0.47,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2023-12-13,2.12,archive
Qube Research & Technologies Ltd.,NL0011872643,ASR Nederland N.V.,2023-12-13,0.79,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2023-12-12,0.81,archive
Millennium Capital Management France SAS,NL0012866412,BE Semiconductor Industries N.V.,2023-12-12,0.69,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-12,0.79,archive
Millennium International Management LP,NL0012866412,BE Semiconductor Industries N.V.,2023-12-12,0.57,archive
Otus Capital Management Ltd.,NL0015000D50,NX Filtration N.V.,2023-12-12,0.5,archive
Qube Research & Technologies Ltd.,NL0010558797,OCI N.V.,2023-12-12,0.5,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-11,1.1,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-11,1.56,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2023-12-11,0.78,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-11,0.91,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2023-12-11,2.05,archive
Qube Research & Technologies Ltd.,NL0011872643,ASR Nederland N.V.,2023-12-11,0.81,archive
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2023-12-11,1.3,archive
Citadel Advisors LLC,NL0000009538,Koninklijke Philips N.V.,2023-12-08,0.78,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-08,1.08,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-08,1.6,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2023-12-08,0.49,archive
Millennium International Management LP,NL0012817175,Alfen N.V.,2023-12-08,1.11,archive
Qube Research & Technologies Ltd.,NL0012817175,Alfen N.V.,2023-12-08,1.99,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2023-12-08,0.48,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2023-12-08,0.51,archive
"D. E. Shaw & Co., L.P.",NL0000888691,AMG Critical Materials N.V.,2023-12-07,1.19,archive
JPMorgan Asset Management (UK) Ltd.,NL0012817175,Alfen N.V.,2023-12-07,0.78,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2023-12-07,1.58,archive
Syquant Capital,NL0000009082,Koninklijke KPN N.V.,2023-12-07,0.5,archive
Toscafund Asset Management LLP,NL0000289213,Wereldhave N.V.,2023-12-07,0.0,archive
Citadel Advisors LLC,NL0000888691,AMG Critical Materials N.V.,2023-12-06,0.46,archive
"D. E. Shaw & Co., L.P.",NL0012817175,Alfen N.V.,2023-12-06,0.47,archive
GLG Partners LP,NL0012866412,BE Semiconductor Industries N.V.,2023-12-06,0.66,archive
