position_holder,position_date,isin,net_short_position,issuer_name,source
Citadel Europe LLP,2018-06-13,NL0000352565,0.8,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-13,NL0000352565,1.0,Fugro N.V.,archive
Millennium International Management LP,2018-06-13,NL0000888691,0.65,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2018-06-13,NL0010391025,0.81,Pharming Group N.V.,archive
Scopia Capital Management LP,2018-06-13,NL0012866412,3.1,BE Semiconductor Industries N.V.,archive
"AQR Capital Management, LLC",2018-06-12,BE0003818359,2.49,Galapagos NV,archive
"AQR Capital Management, LLC",2018-06-12,NL0009432491,2.19,Koninklijke Vopak N.V.,archive
CQS (UK) LLP,2018-06-12,NL0012866412,0.91,BE Semiconductor Industries N.V.,archive
Jupiter Investment Management Limited,2018-06-12,NL0009739416,0.7,PostNL N.V.,archive
Marshall Wace LLP,2018-06-12,NL0009739416,0.61,PostNL N.V.,archive
Marshall Wace LLP,2018-06-12,NL0000387058,0.61,TomTom N.V.,archive
Millennium International Management LP,2018-06-12,NL0000888691,0.74,AMG Critical Materials N.V.,archive
RAM Active Investments SA,2018-06-12,NL0000352565,0.47,Fugro N.V.,archive
Scopia Capital Management LP,2018-06-12,NL0012866412,2.95,BE Semiconductor Industries N.V.,archive
Systematica Investments Limited,2018-06-12,NL0009739416,0.5,PostNL N.V.,archive
Viking Global Investors LP,2018-06-12,NL0000303709,0.89,AEGON Ltd.,archive
Capital Fund Management S.A.,2018-06-11,NL0000352565,1.81,Fugro N.V.,archive
Capital Fund Management S.A.,2018-06-11,NL0010558797,0.7,OCI N.V.,archive
Marshall Wace LLP,2018-06-11,NL0006237562,1.7,ARCADIS N.V.,archive
Millennium Capital Partners LLP,2018-06-11,NL0000888691,0.49,AMG Critical Materials N.V.,archive
Scopia Capital Management LP,2018-06-11,NL0012866412,2.88,BE Semiconductor Industries N.V.,archive
AHL Partners LLP,2018-06-08,NL0000352565,1.19,Fugro N.V.,archive
"AQR Capital Management, LLC",2018-06-08,BE0003818359,2.5,Galapagos NV,archive
"AQR Capital Management, LLC",2018-06-08,NL0000360618,2.21,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,2018-06-08,NL0000352565,0.51,Fugro N.V.,archive
Jupiter Investment Management Limited,2018-06-08,NL0009739416,0.62,PostNL N.V.,archive
Linden Advisors LP,2018-06-08,NL0000337319,0.58,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-06-08,NL0000337319,1.46,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-06-08,NL0009739416,0.52,PostNL N.V.,archive
Millennium International Management LP,2018-06-08,NL0000888691,0.89,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2018-06-08,NL0010391025,0.99,Pharming Group N.V.,archive
Pictet Asset Management S.A.,2018-06-08,NL0012866412,0.54,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-06-08,NL0000337319,0.71,Koninklijke BAM Groep N.V.,archive
"AQR Capital Management, LLC",2018-06-07,BE0003818359,2.49,Galapagos NV,archive
Capital Fund Management S.A.,2018-06-07,NL0000352565,1.79,Fugro N.V.,archive
Capital Fund Management S.A.,2018-06-07,NL0010558797,0.69,OCI N.V.,archive
Citadel Advisors II LLC,2018-06-07,NL0000337319,0.86,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-06-07,NL0000352565,0.62,Fugro N.V.,archive
Marshall Wace LLP,2018-06-07,NL0000387058,0.53,TomTom N.V.,archive
Systematica Investments Limited,2018-06-07,NL0000352565,0.8,Fugro N.V.,archive
Viking Global Investors LP,2018-06-07,NL0000303709,0.99,AEGON Ltd.,archive
"WorldQuant, LLC",2018-06-07,NL0000337319,0.67,Koninklijke BAM Groep N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-06-06,NL0000387058,0.7,TomTom N.V.,archive
Capital Fund Management S.A.,2018-06-06,NL0009739416,0.8,PostNL N.V.,archive
Citadel Advisors II LLC,2018-06-06,NL0000337319,0.91,Koninklijke BAM Groep N.V.,archive
Lone Pine Capital LLC,2018-06-06,NL0011821392,1.4,Signify N.V.,archive
"PDT Partners, LLC",2018-06-06,NL0010391025,1.02,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-06-06,NL0000337319,0.57,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-06-06,NL0009739416,0.97,PostNL N.V.,archive
AHL Partners LLP,2018-06-05,BE0003818359,0.59,Galapagos NV,archive
"AQR Capital Management, LLC",2018-06-05,NL0000009082,1.2,Koninklijke KPN N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-06-05,NL0000387058,0.69,TomTom N.V.,archive
"BlueMountain Capital Management, LLC",2018-06-05,NL0009739416,0.49,PostNL N.V.,archive
Citadel Advisors II LLC,2018-06-05,NL0000337319,0.86,Koninklijke BAM Groep N.V.,archive
"D. E. Shaw & Co., L.P.",2018-06-05,NL0000289213,0.48,Wereldhave N.V.,archive
Lazard Asset Management LLC,2018-06-05,NL0000352565,0.59,Fugro N.V.,archive
Lone Pine Capital LLC,2018-06-05,NL0011821392,1.03,Signify N.V.,archive
Marshall Wace LLP,2018-06-05,NL0000352565,0.55,Fugro N.V.,archive
Odey Asset Management LLP,2018-06-05,NL0000289213,0.47,Wereldhave N.V.,archive
Omni Partners LLP,2018-06-05,FR0013326246,0.52,Unibail-Rodamco-Westfield SE,archive
"PDT Partners, LLC",2018-06-05,NL0010391025,0.99,Pharming Group N.V.,archive
"BlueMountain Capital Management, LLC",2018-06-04,NL0009739416,0.57,PostNL N.V.,archive
Citadel Advisors II LLC,2018-06-04,NL0000289213,0.58,Wereldhave N.V.,archive
Jupiter Investment Management Limited,2018-06-04,NL0009739416,0.53,PostNL N.V.,archive
Millennium International Management LP,2018-06-04,NL0000888691,0.97,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-06-04,NL0000289213,1.0,Wereldhave N.V.,archive
"WorldQuant, LLC",2018-06-04,NL0000289213,0.52,Wereldhave N.V.,archive
B&G Master Fund Plc,2018-06-01,NL0000303709,0.78,AEGON Ltd.,archive
"BlueMountain Capital Management, LLC",2018-06-01,NL0009739416,0.64,PostNL N.V.,archive
Citadel Advisors II LLC,2018-06-01,NL0000289213,0.61,Wereldhave N.V.,archive
Scopia Capital Management LP,2018-06-01,NL0012866412,2.72,BE Semiconductor Industries N.V.,archive
Scopia Capital Management LP,2018-06-01,NL0011821392,2.16,Signify N.V.,archive
"WorldQuant, LLC",2018-06-01,BE0003818359,0.69,Galapagos NV,archive
"WorldQuant, LLC",2018-06-01,NL0000289213,0.49,Wereldhave N.V.,archive
B&G Master Fund Plc,2018-05-31,NL0000303709,0.8,AEGON Ltd.,archive
"BlueMountain Capital Management, LLC",2018-05-31,NL0009739416,0.72,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",2018-05-31,NL0000289213,0.51,Wereldhave N.V.,archive
Marshall Wace LLP,2018-05-31,NL0000289213,2.67,Wereldhave N.V.,archive
Millennium International Management LP,2018-05-31,NL0000888691,1.0,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-05-31,BE0003818359,0.46,Galapagos NV,archive
"PDT Partners, LLC",2018-05-31,NL0010391025,1.06,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",2018-05-30,NL0000289213,0.49,Wereldhave N.V.,archive
"Davidson Kempner European Partners, LLP",2018-05-30,NL0012866412,0.99,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,2018-05-30,NL0000289213,0.92,Wereldhave N.V.,archive
"WorldQuant, LLC",2018-05-30,NL0000352565,1.12,Fugro N.V.,archive
"WorldQuant, LLC",2018-05-30,BE0003818359,0.72,Galapagos NV,archive
AHL Partners LLP,2018-05-29,BE0003818359,0.68,Galapagos NV,archive
BlueCrest Capital Management Limited,2018-05-29,NL0000352565,0.59,Fugro N.V.,archive
"Clinton Group, Inc",2018-05-29,NL0000289213,0.72,Wereldhave N.V.,archive
"D. E. Shaw & Co., L.P.",2018-05-29,NL0000289213,0.51,Wereldhave N.V.,archive
"Goldman Sachs Group Inc., The",2018-05-29,NL0012650360,0.88,RHI Magnesita N.V.,archive
Marshall Wace LLP,2018-05-29,NL0000337319,1.59,Koninklijke BAM Groep N.V.,archive
Oxford Asset Management,2018-05-29,NL0000337319,0.51,Koninklijke BAM Groep N.V.,archive
Systematica Investments Limited,2018-05-29,NL0000352565,0.71,Fugro N.V.,archive
"WorldQuant, LLC",2018-05-29,NL0000289213,0.5,Wereldhave N.V.,archive
Capital Fund Management S.A.,2018-05-28,NL0011279492,0.69,Flow Traders Ltd.,archive
Capital Fund Management S.A.,2018-05-28,NL0009739416,0.7,PostNL N.V.,archive
Marshall Wace LLP,2018-05-28,NL0006237562,1.61,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-28,NL0000289213,2.75,Wereldhave N.V.,archive
"WorldQuant, LLC",2018-05-28,NL0000352565,1.04,Fugro N.V.,archive
"AQR Capital Management, LLC",2018-05-25,NL0000009082,1.1,Koninklijke KPN N.V.,archive
Marshall Wace LLP,2018-05-25,NL0006237562,1.59,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-25,NL0000289213,2.85,Wereldhave N.V.,archive
Oxford Asset Management,2018-05-25,BE0003818359,0.49,Galapagos NV,archive
RAM Active Investments SA,2018-05-25,NL0000352565,0.61,Fugro N.V.,archive
Systematica Investments Limited,2018-05-25,NL0000352565,0.69,Fugro N.V.,archive
"AQR Capital Management, LLC",2018-05-24,NL0000360618,2.1,SBM Offshore N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-05-24,NL0000387058,0.79,TomTom N.V.,archive
GSA Capital Partners LLP,2018-05-24,NL0000289213,0.69,Wereldhave N.V.,archive
HBK Investments LP,2018-05-24,NL0000352565,1.21,Fugro N.V.,archive
Kintbury Capital LLP,2018-05-24,NL0011821392,0.39,Signify N.V.,archive
Marshall Wace LLP,2018-05-24,NL0000289213,2.97,Wereldhave N.V.,archive
Millennium Capital Partners LLP,2018-05-24,NL0000888691,0.5,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-05-24,NL0000888691,0.91,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-05-24,NL0000289213,0.81,Wereldhave N.V.,archive
Oxford Asset Management,2018-05-24,BE0003818359,0.5,Galapagos NV,archive
"WorldQuant, LLC",2018-05-24,NL0000352565,0.9,Fugro N.V.,archive
"WorldQuant, LLC",2018-05-24,NL0000337319,0.49,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-05-24,NL0009739416,1.03,PostNL N.V.,archive
BlueCrest Capital Management Limited,2018-05-23,NL0000352565,0.6,Fugro N.V.,archive
"BlueMountain Capital Management, LLC",2018-05-23,NL0009739416,0.8,PostNL N.V.,archive
Capital Fund Management S.A.,2018-05-23,NL0011279492,0.7,Flow Traders Ltd.,archive
"Davidson Kempner European Partners, LLP",2018-05-23,NL0012866412,1.0,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2018-05-23,NL0006237562,1.61,ARCADIS N.V.,archive
Oxford Asset Management,2018-05-23,BE0003818359,0.49,Galapagos NV,archive
Oxford Asset Management,2018-05-23,NL0010391025,0.53,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-05-23,NL0000352565,0.83,Fugro N.V.,archive
Citadel Advisors II LLC,2018-05-22,NL0000337319,0.78,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-05-22,NL0010558797,0.6,OCI N.V.,archive
Millennium International Management LP,2018-05-22,BE0003818359,0.57,Galapagos NV,archive
"PDT Partners, LLC",2018-05-22,NL0010391025,1.16,Pharming Group N.V.,archive
"WorldQuant, LLC",2018-05-22,NL0009739416,0.98,PostNL N.V.,archive
"AQR Capital Management, LLC",2018-05-21,NL0000360618,2.09,SBM Offshore N.V.,archive
Lansdowne Partners (UK) LLP,2018-05-21,NL0006237562,1.86,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-21,NL0006237562,1.58,ARCADIS N.V.,archive
Millennium International Management LP,2018-05-21,BE0003818359,0.61,Galapagos NV,archive
"PDT Partners, LLC",2018-05-21,NL0010391025,1.09,Pharming Group N.V.,archive
Tybourne Capital Management (HK) Limited,2018-05-21,NL0011821392,1.66,Signify N.V.,archive
"AQR Capital Management, LLC",2018-05-18,NL0000360618,2.1,SBM Offshore N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-05-18,NL0010558797,0.47,OCI N.V.,archive
Citadel Advisors II LLC,2018-05-18,NL0000289213,0.5,Wereldhave N.V.,archive
Marshall Wace LLP,2018-05-18,NL0000289213,3.0,Wereldhave N.V.,archive
"PDT Partners, LLC",2018-05-18,NL0010391025,1.13,Pharming Group N.V.,archive
Systematica Investments Limited,2018-05-18,NL0000352565,0.79,Fugro N.V.,archive
Tybourne Capital Management (HK) Limited,2018-05-18,NL0011821392,1.74,Signify N.V.,archive
"WorldQuant, LLC",2018-05-18,NL0000337319,0.59,Koninklijke BAM Groep N.V.,archive
AHL Partners LLP,2018-05-17,BE0003818359,0.7,Galapagos NV,archive
"AQR Capital Management, LLC",2018-05-17,NL0009432491,2.29,Koninklijke Vopak N.V.,archive
"Goldman Sachs Group Inc., The",2018-05-17,NL0012650360,0.9,RHI Magnesita N.V.,archive
Marshall Wace LLP,2018-05-17,NL0010391025,0.49,Pharming Group N.V.,archive
"PDT Partners, LLC",2018-05-17,NL0012866412,0.48,BE Semiconductor Industries N.V.,archive
"PDT Partners, LLC",2018-05-17,NL0010391025,1.27,Pharming Group N.V.,archive
Tybourne Capital Management (HK) Limited,2018-05-17,NL0011821392,2.17,Signify N.V.,archive
"AQR Capital Management, LLC",2018-05-16,NL0000009082,1.01,Koninklijke KPN N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-05-16,LU0569974404,0.49,Aperam S.A.,archive
GSA Capital Partners LLP,2018-05-16,NL0000289213,0.77,Wereldhave N.V.,archive
Lansdowne Partners (UK) LLP,2018-05-16,NL0006237562,1.7,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-16,NL0010391025,0.63,Pharming Group N.V.,archive
Marshall Wace LLP,2018-05-16,NL0000289213,2.92,Wereldhave N.V.,archive
Millennium International Management LP,2018-05-16,NL0000888691,0.89,AMG Critical Materials N.V.,archive
Odey Asset Management LLP,2018-05-16,NL0000289213,0.5,Wereldhave N.V.,archive
"PDT Partners, LLC",2018-05-16,NL0010391025,1.16,Pharming Group N.V.,archive
"Philadelphia Financial Management of San Francisco, LLC",2018-05-16,NL0011279492,0.75,Flow Traders Ltd.,archive
AHL Partners LLP,2018-05-15,NL0000352565,1.28,Fugro N.V.,archive
"AQR Capital Management, LLC",2018-05-15,NL0000009082,0.99,Koninklijke KPN N.V.,archive
"BlueMountain Capital Management, LLC",2018-05-15,NL0009739416,0.79,PostNL N.V.,archive
Capital Fund Management S.A.,2018-05-15,NL0010558797,0.79,OCI N.V.,archive
HBK Investments LP,2018-05-15,NL0000352565,1.18,Fugro N.V.,archive
Marshall Wace LLP,2018-05-15,NL0000352565,0.46,Fugro N.V.,archive
Marshall Wace LLP,2018-05-15,NL0000289213,2.75,Wereldhave N.V.,archive
Millennium International Management LP,2018-05-15,NL0000888691,0.9,AMG Critical Materials N.V.,archive
Arrowgrass Capital Partners LLP,2018-05-14,NL0000352565,0.58,Fugro N.V.,archive
HBK Investments LP,2018-05-14,NL0000352565,1.31,Fugro N.V.,archive
Marshall Wace LLP,2018-05-14,NL0010558797,0.59,OCI N.V.,archive
Marshall Wace LLP,2018-05-14,NL0010391025,0.84,Pharming Group N.V.,archive
Millennium International Management LP,2018-05-14,NL0000888691,0.89,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2018-05-14,NL0010391025,1.25,Pharming Group N.V.,archive
Systematica Investments Limited,2018-05-14,NL0000337319,0.48,Koninklijke BAM Groep N.V.,archive
AKO Capital LLP,2018-05-11,NL0006237562,1.31,ARCADIS N.V.,archive
"AQR Capital Management, LLC",2018-05-11,NL0000009082,1.0,Koninklijke KPN N.V.,archive
"Goldman Sachs Group Inc., The",2018-05-11,NL0012650360,0.87,RHI Magnesita N.V.,archive
Marshall Wace LLP,2018-05-11,NL0000352565,0.5,Fugro N.V.,archive
Marshall Wace LLP,2018-05-11,NL0010558797,0.6,OCI N.V.,archive
"AQR Capital Management, LLC",2018-05-10,NL0010558797,1.19,OCI N.V.,archive
Capital Fund Management S.A.,2018-05-10,NL0011279492,0.6,Flow Traders Ltd.,archive
HBK Investments LP,2018-05-10,NL0000352565,1.21,Fugro N.V.,archive
Lazard Asset Management LLC,2018-05-10,NL0000352565,0.6,Fugro N.V.,archive
Marshall Wace LLP,2018-05-10,NL0006237562,1.68,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-10,NL0000337319,1.6,Koninklijke BAM Groep N.V.,archive
Millennium International Management LP,2018-05-10,NL0000888691,0.9,AMG Critical Materials N.V.,archive
Millennium International Management LP,2018-05-10,BE0003818359,0.59,Galapagos NV,archive
Oxford Asset Management,2018-05-10,NL0000352565,1.31,Fugro N.V.,archive
"PDT Partners, LLC",2018-05-10,NL0010391025,1.36,Pharming Group N.V.,archive
"AQR Capital Management, LLC",2018-05-09,NL0000360618,2.09,SBM Offshore N.V.,archive
Canada Pension Plan Investment Board,2018-05-09,NL0000352565,0.79,Fugro N.V.,archive
Marshall Wace LLP,2018-05-09,NL0010391025,1.09,Pharming Group N.V.,archive
Marshall Wace LLP,2018-05-09,NL0000289213,2.61,Wereldhave N.V.,archive
Millennium International Management LP,2018-05-09,BE0003818359,0.6,Galapagos NV,archive
Viking Global Investors LP,2018-05-09,NL0000303709,1.01,AEGON Ltd.,archive
"WorldQuant, LLC",2018-05-09,NL0000352565,0.78,Fugro N.V.,archive
BlueCrest Capital Management Limited,2018-05-08,NL0000352565,0.54,Fugro N.V.,archive
"BlueMountain Capital Management, LLC",2018-05-08,NL0009739416,0.88,PostNL N.V.,archive
Kintbury Capital LLP,2018-05-08,NL0011821392,0.57,Signify N.V.,archive
Marshall Wace LLP,2018-05-08,NL0010391025,1.27,Pharming Group N.V.,archive
Myriad Opportunities Master Fund Limited,2018-05-08,NL0000352565,0.48,Fugro N.V.,archive
"PDT Partners, LLC",2018-05-08,NL0012866412,0.57,BE Semiconductor Industries N.V.,archive
Systematica Investments Limited,2018-05-08,NL0000352565,0.89,Fugro N.V.,archive
"WorldQuant, LLC",2018-05-08,NL0009739416,1.09,PostNL N.V.,archive
BlueCrest Capital Management Limited,2018-05-07,NL0000352565,0.61,Fugro N.V.,archive
Capital Fund Management S.A.,2018-05-07,NL0009739416,0.6,PostNL N.V.,archive
Marshall Wace LLP,2018-05-07,NL0010391025,1.39,Pharming Group N.V.,archive
Marshall Wace LLP,2018-05-07,NL0000289213,2.5,Wereldhave N.V.,archive
Viking Global Investors LP,2018-05-07,NL0000303709,0.93,AEGON Ltd.,archive
"WorldQuant, LLC",2018-05-07,BE0003818359,0.6,Galapagos NV,archive
CQS (UK) LLP,2018-05-05,NL0012866412,1.01,BE Semiconductor Industries N.V.,archive
"Davidson Kempner European Partners, LLP",2018-05-05,NL0012866412,0.81,BE Semiconductor Industries N.V.,archive
Scopia Capital Management LP,2018-05-05,NL0012866412,2.82,BE Semiconductor Industries N.V.,archive
"Arrowstreet Capital, Limited Partnership",2018-05-04,NL0000387058,0.8,TomTom N.V.,archive
BlackRock Investment Management (UK) Limited,2018-05-04,NL0010776944,0.35,Brunel International N.V.,archive
CQS (UK) LLP,2018-05-04,NL0000339760,0.0,BE Semiconductor Industries N.V.,archive
"Davidson Kempner European Partners, LLP",2018-05-04,NL0000339760,0.0,BE Semiconductor Industries N.V.,archive
"Goldman Sachs Group Inc., The",2018-05-04,NL0012650360,0.9,RHI Magnesita N.V.,archive
Marshall Wace LLP,2018-05-04,NL0006237562,1.73,ARCADIS N.V.,archive
Marshall Wace LLP,2018-05-04,NL0011794037,0.8,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2018-05-04,NL0000289213,2.48,Wereldhave N.V.,archive
Oxford Asset Management,2018-05-04,NL0000352565,1.2,Fugro N.V.,archive
"PDT Partners, LLC",2018-05-04,NL0012866412,0.64,BE Semiconductor Industries N.V.,archive
Scopia Capital Management LP,2018-05-04,NL0000339760,0.0,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2018-05-04,NL0000352565,0.83,Fugro N.V.,archive
"WorldQuant, LLC",2018-05-04,BE0003818359,0.59,Galapagos NV,archive
"WorldQuant, LLC",2018-05-04,NL0000337319,0.67,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-05-04,NL0009739416,1.19,PostNL N.V.,archive
"BlackRock Institutional Trust Company, National Association",2018-05-03,NL0000352565,0.37,Fugro N.V.,archive
BlackRock Investment Management (UK) Limited,2018-05-03,NL0011821392,0.7,Signify N.V.,archive
"BlueMountain Capital Management, LLC",2018-05-03,NL0009739416,0.9,PostNL N.V.,archive
Capital Fund Management S.A.,2018-05-03,NL0011279492,0.5,Flow Traders Ltd.,archive
GSA Capital Partners LLP,2018-05-03,NL0000289213,0.6,Wereldhave N.V.,archive
JPMorgan Asset Management (UK) Ltd.,2018-05-03,NL0000337319,0.77,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-05-03,NL0010558797,0.59,OCI N.V.,archive
Millennium International Management LP,2018-05-03,BE0003818359,0.59,Galapagos NV,archive
"PDT Partners, LLC",2018-05-03,NL0000339760,0.0,BE Semiconductor Industries N.V.,archive
Scopia Capital Management LP,2018-05-03,NL0000339760,2.82,BE Semiconductor Industries N.V.,archive
Sculptor Capital Management Europe Limited,2018-05-03,NL0006237562,0.92,ARCADIS N.V.,archive
"WorldQuant, LLC",2018-05-03,NL0000337319,0.77,Koninklijke BAM Groep N.V.,archive
"WorldQuant, LLC",2018-05-03,NL0009739416,1.25,PostNL N.V.,archive
AHL Partners LLP,2018-05-02,BE0003818359,0.61,Galapagos NV,archive
BlackRock Investment Management (UK) Limited,2018-05-02,NL0011821392,0.67,Signify N.V.,archive
BlueCrest Capital Management Limited,2018-05-02,NL0000352565,0.59,Fugro N.V.,archive
Citadel Advisors II LLC,2018-05-02,NL0000337319,0.88,Koninklijke BAM Groep N.V.,archive
Jupiter Investment Management Limited,2018-05-02,NL0000352565,0.92,Fugro N.V.,archive
Marshall Wace LLP,2018-05-02,NL0000337319,1.59,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,2018-05-02,NL0010391025,1.45,Pharming Group N.V.,archive
Millennium International Management LP,2018-05-02,NL0000888691,0.87,AMG Critical Materials N.V.,archive
