position_holder,isin,issuer_name,net_short_position,position_date,source
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,0.82,2014-08-01,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.9,2014-08-01,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.6,2014-08-01,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,0.74,2014-07-31,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.4,2014-07-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.59,2014-07-31,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.86,2014-07-31,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.55,2014-07-31,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.53,2014-07-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.6,2014-07-30,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.79,2014-07-30,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.46,2014-07-30,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.72,2014-07-25,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.57,2014-07-25,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.82,2014-07-25,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.31,2014-07-25,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.62,2014-07-24,archive
"Discovery Capital Management, LLC",LU0323134006,ArcelorMittal S.A.,0.5,2014-07-24,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.32,2014-07-23,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.84,2014-07-23,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.22,2014-07-23,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.32,2014-07-22,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.1,2014-07-22,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,0.72,2014-07-22,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.44,2014-07-22,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.23,2014-07-21,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,0.26,2014-07-18,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.08,2014-07-18,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.55,2014-07-18,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.51,2014-07-16,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.19,2014-07-16,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,0.5,2014-07-15,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,0.65,2014-07-15,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.82,2014-07-15,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.23,2014-07-15,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,0.7,2014-07-14,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,0.57,2014-07-14,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.08,2014-07-14,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.62,2014-07-14,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,0.82,2014-07-11,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.72,2014-07-11,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.99,2014-07-11,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.51,2014-07-11,archive
Adelphi Capital LLP,NL0000352565,Fugro N.V.,0.63,2014-07-10,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,1.05,2014-07-10,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.29,2014-07-10,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.29,2014-07-10,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.91,2014-07-10,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.36,2014-07-10,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.64,2014-07-10,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.89,2014-07-10,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.37,2014-07-09,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.74,2014-07-09,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.46,2014-07-08,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.58,2014-07-08,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,0.53,2014-07-07,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.57,2014-07-03,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,1.45,2014-07-01,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.77,2014-07-01,archive
Lansdowne Partners (UK) LLP,NL0000352565,Fugro N.V.,0.76,2014-07-01,archive
Lansdowne Partners Limited,NL0000352565,Fugro N.V.,0.0,2014-07-01,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.52,2014-07-01,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.8,2014-06-27,archive
BlackRock Investment Management (UK) Limited,NL0009269109,Koninklijke Heijmans N.V.,0.48,2014-06-27,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.0,2014-06-24,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.68,2014-06-20,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.52,2014-06-18,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.42,2014-06-17,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.39,2014-06-17,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.9,2014-06-16,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.27,2014-06-13,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.7,2014-06-12,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.79,2014-06-11,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.69,2014-06-10,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.3,2014-06-10,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.58,2014-06-10,archive
TT International,NL0000387058,TomTom N.V.,0.48,2014-06-10,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.81,2014-06-09,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.35,2014-06-09,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.2,2014-06-09,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.7,2014-06-06,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.8,2014-06-06,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.06,2014-06-06,archive
UBS Global Asset Management (UK) Ltd.,NL0000352565,Fugro N.V.,0.32,2014-06-06,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.65,2014-06-05,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.79,2014-06-04,archive
BlackRock Investment Management (UK) Limited,NL0009269109,Koninklijke Heijmans N.V.,0.59,2014-06-04,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.51,2014-06-04,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.7,2014-06-04,archive
TT International,NL0000387058,TomTom N.V.,0.59,2014-06-04,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.69,2014-06-03,archive
Adelphi Capital LLP,NL0000352565,Fugro N.V.,0.71,2014-06-02,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.5,2014-05-30,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,1.73,2014-05-28,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,0.96,2014-05-23,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,0.81,2014-05-20,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.7,2014-05-19,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.67,2014-05-16,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.45,2014-05-16,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,0.69,2014-05-15,archive
Lansdowne Partners Limited,NL0000352565,Fugro N.V.,0.74,2014-05-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,0.48,2014-05-13,archive
TT International,NL0000387058,TomTom N.V.,0.68,2014-05-13,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.71,2014-05-12,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.56,2014-05-09,archive
UBS Global Asset Management (UK) Ltd.,NL0000352565,Fugro N.V.,0.75,2014-05-09,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.63,2014-05-08,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.62,2014-05-08,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.7,2014-05-06,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.57,2014-05-06,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.61,2014-05-05,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.45,2014-05-05,archive
TT International,NL0000387058,TomTom N.V.,0.82,2014-04-29,archive
Fil Investment Services (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,0.62,2014-04-28,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.46,2014-04-28,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.57,2014-04-28,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.56,2014-04-25,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.65,2014-04-25,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.65,2014-04-24,archive
TT International,NL0000387058,TomTom N.V.,0.68,2014-04-24,archive
TT International,NL0000387058,TomTom N.V.,0.76,2014-04-23,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,0.53,2014-04-17,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.69,2014-04-15,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.47,2014-04-15,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.57,2014-04-11,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.54,2014-04-11,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.73,2014-04-11,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.66,2014-04-10,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.97,2014-04-08,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.67,2014-04-08,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.16,2014-04-07,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.51,2014-04-07,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.06,2014-04-04,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.72,2014-04-04,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.92,2014-04-03,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,0.54,2014-04-03,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.8,2014-04-02,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.03,2014-04-01,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.84,2014-03-31,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.7,2014-03-31,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.62,2014-03-28,archive
TT International,NL0000387058,TomTom N.V.,0.81,2014-03-28,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.5,2014-03-27,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,Fugro N.V.,0.49,2014-03-27,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.49,2014-03-26,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,0.59,2014-03-26,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.71,2014-03-26,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,Fugro N.V.,0.55,2014-03-26,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.66,2014-03-25,archive
Oxford Asset Management,NL0009739416,PostNL N.V.,0.44,2014-03-25,archive
Oxford Asset Management,NL0009739416,PostNL N.V.,0.5,2014-03-24,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.7,2014-03-21,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.45,2014-03-21,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.66,2014-03-20,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.7,2014-03-19,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.39,2014-03-19,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.54,2014-03-18,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.49,2014-03-18,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.62,2014-03-17,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.5,2014-03-14,archive
TT International,NL0000387058,TomTom N.V.,0.65,2014-03-14,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.72,2014-03-13,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.5,2014-03-13,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.63,2014-03-13,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,1.81,2014-03-12,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.89,2014-03-12,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.71,2014-03-12,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.52,2014-03-12,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.83,2014-03-12,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,2.05,2014-03-11,archive
BlackRock Investment Management (UK) Limited,NL0009269109,Koninklijke Heijmans N.V.,0.67,2014-03-11,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.03,2014-03-10,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,2.14,2014-03-10,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,2.35,2014-03-07,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.68,2014-03-07,archive
Lansdowne Partners Limited,NL0000352565,Fugro N.V.,0.64,2014-03-07,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.48,2014-03-07,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,0.4,2014-03-06,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.72,2014-03-06,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,0.56,2014-03-05,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.76,2014-03-05,archive
Lansdowne Partners Limited,NL0000352565,Fugro N.V.,0.55,2014-03-05,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.27,2014-03-04,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,Wereldhave N.V.,0.68,2014-03-04,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.6,2014-03-04,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.57,2014-03-04,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,0.66,2014-03-03,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.52,2014-03-03,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,0.88,2014-02-27,archive
"Marble Arch Investments, LP",NL0000387058,TomTom N.V.,0.43,2014-02-27,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,0.96,2014-02-26,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.49,2014-02-26,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,1.35,2014-02-25,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.64,2014-02-25,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,1.48,2014-02-21,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,1.56,2014-02-20,archive
JPMorgan Asset Management (UK) Ltd.,NL0000337319,Koninklijke BAM Groep N.V.,0.45,2014-02-20,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,1.69,2014-02-19,archive
"Marble Arch Investments, LP",NL0000387058,TomTom N.V.,0.6,2014-02-19,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,2.05,2014-02-18,archive
"Marble Arch Investments, LP",NL0000387058,TomTom N.V.,0.78,2014-02-18,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,2.26,2014-02-17,archive
AKO Capital LLP,NL0000387058,TomTom N.V.,2.38,2014-02-14,archive
"Marble Arch Investments, LP",NL0000387058,TomTom N.V.,0.96,2014-02-14,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.99,2014-02-13,archive
"Marble Arch Investments, LP",NL0000387058,TomTom N.V.,1.15,2014-02-13,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,Fugro N.V.,0.62,2014-02-13,archive
BlackRock Advisors (UK) Limited,NL0009269109,Koninklijke Heijmans N.V.,0.49,2014-02-12,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,Fugro N.V.,0.55,2014-02-12,archive
Adelphi Capital LLP,NL0000352565,Fugro N.V.,0.66,2014-02-11,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.77,2014-02-11,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.5,2014-02-10,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.74,2014-02-07,archive
TT International,NL0000352565,Fugro N.V.,0.49,2014-02-07,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.51,2014-02-06,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.72,2014-02-06,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.89,2014-02-05,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.9,2014-02-03,archive
Fil Investment Services (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,0.54,2014-01-31,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.89,2014-01-30,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.25,2014-01-29,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.83,2014-01-29,archive
Egerton Capital (UK) LLP,NL0000352565,Fugro N.V.,0.4,2014-01-29,archive
Scopia Capital Management LP,NL0009432491,Koninklijke Vopak N.V.,0.49,2014-01-29,archive
Scopia Capital Management LP,NL0009432491,Koninklijke Vopak N.V.,0.58,2014-01-28,archive
JPMorgan Asset Management (UK) Ltd.,NL0000337319,Koninklijke BAM Groep N.V.,0.54,2014-01-27,archive
Adelphi Capital LLP,NL0000352565,Fugro N.V.,0.58,2014-01-24,archive
Susquehanna International Holdings LLC,NL0010391025,Pharming Group N.V.,0.16,2014-01-24,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.68,2014-01-23,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.96,2014-01-23,archive
Susquehanna International Holdings LLC,NL0010391025,Pharming Group N.V.,0.5,2014-01-23,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,1.09,2014-01-20,archive
Egerton Capital (UK) LLP,NL0000352565,Fugro N.V.,0.58,2014-01-17,archive
BlackRock Advisors (UK) Limited,NL0009269109,Koninklijke Heijmans N.V.,0.59,2014-01-15,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.7,2014-01-15,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,1.04,2014-01-15,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.69,2014-01-14,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.85,2014-01-14,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.73,2014-01-10,archive
Saemor Capital B.V.,NL0000337319,Koninklijke BAM Groep N.V.,0.49,2014-01-10,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.5,2014-01-09,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.44,2014-01-09,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.93,2014-01-08,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.57,2014-01-08,archive
AKO Capital LLP,NL0000352565,Fugro N.V.,2.54,2014-01-07,archive
Egerton Capital (UK) LLP,NL0000352565,Fugro N.V.,0.76,2014-01-07,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,0.99,2014-01-07,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.8,2014-01-06,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.69,2014-01-06,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.72,2014-01-03,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,1.09,2014-01-03,archive
"Discovery Capital Management, LLC",NL0000387058,TomTom N.V.,0.8,2014-01-02,archive
Susquehanna International Holdings LLC,NL0010583399,Corbion N.V.,1.1,2013-12-31,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.6,2013-12-30,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.64,2013-12-30,archive
"Cadian Capital Management GP, LLC",NL0000387058,TomTom N.V.,0.53,2013-12-27,archive
Saemor Capital B.V.,NL0000337319,Koninklijke BAM Groep N.V.,0.52,2013-12-27,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.7,2013-12-20,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.5,2013-12-20,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.64,2013-12-19,archive
