position_holder,issuer_name,net_short_position,isin,position_date,source
Marshall Wace LLP,Fugro N.V.,1.85,NL0000352565,2019-01-15,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.72,NL0000888691,2019-01-15,archive
Millennium International Management LP,Wereldhave N.V.,1.09,NL0000289213,2019-01-15,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.69,NL0012866412,2019-01-15,archive
"WorldQuant, LLC",PostNL N.V.,0.73,NL0009739416,2019-01-15,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.89,LU0569974404,2019-01-14,archive
Capital Fund Management S.A.,Fugro N.V.,1.49,NL0000352565,2019-01-14,archive
Citadel Advisors II LLC,BE Semiconductor Industries N.V.,0.49,NL0012866412,2019-01-14,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.77,NL0000289213,2019-01-14,archive
"Lakewood Capital Management, LP",Flow Traders Ltd.,0.58,NL0011279492,2019-01-14,archive
Marshall Wace LLP,Fugro N.V.,1.95,NL0000352565,2019-01-14,archive
Marshall Wace LLP,Wereldhave N.V.,1.61,NL0000289213,2019-01-14,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.66,NL0000888691,2019-01-14,archive
Abaco Asset Management LLP,Flow Traders Ltd.,0.58,NL0011279492,2019-01-11,archive
"AQR Capital Management, LLC",Galapagos NV,1.69,BE0003818359,2019-01-11,archive
Citadel Europe LLP,Fugro N.V.,2.41,NL0000352565,2019-01-11,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,1.09,NL0012866412,2019-01-11,archive
Engadine Partners LLP,ARCADIS N.V.,0.73,NL0006237562,2019-01-11,archive
HBK Investments LP,Fugro N.V.,1.7,NL0000352565,2019-01-11,archive
Jupiter Investment Management Limited,Fugro N.V.,1.37,NL0000352565,2019-01-11,archive
Marshall Wace LLP,Fugro N.V.,2.02,NL0000352565,2019-01-11,archive
Millennium International Management LP,AMG Critical Materials N.V.,0.53,NL0000888691,2019-01-11,archive
"PDT Partners, LLC",Pharming Group N.V.,0.68,NL0010391025,2019-01-11,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.42,NL0000352565,2019-01-11,archive
TT International,ARCADIS N.V.,0.8,NL0006237562,2019-01-11,archive
"AQR Capital Management, LLC",Galapagos NV,1.7,BE0003818359,2019-01-10,archive
"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.92,NL0009739416,2019-01-10,archive
Citadel Europe LLP,Fugro N.V.,2.34,NL0000352565,2019-01-10,archive
HBK Investments LP,Fugro N.V.,1.69,NL0000352565,2019-01-10,archive
Marshall Wace LLP,Fugro N.V.,2.14,NL0000352565,2019-01-10,archive
Systematica Investments Limited,Fugro N.V.,0.79,NL0000352565,2019-01-10,archive
Voleon Capital Management LP,Fugro N.V.,0.71,NL0000352565,2019-01-10,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.74,NL0012866412,2019-01-10,archive
"WorldQuant, LLC",PostNL N.V.,0.61,NL0009739416,2019-01-10,archive
AHL Partners LLP,PostNL N.V.,0.78,NL0009739416,2019-01-09,archive
"AQR Capital Management, LLC",Galapagos NV,1.69,BE0003818359,2019-01-09,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.84,NL0000289213,2019-01-09,archive
"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,0.8,NL0012866412,2019-01-09,archive
HBK Investments LP,Fugro N.V.,1.72,NL0000352565,2019-01-09,archive
Marshall Wace LLP,Fugro N.V.,2.3,NL0000352565,2019-01-09,archive
Oxford Asset Management,Fugro N.V.,0.49,NL0000352565,2019-01-09,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.38,NL0000352565,2019-01-09,archive
"WorldQuant, LLC",Wereldhave N.V.,0.6,NL0000289213,2019-01-09,archive
Abaco Asset Management LLP,Flow Traders Ltd.,0.6,NL0011279492,2019-01-08,archive
"AQR Capital Management, LLC",Galapagos NV,1.7,BE0003818359,2019-01-08,archive
"BlueMountain Capital Management, LLC",AMG Critical Materials N.V.,0.58,NL0000888691,2019-01-08,archive
Capital Fund Management S.A.,Fugro N.V.,1.59,NL0000352565,2019-01-08,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.79,NL0000289213,2019-01-08,archive
Marshall Wace LLP,Fugro N.V.,2.42,NL0000352565,2019-01-08,archive
Marshall Wace LLP,Signify N.V.,1.48,NL0011821392,2019-01-08,archive
"PDT Partners, LLC",Pharming Group N.V.,0.78,NL0010391025,2019-01-08,archive
Renaissance Technologies LLC,Signify N.V.,0.49,NL0011821392,2019-01-08,archive
Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.6,NL0009269109,2019-01-08,archive
Abaco Asset Management LLP,Flow Traders Ltd.,0.55,NL0011279492,2019-01-07,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.38,NL0009432491,2019-01-07,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,1.1,NL0012866412,2019-01-07,archive
"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.49,NL0010391025,2019-01-07,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.6,NL0000337319,2019-01-07,archive
HBK Investments LP,Fugro N.V.,1.86,NL0000352565,2019-01-07,archive
Marshall Wace LLP,Fugro N.V.,2.59,NL0000352565,2019-01-07,archive
Marshall Wace LLP,PostNL N.V.,2.35,NL0009739416,2019-01-07,archive
Millennium International Management LP,Wereldhave N.V.,1.19,NL0000289213,2019-01-07,archive
"PDT Partners, LLC",Pharming Group N.V.,0.86,NL0010391025,2019-01-07,archive
Renaissance Technologies LLC,Signify N.V.,0.5,NL0011821392,2019-01-07,archive
Systematica Investments Limited,Fugro N.V.,0.87,NL0000352565,2019-01-07,archive
"WorldQuant, LLC",ASM International N.V.,0.48,NL0000334118,2019-01-07,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.96,NL0000888691,2019-01-04,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.91,NL0000009082,2019-01-04,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.4,NL0009432491,2019-01-04,archive
HBK Investments LP,Fugro N.V.,1.96,NL0000352565,2019-01-04,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.33,NL0012866412,2019-01-04,archive
"WorldQuant, LLC",ASM International N.V.,0.5,NL0000334118,2019-01-04,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.83,NL0012866412,2019-01-04,archive
AHL Partners LLP,AMG Critical Materials N.V.,2.03,NL0000888691,2019-01-03,archive
"BlackRock Institutional Trust Company, National Association",PostNL N.V.,0.87,NL0009739416,2019-01-03,archive
Citadel Advisors LLC,Fugro N.V.,0.72,NL0000352565,2019-01-03,archive
Marshall Wace LLP,PostNL N.V.,2.48,NL0009739416,2019-01-03,archive
Renaissance Technologies LLC,Signify N.V.,0.49,NL0011821392,2019-01-03,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.49,NL0000352565,2019-01-03,archive
"WorldQuant, LLC",ASM International N.V.,0.49,NL0000334118,2019-01-03,archive
AHL Partners LLP,PostNL N.V.,0.8,NL0009739416,2019-01-02,archive
Citadel Europe LLP,Fugro N.V.,2.29,NL0000352565,2019-01-02,archive
Renaissance Technologies LLC,Signify N.V.,0.51,NL0011821392,2019-01-02,archive
"WorldQuant, LLC",PostNL N.V.,0.59,NL0009739416,2019-01-02,archive
BlackRock Investment Management (UK) Limited,Signify N.V.,1.0,NL0011821392,2018-12-31,archive
Boldhaven Management LLP,ARCADIS N.V.,0.53,NL0006237562,2018-12-31,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,1.09,NL0012866412,2018-12-31,archive
"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.68,NL0000289213,2018-12-31,archive
HBK Investments LP,Fugro N.V.,2.06,NL0000352565,2018-12-31,archive
Lone Pine Capital LLC,Signify N.V.,1.5,NL0011821392,2018-12-31,archive
Millennium International Management LP,Wereldhave N.V.,1.22,NL0000289213,2018-12-31,archive
Tybourne Capital Management (HK) Limited,Signify N.V.,2.56,NL0011821392,2018-12-31,archive
"WorldQuant, LLC",Fugro N.V.,0.49,NL0000352565,2018-12-31,archive
"WorldQuant, LLC",PostNL N.V.,0.6,NL0009739416,2018-12-31,archive
Capital Fund Management S.A.,Fugro N.V.,1.69,NL0000352565,2018-12-28,archive
Engadine Partners LLP,ARCADIS N.V.,0.67,NL0006237562,2018-12-28,archive
Engadine Partners LLP,Signify N.V.,0.55,NL0011821392,2018-12-28,archive
"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,0.09,NL0012650360,2018-12-28,archive
Marshall Wace Asia Limited,ARCADIS N.V.,1.35,NL0006237562,2018-12-28,archive
Marshall Wace LLP,ARCADIS N.V.,2.55,NL0006237562,2018-12-28,archive
Marshall Wace LLP,Fugro N.V.,2.86,NL0000352565,2018-12-28,archive
Marshall Wace LLP,PostNL N.V.,2.56,NL0009739416,2018-12-28,archive
Marshall Wace LLP,Signify N.V.,1.33,NL0011821392,2018-12-28,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.49,NL0012866412,2018-12-28,archive
"WorldQuant, LLC",Fugro N.V.,0.57,NL0000352565,2018-12-28,archive
"WorldQuant, LLC",PostNL N.V.,0.59,NL0009739416,2018-12-28,archive
AHL Partners LLP,Fugro N.V.,1.98,NL0000352565,2018-12-27,archive
Capital Fund Management S.A.,PostNL N.V.,0.8,NL0009739416,2018-12-27,archive
Engadine Partners LLP,ARCADIS N.V.,0.54,NL0006237562,2018-12-27,archive
Marshall Wace LLP,PostNL N.V.,2.66,NL0009739416,2018-12-27,archive
Marshall Wace LLP,Signify N.V.,1.22,NL0011821392,2018-12-27,archive
Marshall Wace LLP,TomTom N.V.,0.47,NL0000387058,2018-12-27,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.55,NL0012866412,2018-12-27,archive
Scopia Capital Management LP,Signify N.V.,0.44,NL0011821392,2018-12-27,archive
Toscafund Asset Management LLP,Wereldhave N.V.,0.65,NL0000289213,2018-12-27,archive
Voleon Capital Management LP,Koninklijke Heijmans N.V.,0.52,NL0009269109,2018-12-27,archive
"WorldQuant, LLC",PostNL N.V.,0.6,NL0009739416,2018-12-27,archive
HBK Investments LP,Fugro N.V.,2.16,NL0000352565,2018-12-24,archive
Renaissance Technologies LLC,Signify N.V.,0.48,NL0011821392,2018-12-24,archive
Scopia Capital Management LP,Signify N.V.,0.54,NL0011821392,2018-12-24,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.51,NL0000352565,2018-12-24,archive
"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.97,LU0569974404,2018-12-21,archive
"BlueMountain Capital Management, LLC",AMG Critical Materials N.V.,0.69,NL0000888691,2018-12-21,archive
"Connor, Clark & Lunn Investment Management Ltd.",Pharming Group N.V.,0.51,NL0010391025,2018-12-21,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.97,NL0000289213,2018-12-21,archive
Marshall Wace LLP,Signify N.V.,1.1,NL0011821392,2018-12-21,archive
Marshall Wace LLP,Wereldhave N.V.,1.59,NL0000289213,2018-12-21,archive
Renaissance Technologies LLC,Signify N.V.,0.5,NL0011821392,2018-12-21,archive
"WorldQuant, LLC",Fugro N.V.,0.69,NL0000352565,2018-12-21,archive
AKO Capital LLP,ARCADIS N.V.,0.68,NL0006237562,2018-12-20,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.89,NL0000009082,2018-12-20,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.39,NL0009432491,2018-12-20,archive
Boldhaven Management LLP,Koninklijke BAM Groep N.V.,0.51,NL0000337319,2018-12-20,archive
Citadel Advisors II LLC,BE Semiconductor Industries N.V.,0.5,NL0012866412,2018-12-20,archive
HBK Investments LP,Fugro N.V.,2.01,NL0000352565,2018-12-20,archive
Marshall Wace LLP,Fugro N.V.,2.94,NL0000352565,2018-12-20,archive
Millennium International Management LP,Wereldhave N.V.,1.1,NL0000289213,2018-12-20,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.64,NL0012866412,2018-12-20,archive
Scopia Capital Management LP,Signify N.V.,0.67,NL0011821392,2018-12-20,archive
Systematica Investments Limited,Fugro N.V.,0.92,NL0000352565,2018-12-20,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.71,NL0012866412,2018-12-20,archive
AHL Partners LLP,Fugro N.V.,2.02,NL0000352565,2018-12-19,archive
AKO Capital LLP,ARCADIS N.V.,0.76,NL0006237562,2018-12-19,archive
Marshall Wace LLP,Fugro N.V.,3.1,NL0000352565,2018-12-19,archive
Marshall Wace LLP,Signify N.V.,1.01,NL0011821392,2018-12-19,archive
Marshall Wace LLP,Wereldhave N.V.,1.69,NL0000289213,2018-12-19,archive
Millennium International Management LP,Wereldhave N.V.,1.09,NL0000289213,2018-12-19,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.73,NL0012866412,2018-12-19,archive
Scopia Capital Management LP,Signify N.V.,0.83,NL0011821392,2018-12-19,archive
"WorldQuant, LLC",ASM International N.V.,0.52,NL0000334118,2018-12-19,archive
"WorldQuant, LLC",Fugro N.V.,0.76,NL0000352565,2018-12-19,archive
AXA Investment Managers Chorus Limited,PostNL N.V.,0.6,NL0009739416,2018-12-18,archive
Bogle Investment Management LP,AMG Critical Materials N.V.,0.49,NL0000888691,2018-12-18,archive
"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.7,NL0000289213,2018-12-18,archive
HBK Investments LP,Fugro N.V.,1.84,NL0000352565,2018-12-18,archive
Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.83,NL0012866412,2018-12-18,archive
Scopia Capital Management LP,Signify N.V.,0.99,NL0011821392,2018-12-18,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.41,NL0000352565,2018-12-18,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.9,NL0000888691,2018-12-17,archive
AHL Partners LLP,Fugro N.V.,1.92,NL0000352565,2018-12-17,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.8,NL0000289213,2018-12-17,archive
"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,1.59,NL0012650360,2018-12-17,archive
HBK Investments LP,Fugro N.V.,1.76,NL0000352565,2018-12-17,archive
Marshall Wace LLP,Fugro N.V.,3.2,NL0000352565,2018-12-17,archive
Marshall Wace LLP,Signify N.V.,0.93,NL0011821392,2018-12-17,archive
Millennium International Management LP,Wereldhave N.V.,1.1,NL0000289213,2018-12-17,archive
Scopia Capital Management LP,Signify N.V.,1.27,NL0011821392,2018-12-17,archive
Voleon Capital Management LP,Fugro N.V.,0.62,NL0000352565,2018-12-17,archive
AKO Capital LLP,ARCADIS N.V.,0.83,NL0006237562,2018-12-14,archive
"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,1.71,NL0012650360,2018-12-14,archive
Marshall Wace LLP,Fugro N.V.,3.11,NL0000352565,2018-12-14,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.48,NL0011794037,2018-12-14,archive
Marshall Wace LLP,TomTom N.V.,0.5,NL0000387058,2018-12-14,archive
Oxford Asset Management,Fugro N.V.,0.59,NL0000352565,2018-12-14,archive
RAM Active Investments SA,Fugro N.V.,0.49,NL0000352565,2018-12-14,archive
AHL Partners LLP,PostNL N.V.,0.78,NL0009739416,2018-12-13,archive
"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,1.66,NL0012650360,2018-12-13,archive
Marshall Wace LLP,Signify N.V.,0.8,NL0011821392,2018-12-13,archive
Systematica Investments Limited,Fugro N.V.,0.88,NL0000352565,2018-12-13,archive
"WorldQuant, LLC",PostNL N.V.,0.59,NL0009739416,2018-12-13,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.78,NL0000289213,2018-12-12,archive
Marshall Wace LLP,PostNL N.V.,2.77,NL0009739416,2018-12-12,archive
Marshall Wace LLP,Wereldhave N.V.,1.77,NL0000289213,2018-12-12,archive
Millennium International Management LP,Wereldhave N.V.,1.09,NL0000289213,2018-12-12,archive
RAM Active Investments SA,Fugro N.V.,0.53,NL0000352565,2018-12-12,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.69,NL0012866412,2018-12-12,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.81,NL0000888691,2018-12-11,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,1.49,NL0009432491,2018-12-11,archive
Balyasny Asset Management LP,Wereldhave N.V.,0.63,NL0000289213,2018-12-11,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.87,NL0000289213,2018-12-11,archive
"Goldman Sachs Group Inc., The",RHI Magnesita N.V.,1.52,NL0012650360,2018-12-11,archive
HBK Investments LP,Fugro N.V.,1.68,NL0000352565,2018-12-11,archive
Marshall Wace LLP,Fugro N.V.,3.03,NL0000352565,2018-12-11,archive
Marshall Wace LLP,PostNL N.V.,2.83,NL0009739416,2018-12-11,archive
Marshall Wace LLP,Wereldhave N.V.,1.8,NL0000289213,2018-12-11,archive
Millennium International Management LP,Wereldhave N.V.,1.11,NL0000289213,2018-12-11,archive
Toscafund Asset Management LLP,Wereldhave N.V.,0.71,NL0000289213,2018-12-11,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.71,NL0012866412,2018-12-11,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.48,NL0000337319,2018-12-11,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.39,NL0000360618,2018-12-10,archive
Capital Fund Management S.A.,Fugro N.V.,1.79,NL0000352565,2018-12-10,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,1.01,NL0000289213,2018-12-10,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.53,NL0000337319,2018-12-10,archive
HBK Investments LP,Fugro N.V.,1.72,NL0000352565,2018-12-10,archive
Marshall Wace LLP,Signify N.V.,0.71,NL0011821392,2018-12-10,archive
Marshall Wace LLP,Wereldhave N.V.,1.97,NL0000289213,2018-12-10,archive
Renaissance Technologies LLC,Signify N.V.,0.49,NL0011821392,2018-12-10,archive
Systematica Investments Limited,Fugro N.V.,0.99,NL0000352565,2018-12-10,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.77,NL0000888691,2018-12-07,archive
AHL Partners LLP,Fugro N.V.,1.89,NL0000352565,2018-12-07,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.4,NL0000360618,2018-12-07,archive
Capital Fund Management S.A.,PostNL N.V.,0.7,NL0009739416,2018-12-07,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.48,NL0000337319,2018-12-07,archive
HBK Investments LP,Fugro N.V.,1.62,NL0000352565,2018-12-07,archive
Marshall Wace LLP,Fugro N.V.,2.9,NL0000352565,2018-12-07,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.64,NL0012866412,2018-12-07,archive
"WorldQuant, LLC",Wereldhave N.V.,0.59,NL0000289213,2018-12-07,archive
AHL Partners LLP,Fugro N.V.,1.9,NL0000352565,2018-12-06,archive
AHL Partners LLP,PostNL N.V.,0.87,NL0009739416,2018-12-06,archive
Capital Fund Management S.A.,PostNL N.V.,0.68,NL0009739416,2018-12-06,archive
Gladstone Capital Management LLP,Koninklijke BAM Groep N.V.,1.3,NL0000337319,2018-12-06,archive
HBK Investments LP,Fugro N.V.,1.72,NL0000352565,2018-12-06,archive
Kingdon Capital Management LLC,Pharming Group N.V.,0.46,NL0010391025,2018-12-06,archive
Systematica Investments Limited,Fugro N.V.,1.09,NL0000352565,2018-12-06,archive
TT International,IMCD N.V.,0.52,NL0010801007,2018-12-06,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.58,NL0000337319,2018-12-06,archive
B&G Master Fund Plc,AEGON Ltd.,0.48,NL0000303709,2018-12-05,archive
Citadel Advisors II LLC,Pharming Group N.V.,0.46,NL0010391025,2018-12-05,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.91,NL0000289213,2018-12-05,archive
HBK Investments LP,Fugro N.V.,1.62,NL0000352565,2018-12-05,archive
Marshall Wace LLP,ARCADIS N.V.,2.49,NL0006237562,2018-12-05,archive
Marshall Wace LLP,PostNL N.V.,2.91,NL0009739416,2018-12-05,archive
Marshall Wace LLP,Signify N.V.,0.61,NL0011821392,2018-12-05,archive
Marshall Wace LLP,Wereldhave N.V.,2.08,NL0000289213,2018-12-05,archive
Millennium International Management LP,Wereldhave N.V.,1.0,NL0000289213,2018-12-05,archive
RAM Active Investments SA,Fugro N.V.,0.64,NL0000352565,2018-12-05,archive
Renaissance Technologies LLC,Signify N.V.,0.5,NL0011821392,2018-12-05,archive
"WorldQuant, LLC",Fugro N.V.,0.87,NL0000352565,2018-12-05,archive
AHL Partners LLP,AMG Critical Materials N.V.,1.8,NL0000888691,2018-12-04,archive
AHL Partners LLP,Fugro N.V.,1.83,NL0000352565,2018-12-04,archive
"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.69,NL0000289213,2018-12-04,archive
Leucadia Investment Management Limited,ARCADIS N.V.,0.45,NL0006237562,2018-12-04,archive
Marshall Wace Asia Limited,ARCADIS N.V.,1.41,NL0006237562,2018-12-04,archive
Marshall Wace LLP,ARCADIS N.V.,2.5,NL0006237562,2018-12-04,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.53,NL0011794037,2018-12-04,archive
Marshall Wace LLP,TomTom N.V.,0.46,NL0000387058,2018-12-04,archive
Systematica Investments Limited,Fugro N.V.,1.16,NL0000352565,2018-12-04,archive
Voleon Capital Management LP,Fugro N.V.,0.52,NL0000352565,2018-12-04,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.58,NL0012866412,2018-12-04,archive
