issuer_name,isin,position_date,position_holder,net_short_position,source
Signify N.V.,NL0011821392,2023-02-13,Millennium International Management LP,0.69,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-02-13,SIH Partners LLLP,0.44,archive
Alfen N.V.,NL0012817175,2023-02-10,Marshall Wace LLP,1.33,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-10,Marshall Wace LLP,0.53,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-10,Millennium International Management LP,0.63,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-10,Viking Global Investors LP,1.54,archive
Akzo Nobel N.V.,NL0013267909,2023-02-08,Marshall Wace LLP,0.58,archive
Koninklijke BAM Groep N.V.,NL0000337319,2023-02-08,Marshall Wace LLP,0.58,archive
PostNL N.V.,NL0009739416,2023-02-08,Marshall Wace LLP,1.27,archive
Signify N.V.,NL0011821392,2023-02-08,Millennium International Management LP,0.7,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-02-08,SIH Partners LLLP,0.51,archive
TomTom N.V.,NL0013332471,2023-02-07,Citadel Advisors LLC,0.9,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-07,Millennium International Management LP,0.7,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-07,"Point72 Asset Management, L.P.",1.54,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-06,Millennium International Management LP,0.69,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-06,"Point72 Asset Management, L.P.",1.44,archive
Basic-Fit N.V.,NL0011872650,2023-02-06,SIH Partners LLLP,0.49,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-06,Viking Global Investors LP,1.79,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2023-02-03,Kintbury Capital LLP,0.49,archive
Akzo Nobel N.V.,NL0013267909,2023-02-03,Marshall Wace LLP,0.6,archive
Signify N.V.,NL0011821392,2023-02-03,Millennium Capital Partners LLP,0.48,archive
Signify N.V.,NL0011821392,2023-02-03,Millennium International Management LP,0.66,archive
Aperam S.A.,LU0569974404,2023-02-03,Pantechnicon Advisors LLP,0.54,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-03,"Point72 Asset Management, L.P.",1.38,archive
Basic-Fit N.V.,NL0011872650,2023-02-03,SIH Partners LLLP,0.5,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-02-03,SIH Partners LLLP,0.49,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-03,Viking Global Investors LP,1.81,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-03,"WorldQuant, LLC",0.46,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-02,Citadel Advisors Europe Limited,0.44,archive
Alfen N.V.,NL0012817175,2023-02-02,Marble Bar Asset Management LLP,0.76,archive
Signify N.V.,NL0011821392,2023-02-02,Millennium Capital Partners LLP,0.54,archive
Basic-Fit N.V.,NL0011872650,2023-02-02,SIH Partners LLLP,0.49,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-02,Viking Global Investors LP,1.94,archive
Koninklijke Philips N.V.,NL0000009538,2023-02-01,Greenvale Capital LLP,0.65,archive
SBM Offshore N.V.,NL0000360618,2023-02-01,JPMorgan Asset Management (UK) Ltd.,0.7,archive
Alfen N.V.,NL0012817175,2023-02-01,Marshall Wace LLP,1.29,archive
Signify N.V.,NL0011821392,2023-02-01,Millennium Capital Partners LLP,0.61,archive
OCI N.V.,NL0010558797,2023-02-01,Millennium International Management LP,0.48,archive
Ebusco Holding N.V.,NL0015000CZ2,2023-02-01,Otus Capital Management Ltd.,0.83,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-02-01,"Point72 Asset Management, L.P.",1.27,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-31,Marshall Wace LLP,0.83,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-31,Millennium International Management LP,0.87,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-31,"Point72 Asset Management, L.P.",1.5,archive
Wereldhave N.V.,NL0000289213,2023-01-31,Toscafund Asset Management LLP,1.3,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-30,Citadel Advisors Europe Limited,0.56,archive
TomTom N.V.,NL0013332471,2023-01-30,Citadel Advisors LLC,0.82,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-30,"Point72 Asset Management, L.P.",1.42,archive
Basic-Fit N.V.,NL0011872650,2023-01-30,Praxis Alpha Partners LLP,0.49,archive
Signify N.V.,NL0011821392,2023-01-27,AKO Capital LLP,1.21,archive
Flow Traders Ltd.,BMG3602E1084,2023-01-27,Canada Pension Plan Investment Board,0.55,archive
Akzo Nobel N.V.,NL0013267909,2023-01-27,Marshall Wace LLP,0.52,archive
Alfen N.V.,NL0012817175,2023-01-27,Marshall Wace LLP,1.39,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-27,Marshall Wace LLP,0.71,archive
PostNL N.V.,NL0009739416,2023-01-27,Millennium Capital Partners LLP,0.58,archive
Signify N.V.,NL0011821392,2023-01-27,Millennium Capital Partners LLP,0.57,archive
Basic-Fit N.V.,NL0011872650,2023-01-27,Praxis Alpha Partners LLP,0.5,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-26,"AQR Capital Management, LLC",0.49,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-01-26,SIH Partners LLLP,0.51,archive
Wereldhave N.V.,NL0000289213,2023-01-26,"Woodson Capital Master Fund, LP",2.39,archive
PostNL N.V.,NL0009739416,2023-01-25,Marshall Wace LLP,1.37,archive
Ebusco Holding N.V.,NL0015000CZ2,2023-01-25,Otus Capital Management Ltd.,0.71,archive
Aperam S.A.,LU0569974404,2023-01-25,Pantechnicon Advisors LLP,0.48,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-01-25,SIH Partners LLLP,0.49,archive
Wereldhave N.V.,NL0000289213,2023-01-25,"Woodson Capital Master Fund, LP",2.47,archive
Basic-Fit N.V.,NL0011872650,2023-01-24,CapeView Capital LLP,0.68,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-24,Marshall Wace LLP,0.62,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-24,"Point72 Asset Management, L.P.",1.39,archive
PostNL N.V.,NL0009739416,2023-01-23,Marshall Wace LLP,1.41,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-23,"Point72 Asset Management, L.P.",1.27,archive
Koninklijke BAM Groep N.V.,NL0000337319,2023-01-20,Citadel Advisors LLC,0.49,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2023-01-20,Kintbury Capital LLP,0.51,archive
Signify N.V.,NL0011821392,2023-01-20,Millennium Capital Partners LLP,0.47,archive
OCI N.V.,NL0010558797,2023-01-20,Millennium International Management LP,0.5,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-01-20,SIH Partners LLLP,0.51,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-20,"WorldQuant, LLC",0.5,archive
Alfen N.V.,NL0012817175,2023-01-19,"Arrowstreet Capital, Limited Partnership",0.59,archive
TomTom N.V.,NL0013332471,2023-01-19,Citadel Advisors LLC,0.7,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2023-01-19,Kintbury Capital LLP,0.47,archive
Pharming Group N.V.,NL0010391025,2023-01-19,Lazard Asset Management LLC,0.58,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-19,Millennium International Management LP,0.99,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-01-19,SIH Partners LLLP,0.49,archive
Alfen N.V.,NL0012817175,2023-01-18,Marble Bar Asset Management LLP,0.6,archive
Alfen N.V.,NL0012817175,2023-01-18,Pictet Asset Management S.A.,0.47,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-17,Citadel Advisors Europe Limited,0.44,archive
Signify N.V.,NL0011821392,2023-01-17,Millennium Capital Partners LLP,0.53,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-16,"AQR Capital Management, LLC",0.5,archive
TomTom N.V.,NL0013332471,2023-01-16,Citadel Advisors LLC,0.52,archive
Alfen N.V.,NL0012817175,2023-01-16,Marshall Wace LLP,1.56,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-16,Millennium International Management LP,1.08,archive
Wereldhave N.V.,NL0000289213,2023-01-16,"Woodson Capital Master Fund, LP",2.58,archive
Galapagos NV,BE0003818359,2023-01-13,AHL Partners LLP,0.49,archive
Signify N.V.,NL0011821392,2023-01-13,Millennium Capital Partners LLP,0.65,archive
Pharming Group N.V.,NL0010391025,2023-01-13,Millennium International Management LP,0.5,archive
Alfen N.V.,NL0012817175,2023-01-13,Pictet Asset Management S.A.,0.52,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-13,"WorldQuant, LLC",0.46,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2023-01-12,Kintbury Capital LLP,0.56,archive
Alfen N.V.,NL0012817175,2023-01-12,Marble Bar Asset Management LLP,0.59,archive
Alfen N.V.,NL0012817175,2023-01-12,Marshall Wace LLP,1.66,archive
Koninklijke BAM Groep N.V.,NL0000337319,2023-01-12,Marshall Wace LLP,0.69,archive
PostNL N.V.,NL0009739416,2023-01-12,Marshall Wace LLP,1.39,archive
Pharming Group N.V.,NL0010391025,2023-01-12,Millennium International Management LP,0.49,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-11,Citadel Advisors Europe Limited,0.52,archive
Alfen N.V.,NL0012817175,2023-01-11,Marshall Wace LLP,1.7,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-11,Marshall Wace LLP,0.59,archive
PostNL N.V.,NL0009739416,2023-01-11,Millennium Capital Partners LLP,0.61,archive
Pharming Group N.V.,NL0010391025,2023-01-11,Millennium International Management LP,0.5,archive
Signify N.V.,NL0011821392,2023-01-11,Millennium International Management LP,0.71,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-11,"Point72 Asset Management, L.P.",1.36,archive
Wereldhave N.V.,NL0000289213,2023-01-11,"Woodson Capital Master Fund, LP",2.68,archive
SBM Offshore N.V.,NL0000360618,2023-01-10,JPMorgan Asset Management (UK) Ltd.,0.65,archive
Alfen N.V.,NL0012817175,2023-01-10,Marble Bar Asset Management LLP,0.62,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-09,"Davidson Kempner European Partners, LLP",0.62,archive
Signify N.V.,NL0011821392,2023-01-09,Millennium International Management LP,0.62,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-09,"WorldQuant, LLC",0.59,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-06,"Point72 Asset Management, L.P.",1.59,archive
ABN AMRO Bank NV,NL0011540547,2023-01-06,Qube Research & Technologies Ltd.,0.49,archive
PostNL N.V.,NL0009739416,2023-01-06,Qube Research & Technologies Ltd.,0.48,archive
BE Semiconductor Industries N.V.,NL0012866412,2023-01-05,"Point72 Asset Management, L.P.",1.7,archive
Wereldhave N.V.,NL0000289213,2023-01-05,Toscafund Asset Management LLP,1.26,archive
Koninklijke BAM Groep N.V.,NL0000337319,2023-01-04,Marshall Wace LLP,0.76,archive
PostNL N.V.,NL0009739416,2023-01-04,Marshall Wace LLP,1.47,archive
Signify N.V.,NL0011821392,2023-01-04,Millennium Capital Partners LLP,0.53,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-04,Viking Global Investors LP,2.01,archive
Koninklijke Philips N.V.,NL0000009538,2023-01-03,Marshall Wace LLP,0.69,archive
Signify N.V.,NL0011821392,2023-01-03,Sandbar Assets Management LLP,0.48,archive
Koninklijke Heijmans N.V.,NL0009269109,2023-01-03,SIH Partners LLLP,0.56,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2023-01-02,Kintbury Capital LLP,0.61,archive
PostNL N.V.,NL0009739416,2023-01-02,Marshall Wace LLP,1.59,archive
PostNL N.V.,NL0009739416,2023-01-02,Qube Research & Technologies Ltd.,0.57,archive
Basic-Fit N.V.,NL0011872650,2023-01-02,SIH Partners LLLP,0.59,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-30,Greenvale Capital LLP,0.7,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-30,Marshall Wace LLP,0.72,archive
Basic-Fit N.V.,NL0011872650,2022-12-30,Praxis Alpha Partners LLP,0.6,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-29,Marshall Wace LLP,0.89,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-28,Millennium International Management LP,1.17,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-28,"WorldQuant, LLC",0.62,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-27,Citadel Advisors LLC,0.49,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2022-12-27,Marshall Wace LLP,0.49,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-27,"Point72 Asset Management, L.P.",1.69,archive
Signify N.V.,NL0011821392,2022-12-23,Millennium Capital Partners LLP,0.6,archive
Pharming Group N.V.,NL0010391025,2022-12-22,Citadel Advisors LLC,0.45,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-22,Greenvale Capital LLP,0.66,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-22,"Point72 Asset Management, L.P.",1.77,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-22,Viking Global Investors LP,1.9,archive
PostNL N.V.,NL0009739416,2022-12-22,"WorldQuant, LLC",0.48,archive
Alfen N.V.,NL0012817175,2022-12-21,"Arrowstreet Capital, Limited Partnership",0.6,archive
Alfen N.V.,NL0012817175,2022-12-21,Marshall Wace LLP,1.84,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-21,Marshall Wace LLP,0.99,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-21,Marshall Wace LLP,0.68,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-21,"Point72 Asset Management, L.P.",1.9,archive
PostNL N.V.,NL0009739416,2022-12-21,Qube Research & Technologies Ltd.,0.65,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-21,Viking Global Investors LP,1.69,archive
PostNL N.V.,NL0009739416,2022-12-21,"WorldQuant, LLC",0.5,archive
Galapagos NV,BE0003818359,2022-12-20,AHL Partners LLP,0.5,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-20,Citadel Advisors LLC,0.59,archive
Pharming Group N.V.,NL0010391025,2022-12-20,Citadel Advisors LLC,0.59,archive
ABN AMRO Bank NV,NL0011540547,2022-12-20,Marshall Wace LLP,0.45,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-20,Marshall Wace LLP,0.76,archive
Signify N.V.,NL0011821392,2022-12-20,Millennium International Management LP,0.52,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-20,"Point72 Asset Management, L.P.",2.04,archive
ABN AMRO Bank NV,NL0011540547,2022-12-20,Qube Research & Technologies Ltd.,0.52,archive
PostNL N.V.,NL0009739416,2022-12-20,Qube Research & Technologies Ltd.,0.7,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-20,"WorldQuant, LLC",0.51,archive
Pharming Group N.V.,NL0010391025,2022-12-19,Citadel Advisors LLC,0.67,archive
ABN AMRO Bank NV,NL0011540547,2022-12-19,Marshall Wace LLP,0.51,archive
TomTom N.V.,NL0013332471,2022-12-19,Otus Capital Management Ltd.,0.7,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-19,"Point72 Asset Management, L.P.",2.27,archive
Basic-Fit N.V.,NL0011872650,2022-12-19,Praxis Alpha Partners LLP,0.57,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-19,Viking Global Investors LP,1.41,archive
Basic-Fit N.V.,NL0011872650,2022-12-16,CapeView Capital LLP,0.72,archive
ABN AMRO Bank NV,NL0011540547,2022-12-16,Marshall Wace LLP,0.6,archive
Alfen N.V.,NL0012817175,2022-12-16,Marshall Wace LLP,1.7,archive
Signify N.V.,NL0011821392,2022-12-16,Millennium Capital Partners LLP,0.56,archive
TomTom N.V.,NL0013332471,2022-12-16,Otus Capital Management Ltd.,0.65,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-16,"Point72 Asset Management, L.P.",2.37,archive
Galapagos NV,BE0003818359,2022-12-15,AHL Partners LLP,0.49,archive
Alfen N.V.,NL0012817175,2022-12-15,Marshall Wace LLP,1.57,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-15,Marshall Wace LLP,1.09,archive
TomTom N.V.,NL0013332471,2022-12-15,Otus Capital Management Ltd.,0.57,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-15,"Point72 Asset Management, L.P.",2.51,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-15,Qube Research & Technologies Ltd.,0.47,archive
PostNL N.V.,NL0009739416,2022-12-15,Qube Research & Technologies Ltd.,0.6,archive
Signify N.V.,NL0011821392,2022-12-15,Sandbar Assets Management LLP,0.51,archive
Koninklijke Heijmans N.V.,NL0009269109,2022-12-15,SIH Partners LLLP,0.64,archive
Basic-Fit N.V.,NL0011872650,2022-12-14,BlackRock Investment Management (UK) Limited,2.4,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-14,Citadel Advisors LLC,0.58,archive
Alfen N.V.,NL0012817175,2022-12-14,Marshall Wace LLP,1.49,archive
Aperam S.A.,LU0569974404,2022-12-14,Pantechnicon Advisors LLP,0.5,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-14,"Point72 Asset Management, L.P.",2.77,archive
Signify N.V.,NL0011821392,2022-12-14,Sandbar Assets Management LLP,0.49,archive
PostNL N.V.,NL0009739416,2022-12-13,GSA Capital Partners LLP,0.49,archive
Alfen N.V.,NL0012817175,2022-12-13,Marshall Wace LLP,1.38,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2022-12-13,Marshall Wace LLP,0.59,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-13,"Point72 Asset Management, L.P.",2.85,archive
Galapagos NV,BE0003818359,2022-12-12,AHL Partners LLP,0.5,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-12,"Davidson Kempner European Partners, LLP",0.58,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-12,Greenvale Capital LLP,0.75,archive
ABN AMRO Bank NV,NL0011540547,2022-12-12,Marshall Wace LLP,0.79,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-12,Marshall Wace LLP,1.18,archive
Koninklijke Philips N.V.,NL0000009538,2022-12-12,Marshall Wace LLP,0.87,archive
PostNL N.V.,NL0009739416,2022-12-12,Marshall Wace LLP,1.67,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-12,Millennium International Management LP,1.23,archive
Signify N.V.,NL0011821392,2022-12-09,Citadel Advisors Europe Limited,0.48,archive
Pharming Group N.V.,NL0010391025,2022-12-09,Citadel Advisors LLC,0.7,archive
Alfen N.V.,NL0012817175,2022-12-09,Marshall Wace LLP,1.24,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-09,"Point72 Asset Management, L.P.",2.71,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-09,Qube Research & Technologies Ltd.,0.58,archive
Pharming Group N.V.,NL0010391025,2022-12-08,Citadel Advisors LLC,0.68,archive
TomTom N.V.,NL0013332471,2022-12-08,Citadel Advisors LLC,0.41,archive
PostNL N.V.,NL0009739416,2022-12-08,Marshall Wace LLP,1.77,archive
Unibail-Rodamco-Westfield SE,FR0013326246,2022-12-08,Marshall Wace LLP,0.69,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-07,Citadel Advisors LLC,0.6,archive
Pharming Group N.V.,NL0010391025,2022-12-07,Citadel Advisors LLC,0.7,archive
Alfen N.V.,NL0012817175,2022-12-07,Marshall Wace LLP,1.13,archive
Koninklijke Heijmans N.V.,NL0009269109,2022-12-07,SIH Partners LLLP,0.75,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-06,Qube Research & Technologies Ltd.,0.69,archive
Pharming Group N.V.,NL0010391025,2022-12-05,Citadel Advisors LLC,0.61,archive
TomTom N.V.,NL0013332471,2022-12-05,Citadel Advisors LLC,0.51,archive
PostNL N.V.,NL0009739416,2022-12-05,Marshall Wace LLP,1.88,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-05,"Point72 Asset Management, L.P.",2.6,archive
Pharming Group N.V.,NL0010391025,2022-12-02,Citadel Advisors LLC,0.59,archive
Koninklijke Heijmans N.V.,NL0009269109,2022-12-02,SIH Partners LLLP,0.63,archive
Flow Traders Ltd.,NL0011279492,2022-12-02,Voleon Capital Management LP,0.48,archive
Basic-Fit N.V.,NL0011872650,2022-12-01,Citadel Advisors Europe Limited,0.47,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-01,Citadel Advisors LLC,0.56,archive
ArcelorMittal S.A.,LU1598757687,2022-12-01,Marshall Wace LLP,0.47,archive
Koninklijke BAM Groep N.V.,NL0000337319,2022-12-01,Marshall Wace LLP,1.28,archive
PostNL N.V.,NL0009739416,2022-12-01,Millennium Capital Partners LLP,0.59,archive
BE Semiconductor Industries N.V.,NL0012866412,2022-12-01,"Point72 Asset Management, L.P.",2.5,archive
Koninklijke Heijmans N.V.,NL0009269109,2022-12-01,SIH Partners LLLP,0.59,archive
AMG Critical Materials N.V.,NL0000888691,2022-12-01,Systematica Investments Limited,0.49,archive
Alfen N.V.,NL0012817175,2022-11-30,Marshall Wace LLP,1.08,archive
Koninklijke Philips N.V.,NL0000009538,2022-11-30,Marshall Wace LLP,0.94,archive
Signify N.V.,NL0011821392,2022-11-30,Sandbar Assets Management LLP,0.57,archive
Galapagos NV,BE0003818359,2022-11-29,AHL Partners LLP,0.49,archive
Koninklijke Philips N.V.,NL0000009538,2022-11-29,Marshall Wace LLP,1.0,archive
AMG Critical Materials N.V.,NL0000888691,2022-11-29,Qube Research & Technologies Ltd.,0.7,archive
Galapagos NV,BE0003818359,2022-11-28,"AQR Capital Management, LLC",0.49,archive
Signify N.V.,NL0011821392,2022-11-28,Citadel Advisors Europe Limited,0.51,archive
Pharming Group N.V.,NL0010391025,2022-11-28,Citadel Advisors LLC,0.42,archive
Alfen N.V.,NL0012817175,2022-11-28,Marshall Wace LLP,1.18,archive
