position_holder,net_short_position,position_date,issuer_name,isin,source
Jupiter Investment Management Limited,0.78,2020-05-19,AMG Critical Materials N.V.,NL0000888691,archive
Lansdowne Partners (UK) LLP,1.99,2020-05-19,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.71,2020-05-19,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,3.64,2020-05-19,Fugro N.V.,NL0000352565,archive
Sandbar Assets Management LLP,0.43,2020-05-19,Signify N.V.,NL0011821392,archive
SFM UK Management LLP,0.95,2020-05-19,TKH Group N.V.,NL0000852523,archive
B&G Master Fund Plc,1.35,2020-05-18,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,0.87,2020-05-18,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.28,2020-05-18,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Europe LLP,0.54,2020-05-18,ArcelorMittal S.A.,LU1598757687,archive
HBK Investments LP,0.85,2020-05-18,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,3.52,2020-05-18,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.57,2020-05-18,Lakefront Biotherapeutics NV,BE0003818359,archive
Oceanwood Capital Management LLP,0.52,2020-05-18,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Parian GP LLC,0.54,2020-05-18,Wereldhave N.V.,NL0000289213,archive
"PDT Partners, LLC",0.59,2020-05-18,PostNL N.V.,NL0009739416,archive
Sculptor Capital Management Europe Limited,2.67,2020-05-18,Fugro N.V.,NL0000352565,archive
Voleon Capital Management LP,0.86,2020-05-18,Flow Traders Ltd.,NL0011279492,archive
"Woodson Capital Master Fund, LP",0.88,2020-05-18,Unibail-Rodamco-Westfield SE,FR0013326246,archive
"WorldQuant, LLC",1.93,2020-05-18,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,0.48,2020-05-15,SBM Offshore N.V.,NL0000360618,archive
AKO Capital LLP,0.69,2020-05-15,ARCADIS N.V.,NL0006237562,archive
Bogle Investment Management LP,0.48,2020-05-15,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,0.54,2020-05-15,Aperam S.A.,LU0569974404,archive
Citadel Advisors LLC,0.48,2020-05-15,Wereldhave N.V.,NL0000289213,archive
CQS (UK) LLP,0.68,2020-05-15,BE Semiconductor Industries N.V.,NL0012866412,archive
HBK Investments LP,0.93,2020-05-15,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,0.43,2020-05-15,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,3.39,2020-05-15,Fugro N.V.,NL0000352565,archive
"PDT Partners, LLC",0.6,2020-05-15,PostNL N.V.,NL0009739416,archive
Sandbar Assets Management LLP,0.72,2020-05-15,Signify N.V.,NL0011821392,archive
"WorldQuant, LLC",1.83,2020-05-15,Koninklijke BAM Groep N.V.,NL0000337319,archive
AKO Capital LLP,0.73,2020-05-14,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.54,2020-05-14,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,3.26,2020-05-14,Fugro N.V.,NL0000352565,archive
Oceanwood Capital Management LLP,0.74,2020-05-14,ARCADIS N.V.,NL0006237562,archive
SFM UK Management LLP,1.0,2020-05-14,TKH Group N.V.,NL0000852523,archive
Susquehanna International Securities Limited,0.48,2020-05-14,Koninklijke Heijmans N.V.,NL0009269109,archive
"Woodson Capital Master Fund, LP",0.9,2020-05-14,Unibail-Rodamco-Westfield SE,FR0013326246,archive
"WorldQuant, LLC",1.74,2020-05-14,Koninklijke BAM Groep N.V.,NL0000337319,archive
B&G Master Fund Plc,1.21,2020-05-13,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,1.35,2020-05-13,Koninklijke BAM Groep N.V.,NL0000337319,archive
GSA Capital Partners LLP,0.62,2020-05-13,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.56,2020-05-13,Basic-Fit N.V.,NL0011872650,archive
Marshall Wace LLP,0.61,2020-05-13,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.66,2020-05-13,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,3.18,2020-05-13,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.68,2020-05-13,Lakefront Biotherapeutics NV,BE0003818359,archive
Marshall Wace LLP,0.7,2020-05-13,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Scopia Capital Management LP,1.12,2020-05-13,BE Semiconductor Industries N.V.,NL0012866412,archive
Sculptor Capital Management Europe Limited,2.75,2020-05-13,Fugro N.V.,NL0000352565,archive
Susquehanna International Securities Limited,0.4,2020-05-13,AMG Critical Materials N.V.,NL0000888691,archive
Susquehanna International Securities Limited,0.51,2020-05-13,Koninklijke Heijmans N.V.,NL0009269109,archive
Systematica Investments Limited,0.9,2020-05-13,AMG Critical Materials N.V.,NL0000888691,archive
Toscafund Asset Management LLP,1.01,2020-05-13,Wereldhave N.V.,NL0000289213,archive
"WorldQuant, LLC",1.55,2020-05-13,Koninklijke BAM Groep N.V.,NL0000337319,archive
B&G Master Fund Plc,1.1,2020-05-12,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,0.9,2020-05-12,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.22,2020-05-12,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,0.52,2020-05-12,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,3.05,2020-05-12,Fugro N.V.,NL0000352565,archive
Sandbar Assets Management LLP,0.9,2020-05-12,Signify N.V.,NL0011821392,archive
Susquehanna International Securities Limited,0.51,2020-05-12,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.99,2020-05-12,Flow Traders Ltd.,NL0011279492,archive
Voleon Capital Management LP,0.79,2020-05-12,PostNL N.V.,NL0009739416,archive
"Woodson Capital Master Fund, LP",0.8,2020-05-12,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Adage Capital Management L.P.,0.45,2020-05-11,ArcelorMittal S.A.,LU1598757687,archive
"Athanor Capital, LP",0.7,2020-05-11,Wereldhave N.V.,NL0000289213,archive
Citadel Advisors LLC,0.49,2020-05-11,Wereldhave N.V.,NL0000289213,archive
"D. E. Shaw & Co., L.P.",0.89,2020-05-11,Lakefront Biotherapeutics NV,BE0003818359,archive
GSA Capital Partners LLP,0.52,2020-05-11,Fugro N.V.,NL0000352565,archive
HBK Investments LP,0.5,2020-05-11,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.76,2020-05-11,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.67,2020-05-11,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Scopia Capital Management LP,1.01,2020-05-11,BE Semiconductor Industries N.V.,NL0012866412,archive
Sculptor Capital Management Europe Limited,2.87,2020-05-11,Fugro N.V.,NL0000352565,archive
"Woodson Capital Master Fund, LP",4.2,2020-05-11,Wereldhave N.V.,NL0000289213,archive
"WorldQuant, LLC",1.31,2020-05-11,Koninklijke BAM Groep N.V.,NL0000337319,archive
Canada Pension Plan Investment Board,1.11,2020-05-08,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,0.99,2020-05-08,Koninklijke BAM Groep N.V.,NL0000337319,archive
HBK Investments LP,0.97,2020-05-08,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.85,2020-05-08,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.79,2020-05-08,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,2.97,2020-05-08,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.71,2020-05-08,Lakefront Biotherapeutics NV,BE0003818359,archive
Marshall Wace LLP,1.5,2020-05-08,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,0.59,2020-05-08,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Sculptor Capital Management Europe Limited,2.91,2020-05-08,Fugro N.V.,NL0000352565,archive
Susquehanna International Securities Limited,0.48,2020-05-08,AMG Critical Materials N.V.,NL0000888691,archive
Verde Serviços Internacionais S.A.,0.55,2020-05-08,BE Semiconductor Industries N.V.,NL0012866412,archive
Voleon Capital Management LP,1.09,2020-05-08,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",0.89,2020-05-08,Alfen N.V.,NL0012817175,archive
Adage Capital Management L.P.,0.74,2020-05-07,ArcelorMittal S.A.,LU1598757687,archive
BlueCrest Capital Management Limited,1.02,2020-05-07,Koninklijke BAM Groep N.V.,NL0000337319,archive
Bogle Investment Management LP,0.59,2020-05-07,AMG Critical Materials N.V.,NL0000888691,archive
Canada Pension Plan Investment Board,0.76,2020-05-07,AMG Critical Materials N.V.,NL0000888691,archive
Clearance Capital Limited,0.66,2020-05-07,Eurocommercial Properties N.V.,NL0000288876,archive
HBK Investments LP,1.44,2020-05-07,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.95,2020-05-07,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.61,2020-05-07,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Sculptor Capital Management Europe Limited,2.89,2020-05-07,Fugro N.V.,NL0000352565,archive
Whitebox Advisors LLC,1.39,2020-05-07,Fugro N.V.,NL0000352565,archive
Adage Capital Management L.P.,0.84,2020-05-06,ArcelorMittal S.A.,LU1598757687,archive
AKO Capital LLP,0.88,2020-05-06,ARCADIS N.V.,NL0006237562,archive
Canada Pension Plan Investment Board,0.64,2020-05-06,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.04,2020-05-06,AMG Critical Materials N.V.,NL0000888691,archive
Sandbar Assets Management LLP,0.86,2020-05-06,Signify N.V.,NL0011821392,archive
Sculptor Capital Management Europe Limited,3.06,2020-05-06,Fugro N.V.,NL0000352565,archive
Susquehanna International Securities Limited,0.55,2020-05-06,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.88,2020-05-06,PostNL N.V.,NL0009739416,archive
"Woodson Capital Master Fund, LP",0.73,2020-05-06,Unibail-Rodamco-Westfield SE,FR0013326246,archive
"Woodson Capital Master Fund, LP",4.11,2020-05-06,Wereldhave N.V.,NL0000289213,archive
Canada Pension Plan Investment Board,0.52,2020-05-05,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.07,2020-05-05,Koninklijke BAM Groep N.V.,NL0000337319,archive
HBK Investments LP,0.88,2020-05-05,Koninklijke BAM Groep N.V.,NL0000337319,archive
Sculptor Capital Management Europe Limited,3.12,2020-05-05,Fugro N.V.,NL0000352565,archive
Susquehanna International Securities Limited,0.44,2020-05-05,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.98,2020-05-05,PostNL N.V.,NL0009739416,archive
Whitebox Advisors LLC,1.44,2020-05-05,Fugro N.V.,NL0000352565,archive
Citadel Advisors LLC,0.54,2020-05-04,Wereldhave N.V.,NL0000289213,archive
HBK Investments LP,1.8,2020-05-04,Fugro N.V.,NL0000352565,archive
HBK Investments LP,0.9,2020-05-04,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,1.17,2020-05-04,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.89,2020-05-04,Flow Traders Ltd.,NL0011279492,archive
Renaissance Technologies LLC,0.49,2020-05-04,ASR Nederland N.V.,NL0011872643,archive
Susquehanna International Securities Limited,0.51,2020-05-04,AMG Critical Materials N.V.,NL0000888691,archive
Toscafund Asset Management LLP,0.95,2020-05-04,Wereldhave N.V.,NL0000289213,archive
Oceanwood Capital Management Limited,0.0,2020-05-01,ARCADIS N.V.,NL0006237562,archive
Oceanwood Capital Management LLP,0.6,2020-05-01,ARCADIS N.V.,NL0006237562,archive
Susquehanna International Securities Limited,0.45,2020-05-01,AMG Critical Materials N.V.,NL0000888691,archive
"AQR Capital Management, LLC",0.79,2020-04-30,Koninklijke Vopak N.V.,NL0009432491,archive
BlueCrest Capital Management Limited,0.98,2020-04-30,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,1.16,2020-04-30,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,0.37,2020-04-30,Pharming Group N.V.,NL0010391025,archive
Citadel Advisors LLC,0.49,2020-04-30,Wereldhave N.V.,NL0000289213,archive
Clearance Capital Limited,0.77,2020-04-30,Eurocommercial Properties N.V.,NL0000288876,archive
CQS (UK) LLP,0.76,2020-04-30,BE Semiconductor Industries N.V.,NL0012866412,archive
HBK Investments LP,1.63,2020-04-30,Fugro N.V.,NL0000352565,archive
Linden Advisors LP,1.26,2020-04-30,Pharming Group N.V.,NL0010391025,archive
Marshall Wace LLP,1.22,2020-04-30,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.5,2020-04-30,Unibail-Rodamco-Westfield SE,FR0013326246,archive
Oceanwood Capital Management Limited,0.6,2020-04-30,ARCADIS N.V.,NL0006237562,archive
Renaissance Technologies LLC,0.5,2020-04-30,ASR Nederland N.V.,NL0011872643,archive
Sculptor Capital Management Europe Limited,3.23,2020-04-30,Fugro N.V.,NL0000352565,archive
Susquehanna International Securities Limited,0.57,2020-04-30,AMG Critical Materials N.V.,NL0000888691,archive
Systematica Investments Limited,0.8,2020-04-30,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,1.19,2020-04-30,Flow Traders Ltd.,NL0011279492,archive
Voleon Capital Management LP,0.48,2020-04-30,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",0.69,2020-04-29,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,0.59,2020-04-29,Pharming Group N.V.,NL0010391025,archive
HBK Investments LP,1.55,2020-04-29,Fugro N.V.,NL0000352565,archive
HBK Investments LP,0.84,2020-04-29,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,3.01,2020-04-29,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.69,2020-04-29,Lakefront Biotherapeutics NV,BE0003818359,archive
Sandbar Assets Management LLP,0.7,2020-04-29,Signify N.V.,NL0011821392,archive
Sculptor Capital Management Europe Limited,3.18,2020-04-29,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.49,2020-04-28,OCI N.V.,NL0010558797,archive
Citadel Advisors LLC,0.82,2020-04-28,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.25,2020-04-28,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,0.67,2020-04-28,Pharming Group N.V.,NL0010391025,archive
Citadel Advisors LLC,0.42,2020-04-28,PostNL N.V.,NL0009739416,archive
CQS (UK) LLP,0.68,2020-04-28,BE Semiconductor Industries N.V.,NL0012866412,archive
GLG Partners LP,0.47,2020-04-28,Wereldhave N.V.,NL0000289213,archive
HBK Investments LP,1.6,2020-04-28,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.38,2020-04-28,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,1.26,2020-04-28,Flow Traders Ltd.,NL0011279492,archive
Voleon Capital Management LP,1.0,2020-04-28,PostNL N.V.,NL0009739416,archive
Whitebox Advisors LLC,1.34,2020-04-28,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.93,2020-04-28,Alfen N.V.,NL0012817175,archive
"AQR Capital Management, LLC",2.69,2020-04-27,SBM Offshore N.V.,NL0000360618,archive
Citadel Advisors LLC,1.31,2020-04-27,Koninklijke BAM Groep N.V.,NL0000337319,archive
HBK Investments LP,1.58,2020-04-27,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.98,2020-04-27,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,2.98,2020-04-27,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.47,2020-04-27,SBM Offshore N.V.,NL0000360618,archive
The Mangrove Partners Master Fund Limited,0.77,2020-04-27,Fugro N.V.,NL0000352565,archive
Voleon Capital Management LP,0.48,2020-04-27,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,1.35,2020-04-27,Flow Traders Ltd.,NL0011279492,archive
BlackRock Investment Management (UK) Limited,0.39,2020-04-24,Signify N.V.,NL0011821392,archive
Citadel Advisors LLC,0.74,2020-04-24,AMG Critical Materials N.V.,NL0000888691,archive
HBK Investments LP,1.41,2020-04-24,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.46,2020-04-24,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,2.89,2020-04-24,Fugro N.V.,NL0000352565,archive
Oceanwood Capital Management Limited,0.5,2020-04-24,ARCADIS N.V.,NL0006237562,archive
Voleon Capital Management LP,0.56,2020-04-24,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,1.44,2020-04-24,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",0.83,2020-04-24,Alfen N.V.,NL0012817175,archive
"WorldQuant, LLC",1.29,2020-04-24,Koninklijke BAM Groep N.V.,NL0000337319,archive
Adage Capital Management L.P.,0.91,2020-04-23,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,0.57,2020-04-23,PostNL N.V.,NL0009739416,archive
GLG Partners LP,0.54,2020-04-23,Wereldhave N.V.,NL0000289213,archive
HBK Investments LP,1.39,2020-04-23,Fugro N.V.,NL0000352565,archive
HBK Investments LP,0.93,2020-04-23,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,2.34,2020-04-23,Fugro N.V.,NL0000352565,archive
Sandbar Assets Management LLP,0.84,2020-04-23,Signify N.V.,NL0011821392,archive
AKO Capital LLP,0.45,2020-04-22,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Atalan Capital Partners, LP",0.53,2020-04-22,Signify N.V.,NL0011821392,archive
Citadel Advisors LLC,0.62,2020-04-22,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.57,2020-04-22,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.97,2020-04-22,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.5,2020-04-22,SBM Offshore N.V.,NL0000360618,archive
Sandbar Assets Management LLP,0.71,2020-04-22,Signify N.V.,NL0011821392,archive
Systematica Investments Limited,0.7,2020-04-22,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.67,2020-04-22,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.58,2020-04-22,Fugro N.V.,NL0000352565,archive
Voleon Capital Management LP,0.9,2020-04-22,PostNL N.V.,NL0009739416,archive
Whitebox Advisors LLC,1.29,2020-04-22,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.71,2020-04-22,Alfen N.V.,NL0012817175,archive
AKO Capital LLP,0.63,2020-04-21,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Athanor Capital, LP",0.62,2020-04-21,Wereldhave N.V.,NL0000289213,archive
Citadel Advisors LLC,0.54,2020-04-21,AMG Critical Materials N.V.,NL0000888691,archive
HBK Investments LP,1.4,2020-04-21,Fugro N.V.,NL0000352565,archive
Linden Advisors LP,1.18,2020-04-21,Pharming Group N.V.,NL0010391025,archive
Marshall Wace LLP,0.44,2020-04-21,Adyen N.V.,NL0012969182,archive
Marshall Wace LLP,1.72,2020-04-21,Fugro N.V.,NL0000352565,archive
Numeric Investors LLC,0.47,2020-04-21,Lakefront Biotherapeutics NV,BE0003818359,archive
Sandbar Assets Management LLP,0.91,2020-04-21,Signify N.V.,NL0011821392,archive
Voleon Capital Management LP,1.54,2020-04-21,Flow Traders Ltd.,NL0011279492,archive
Voleon Capital Management LP,0.63,2020-04-21,Fugro N.V.,NL0000352565,archive
Whitebox Advisors LLC,1.18,2020-04-21,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.63,2020-04-21,Alfen N.V.,NL0012817175,archive
AKO Capital LLP,0.94,2020-04-20,Koninklijke BAM Groep N.V.,NL0000337319,archive
"AQR Capital Management, LLC",0.88,2020-04-20,Koninklijke Vopak N.V.,NL0009432491,archive
Clearance Capital Limited,0.82,2020-04-20,Eurocommercial Properties N.V.,NL0000288876,archive
Marshall Wace LLP,1.67,2020-04-20,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,2.39,2020-04-20,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.66,2020-04-20,Fugro N.V.,NL0000352565,archive
Systematica Investments Limited,0.8,2020-04-20,Fugro N.V.,NL0000352565,archive
Voleon Capital Management LP,0.74,2020-04-20,AMG Critical Materials N.V.,NL0000888691,archive
Whitebox Advisors LLC,1.0,2020-04-20,Fugro N.V.,NL0000352565,archive
Woodline Partners,0.48,2020-04-20,Pharming Group N.V.,NL0010391025,archive
"WorldQuant, LLC",1.11,2020-04-20,Koninklijke BAM Groep N.V.,NL0000337319,archive
AKO Capital LLP,1.09,2020-04-17,ARCADIS N.V.,NL0006237562,archive
BlueCrest Capital Management Limited,0.63,2020-04-17,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,1.1,2020-04-17,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors LLC,0.7,2020-04-17,Pharming Group N.V.,NL0010391025,archive
HBK Investments LP,1.2,2020-04-17,Fugro N.V.,NL0000352565,archive
Kuvari Partners LLP,0.45,2020-04-17,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.84,2020-04-17,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.55,2020-04-17,Fugro N.V.,NL0000352565,archive
Sculptor Capital Management Europe Limited,3.2,2020-04-17,Fugro N.V.,NL0000352565,archive
SFM UK Management LLP,0.72,2020-04-17,ARCADIS N.V.,NL0006237562,archive
SFM UK Management LLP,0.84,2020-04-17,TKH Group N.V.,NL0000852523,archive
Tybourne Capital Management (HK) Limited,0.0,2020-04-17,Signify N.V.,NL0011821392,archive
"WorldQuant, LLC",1.07,2020-04-17,Koninklijke BAM Groep N.V.,NL0000337319,archive
AKO Capital LLP,0.98,2020-04-16,ARCADIS N.V.,NL0006237562,archive
"Arrowstreet Capital, Limited Partnership",0.48,2020-04-16,AMG Critical Materials N.V.,NL0000888691,archive
